uniprot_id,pathway_id,pathway_name,evidence
A0A075B6P5,R-HSA-166663,Initial triggering of complement,TAS
A0A075B6P5,R-HSA-173623,Classical antibody-mediated complement activation,TAS
A0A075B6P5,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS
A0A075B6P5,R-HSA-202733,Cell surface interactions at the vascular wall,TAS
A0A075B6P5,R-HSA-2029481,FCGR activation,IEA
A0A075B6P5,R-HSA-2029481,FCGR activation,TAS
A0A075B6P5,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,TAS
A0A075B6P5,R-HSA-2029485,Role of phospholipids in phagocytosis,TAS
A0A075B6P5,R-HSA-2168880,Scavenging of heme from plasma,TAS
A0A075B6P5,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,TAS
A0A075B6P5,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,IEA
A0A075B6P5,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,TAS
A0A075B6P5,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,IEA
A0A075B6P5,R-HSA-2871796,FCERI mediated MAPK activation,TAS
A0A075B6P5,R-HSA-2871809,FCERI mediated Ca+2 mobilization,IEA
A0A075B6P5,R-HSA-2871809,FCERI mediated Ca+2 mobilization,TAS
A0A075B6P5,R-HSA-2871837,FCERI mediated NF-kB activation,TAS
A0A075B6P5,R-HSA-5690714,CD22 mediated BCR regulation,TAS
A0A075B6P5,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,TAS
A0A075B6P5,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,IEA
A0A075B6P5,R-HSA-9664422,FCGR3A-mediated phagocytosis,TAS
A0A075B6P5,R-HSA-9664422,FCGR3A-mediated phagocytosis,IEA
A0A075B6P5,R-HSA-9679191,Potential therapeutics for SARS,TAS
A0A075B6P5,R-HSA-977606,Regulation of Complement cascade,TAS
A0A075B6P5,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,TAS
A0A075B6P5,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,IEA
A0A075B6P5,R-HSA-9938027,Affinity selection of immunoglobulins,IEA
A0A075B6S6,R-HSA-166663,Initial triggering of complement,TAS
A0A075B6S6,R-HSA-173623,Classical antibody-mediated complement activation,TAS
A0A075B6S6,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS
A0A075B6S6,R-HSA-202733,Cell surface interactions at the vascular wall,TAS
A0A075B6S6,R-HSA-2029481,FCGR activation,IEA
A0A075B6S6,R-HSA-2029481,FCGR activation,TAS
A0A075B6S6,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,TAS
A0A075B6S6,R-HSA-2029485,Role of phospholipids in phagocytosis,TAS
A0A075B6S6,R-HSA-2168880,Scavenging of heme from plasma,TAS
A0A075B6S6,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,TAS
A0A075B6S6,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,IEA
A0A075B6S6,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,TAS
A0A075B6S6,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,IEA
A0A075B6S6,R-HSA-2871796,FCERI mediated MAPK activation,TAS
A0A075B6S6,R-HSA-2871809,FCERI mediated Ca+2 mobilization,IEA
A0A075B6S6,R-HSA-2871809,FCERI mediated Ca+2 mobilization,TAS
A0A075B6S6,R-HSA-2871837,FCERI mediated NF-kB activation,TAS
A0A075B6S6,R-HSA-5690714,CD22 mediated BCR regulation,TAS
A0A075B6S6,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,TAS
A0A075B6S6,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,IEA
A0A075B6S6,R-HSA-9664422,FCGR3A-mediated phagocytosis,TAS
A0A075B6S6,R-HSA-9664422,FCGR3A-mediated phagocytosis,IEA
A0A075B6S6,R-HSA-9679191,Potential therapeutics for SARS,TAS
A0A075B6S6,R-HSA-977606,Regulation of Complement cascade,TAS
A0A075B6S6,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,TAS
A0A075B6S6,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,IEA
A0A075B6S6,R-HSA-9938027,Affinity selection of immunoglobulins,IEA
A0A096LP49,R-HSA-9013106,RHOC GTPase cycle,TAS
A0A096LP55,R-HSA-9865881,Complex III assembly,TAS
A0A096LP55,R-HSA-9865881,Complex III assembly,IEA
A0A0A6YYK7,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS
A0A0A6YYK7,R-HSA-202424,Downstream TCR signaling,TAS
A0A0A6YYK7,R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,TAS
A0A0A6YYK7,R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,TAS
A0A0A6YYK7,R-HSA-202433,Generation of second messenger molecules,TAS
A0A0A6YYK7,R-HSA-389948,Co-inhibition by PD-1,TAS
A0A0A6YYK7,R-HSA-9938027,Affinity selection of immunoglobulins,IEA
A0A0C4DH25,R-HSA-166663,Initial triggering of complement,TAS
A0A0C4DH25,R-HSA-173623,Classical antibody-mediated complement activation,TAS
A0A0C4DH25,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS
A0A0C4DH25,R-HSA-202733,Cell surface interactions at the vascular wall,TAS
A0A0C4DH25,R-HSA-2029481,FCGR activation,IEA
A0A0C4DH25,R-HSA-2029481,FCGR activation,TAS
A0A0C4DH25,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,TAS
A0A0C4DH25,R-HSA-2029485,Role of phospholipids in phagocytosis,TAS
A0A0C4DH25,R-HSA-2168880,Scavenging of heme from plasma,TAS
A0A0C4DH25,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,TAS
A0A0C4DH25,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,IEA
A0A0C4DH25,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,TAS
A0A0C4DH25,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,IEA
A0A0C4DH25,R-HSA-2871796,FCERI mediated MAPK activation,TAS
A0A0C4DH25,R-HSA-2871809,FCERI mediated Ca+2 mobilization,IEA
A0A0C4DH25,R-HSA-2871809,FCERI mediated Ca+2 mobilization,TAS
A0A0C4DH25,R-HSA-2871837,FCERI mediated NF-kB activation,TAS
A0A0C4DH25,R-HSA-5690714,CD22 mediated BCR regulation,TAS
A0A0C4DH25,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,TAS
A0A0C4DH25,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,IEA
A0A0C4DH25,R-HSA-9664422,FCGR3A-mediated phagocytosis,TAS
A0A0C4DH25,R-HSA-9664422,FCGR3A-mediated phagocytosis,IEA
A0A0C4DH25,R-HSA-9679191,Potential therapeutics for SARS,TAS
A0A0C4DH25,R-HSA-977606,Regulation of Complement cascade,TAS
A0A0C4DH25,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,TAS
A0A0C4DH25,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,IEA
A0A0C4DH25,R-HSA-9938027,Affinity selection of immunoglobulins,IEA
A0A0C4DH73,R-HSA-166663,Initial triggering of complement,TAS
A0A0C4DH73,R-HSA-173623,Classical antibody-mediated complement activation,TAS
A0A0C4DH73,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS
A0A0C4DH73,R-HSA-202733,Cell surface interactions at the vascular wall,TAS
A0A0C4DH73,R-HSA-2029481,FCGR activation,IEA
A0A0C4DH73,R-HSA-2029481,FCGR activation,TAS
A0A0C4DH73,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,TAS
A0A0C4DH73,R-HSA-2029485,Role of phospholipids in phagocytosis,TAS
A0A0C4DH73,R-HSA-2168880,Scavenging of heme from plasma,TAS
A0A0C4DH73,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,TAS
A0A0C4DH73,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,IEA
A0A0C4DH73,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,TAS
A0A0C4DH73,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,IEA
A0A0C4DH73,R-HSA-2871796,FCERI mediated MAPK activation,TAS
A0A0C4DH73,R-HSA-2871809,FCERI mediated Ca+2 mobilization,IEA
A0A0C4DH73,R-HSA-2871809,FCERI mediated Ca+2 mobilization,TAS
A0A0C4DH73,R-HSA-2871837,FCERI mediated NF-kB activation,TAS
A0A0C4DH73,R-HSA-5690714,CD22 mediated BCR regulation,TAS
A0A0C4DH73,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,TAS
A0A0C4DH73,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,IEA
A0A0C4DH73,R-HSA-9664422,FCGR3A-mediated phagocytosis,TAS
A0A0C4DH73,R-HSA-9664422,FCGR3A-mediated phagocytosis,IEA
A0A0C4DH73,R-HSA-9679191,Potential therapeutics for SARS,TAS
A0A0C4DH73,R-HSA-977606,Regulation of Complement cascade,TAS
A0A0C4DH73,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,TAS
A0A0C4DH73,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,IEA
A0A0C4DH73,R-HSA-9938027,Affinity selection of immunoglobulins,IEA
A0A0H2US87,R-HSA-9948001,CASP4 inflammasome assembly,TAS
A0A0H2US87,R-HSA-9956593,Enterobacterial factors antagonize host defense ,TAS
A0A183,R-HSA-6809371,Formation of the cornified envelope,TAS
A0A1W2PPF3,R-HSA-9819196,Zygotic genome activation (ZGA),TAS
A0A387KBL8,R-HSA-9913143,Antimicrobial resistance,TAS
A0AVF1,R-HSA-5620924,Intraflagellar transport,TAS
A0AVF1,R-HSA-5620924,Intraflagellar transport,IEA
A0AVI4,R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,TAS
A0AVK6,R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,TAS
A0AVK6,R-HSA-9938024,Somatic hypermutation of immunoglobulin genes,IEA
A0AVT1,R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes,IEA
A0AVT1,R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes,TAS
A0AVT1,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,TAS
A0AVT1,R-HSA-9918485,Dengue Virus Attachment and Entry,TAS
A0FGR8,R-HSA-9845576,Glycosphingolipid transport,TAS
A0FGR9,R-HSA-9845576,Glycosphingolipid transport,TAS
A0JLT2,R-HSA-1989781,PPARA activates gene expression,TAS
A0JLT2,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,TAS
A0JLT2,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,IEA
A0JLT2,R-HSA-9833110,RSV-host interactions,TAS
A0JNW5,R-HSA-9696270,RND2 GTPase cycle,TAS
A0M8Q6,R-HSA-166663,Initial triggering of complement,TAS
A0M8Q6,R-HSA-173623,Classical antibody-mediated complement activation,TAS
A0M8Q6,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS
A0M8Q6,R-HSA-202733,Cell surface interactions at the vascular wall,TAS
A0M8Q6,R-HSA-2029481,FCGR activation,IEA
A0M8Q6,R-HSA-2029481,FCGR activation,TAS
A0M8Q6,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,TAS
A0M8Q6,R-HSA-2029485,Role of phospholipids in phagocytosis,TAS
A0M8Q6,R-HSA-2168880,Scavenging of heme from plasma,TAS
A0M8Q6,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,TAS
A0M8Q6,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,IEA
A0M8Q6,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,TAS
A0M8Q6,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,IEA
A0M8Q6,R-HSA-2871796,FCERI mediated MAPK activation,TAS
A0M8Q6,R-HSA-2871809,FCERI mediated Ca+2 mobilization,IEA
A0M8Q6,R-HSA-2871809,FCERI mediated Ca+2 mobilization,TAS
A0M8Q6,R-HSA-2871837,FCERI mediated NF-kB activation,TAS
A0M8Q6,R-HSA-5690714,CD22 mediated BCR regulation,TAS
A0M8Q6,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,TAS
A0M8Q6,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,IEA
A0M8Q6,R-HSA-9664422,FCGR3A-mediated phagocytosis,TAS
A0M8Q6,R-HSA-9664422,FCGR3A-mediated phagocytosis,IEA
A0M8Q6,R-HSA-9679191,Potential therapeutics for SARS,TAS
A0M8Q6,R-HSA-977606,Regulation of Complement cascade,TAS
A0M8Q6,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,TAS
A0M8Q6,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,IEA
A0M8Q6,R-HSA-9938027,Affinity selection of immunoglobulins,IEA
A0MZ66,R-HSA-437239,Recycling pathway of L1,IEA
A0PJK1,R-HSA-189200,Cellular hexose transport,TAS
A0PJW6,R-HSA-9864848,Complex IV assembly,TAS
A0PJZ3,R-HSA-9926550,"Regulation of MITF-M-dependent genes involved in extracellular matrix, focal adhesion and epithelial-to-mesenchymal transition",TAS
A1A4S6,R-HSA-211728,Regulation of PAK-2p34 activity by PS-GAP/RHG10,IEA
A1A4S6,R-HSA-8980692,RHOA GTPase cycle,TAS
A1A4S6,R-HSA-9013148,CDC42 GTPase cycle,TAS
A1A4S6,R-HSA-9013149,RAC1 GTPase cycle,TAS
A1A580,R-HSA-6805567,Keratinization,TAS
A1A5B4,R-HSA-2672351,Stimuli-sensing channels,TAS
A1A5B4,R-HSA-9733458,Induction of Cell-Cell Fusion,TAS
A1E959,R-HSA-977225,Amyloid fiber formation,TAS
A1IGU5,R-HSA-193648,NRAGE signals death through JNK,TAS
A1IGU5,R-HSA-416482,G alpha (12/13) signalling events,TAS
A1L188,R-HSA-6799198,Complex I biogenesis,TAS
A1L190,R-HSA-1221632,Meiotic synapsis,IEA
A1L390,R-HSA-8980692,RHOA GTPase cycle,TAS
A1L390,R-HSA-9013148,CDC42 GTPase cycle,TAS
A1L390,R-HSA-9013149,RAC1 GTPase cycle,TAS
A1L390,R-HSA-9013406,RHOQ GTPase cycle,TAS
A1L390,R-HSA-9013408,RHOG GTPase cycle,TAS
A1L3X0,R-HSA-75876,Synthesis of very long-chain fatty acyl-CoAs,TAS
A1L4H1,R-HSA-3000471,Scavenging by Class B Receptors,IEA
A2IDD5,R-HSA-9945556,Transcriptional regulation of multiciliogenesis,TAS
A2KUC3,R-HSA-166663,Initial triggering of complement,TAS
A2KUC3,R-HSA-173623,Classical antibody-mediated complement activation,TAS
A2KUC3,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS
A2KUC3,R-HSA-202733,Cell surface interactions at the vascular wall,TAS
A2KUC3,R-HSA-2029481,FCGR activation,IEA
A2KUC3,R-HSA-2029481,FCGR activation,TAS
A2KUC3,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,TAS
A2KUC3,R-HSA-2029485,Role of phospholipids in phagocytosis,TAS
A2KUC3,R-HSA-2168880,Scavenging of heme from plasma,TAS
A2KUC3,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,TAS
A2KUC3,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,IEA
A2KUC3,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,TAS
A2KUC3,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,IEA
A2KUC3,R-HSA-2871796,FCERI mediated MAPK activation,TAS
A2KUC3,R-HSA-2871809,FCERI mediated Ca+2 mobilization,IEA
A2KUC3,R-HSA-2871809,FCERI mediated Ca+2 mobilization,TAS
A2KUC3,R-HSA-2871837,FCERI mediated NF-kB activation,TAS
A2KUC3,R-HSA-5690714,CD22 mediated BCR regulation,TAS
A2KUC3,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,TAS
A2KUC3,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,IEA
A2KUC3,R-HSA-9664422,FCGR3A-mediated phagocytosis,TAS
A2KUC3,R-HSA-9664422,FCGR3A-mediated phagocytosis,IEA
A2KUC3,R-HSA-9679191,Potential therapeutics for SARS,TAS
A2KUC3,R-HSA-977606,Regulation of Complement cascade,TAS
A2KUC3,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,TAS
A2KUC3,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,IEA
A2KUC3,R-HSA-9938027,Affinity selection of immunoglobulins,IEA
A2NJV5,R-HSA-166663,Initial triggering of complement,TAS
A2NJV5,R-HSA-173623,Classical antibody-mediated complement activation,TAS
A2NJV5,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS
A2NJV5,R-HSA-202733,Cell surface interactions at the vascular wall,TAS
A2NJV5,R-HSA-2029481,FCGR activation,IEA
A2NJV5,R-HSA-2029481,FCGR activation,TAS
A2NJV5,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,TAS
A2NJV5,R-HSA-2029485,Role of phospholipids in phagocytosis,TAS
A2NJV5,R-HSA-2168880,Scavenging of heme from plasma,TAS
A2NJV5,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,TAS
A2NJV5,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,IEA
A2NJV5,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,TAS
A2NJV5,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,IEA
A2NJV5,R-HSA-2871796,FCERI mediated MAPK activation,TAS
A2NJV5,R-HSA-2871809,FCERI mediated Ca+2 mobilization,IEA
A2NJV5,R-HSA-2871809,FCERI mediated Ca+2 mobilization,TAS
A2NJV5,R-HSA-2871837,FCERI mediated NF-kB activation,TAS
A2NJV5,R-HSA-5690714,CD22 mediated BCR regulation,TAS
A2NJV5,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,TAS
A2NJV5,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,IEA
A2NJV5,R-HSA-9664422,FCGR3A-mediated phagocytosis,TAS
A2NJV5,R-HSA-9664422,FCGR3A-mediated phagocytosis,IEA
A2NJV5,R-HSA-9679191,Potential therapeutics for SARS,TAS
A2NJV5,R-HSA-977606,Regulation of Complement cascade,TAS
A2NJV5,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,TAS
A2NJV5,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,IEA
A2NJV5,R-HSA-9938027,Affinity selection of immunoglobulins,IEA
A2NXD2,R-HSA-166663,Initial triggering of complement,TAS
A2NXD2,R-HSA-173623,Classical antibody-mediated complement activation,TAS
A2NXD2,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS
A2NXD2,R-HSA-202733,Cell surface interactions at the vascular wall,TAS
A2NXD2,R-HSA-2029481,FCGR activation,IEA
A2NXD2,R-HSA-2029481,FCGR activation,TAS
A2NXD2,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,TAS
A2NXD2,R-HSA-2029485,Role of phospholipids in phagocytosis,TAS
A2NXD2,R-HSA-2168880,Scavenging of heme from plasma,TAS
A2NXD2,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,TAS
A2NXD2,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,IEA
A2NXD2,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,TAS
A2NXD2,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,IEA
A2NXD2,R-HSA-2871796,FCERI mediated MAPK activation,TAS
A2NXD2,R-HSA-2871809,FCERI mediated Ca+2 mobilization,IEA
A2NXD2,R-HSA-2871809,FCERI mediated Ca+2 mobilization,TAS
A2NXD2,R-HSA-2871837,FCERI mediated NF-kB activation,TAS
A2NXD2,R-HSA-5690714,CD22 mediated BCR regulation,TAS
A2NXD2,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,TAS
A2NXD2,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,IEA
A2NXD2,R-HSA-9664422,FCGR3A-mediated phagocytosis,TAS
A2NXD2,R-HSA-9664422,FCGR3A-mediated phagocytosis,IEA
A2NXD2,R-HSA-9679191,Potential therapeutics for SARS,TAS
A2NXD2,R-HSA-977606,Regulation of Complement cascade,TAS
A2NXD2,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,TAS
A2NXD2,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,IEA
A2NXD2,R-HSA-9938027,Affinity selection of immunoglobulins,IEA
A2RRD8,R-HSA-212436,Generic Transcription Pathway,TAS
A2RRD8,R-HSA-9843940,Regulation of endogenous retroelements by KRAB-ZFP proteins,TAS
A2RRD8,R-HSA-9843940,Regulation of endogenous retroelements by KRAB-ZFP proteins,IEA
A2RRP1,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,TAS
A2RU49,R-HSA-71064,Lysine catabolism,TAS
A2RUC4,R-HSA-6782861,Synthesis of wybutosine at G37 of tRNA(Phe),TAS
A2RUS2,R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,TAS
A2VDF0,R-HSA-6787639,GDP-fucose biosynthesis,TAS
A2VEC9,R-HSA-5083635,Defective B3GALTL causes PpS,TAS
A2VEC9,R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,TAS
A3KFT3,R-HSA-9752946,Expression and translocation of olfactory receptors,IEA
A4D126,R-HSA-9939291,Matriglycan biosynthesis on DAG1,TAS
A4D1E1,R-HSA-212436,Generic Transcription Pathway,TAS
A4D1P6,R-HSA-9013148,CDC42 GTPase cycle,TAS
A4D1S5,R-HSA-8873719,RAB geranylgeranylation,TAS
A4D2G3,R-HSA-381753,Olfactory Signaling Pathway,IEA
A4D2G3,R-HSA-381753,Olfactory Signaling Pathway,TAS
A4D2G3,R-HSA-9752946,Expression and translocation of olfactory receptors,IEA
A4GXA9,R-HSA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,TAS
A4GXA9,R-HSA-6783310,Fanconi Anemia Pathway,TAS
A4UGR9,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,IEA
A4UGR9,R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,IEA
A5D6W6,R-HSA-8964572,Lipid particle organization,TAS
A5D8V6,R-HSA-162588,Budding and maturation of HIV virion,TAS
A5D8V6,R-HSA-174490,Membrane binding and targetting of GAG proteins,TAS
A5D8V6,R-HSA-917729,Endosomal Sorting Complex Required For Transport (ESCRT),TAS
A5D8V6,R-HSA-9610379,HCMV Late Events,TAS
A5D8V6,R-HSA-9615710,Late endosomal microautophagy,IEA
A5H8A5,R-HSA-9913143,Antimicrobial resistance,TAS
A5LHX3,R-HSA-9907900,Proteasome assembly,TAS
A5LHX3,R-HSA-9907900,Proteasome assembly,IEA
A5PL33,R-HSA-212436,Generic Transcription Pathway,TAS
A5PLK6,R-HSA-416476,G alpha (q) signalling events,TAS
A5PLK6,R-HSA-418594,G alpha (i) signalling events,IEA
A5PLK6,R-HSA-418597,G alpha (z) signalling events,IEA
A5PLN9,R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,TAS
A5X5Y0,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,TAS
A5YKK6,R-HSA-429947,Deadenylation of mRNA,TAS
A5YKK6,R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,TAS
A5YKK6,R-HSA-9820841,M-decay: degradation of maternal mRNAs by maternally stored factors,IEA
A5YM69,R-HSA-193648,NRAGE signals death through JNK,TAS
A5YM69,R-HSA-416482,G alpha (12/13) signalling events,TAS
A5YM72,R-HSA-70921,Histidine catabolism,TAS
A6H8Y1,R-HSA-749476,RNA Polymerase III Abortive And Retractive Initiation,IEA
A6H8Y1,R-HSA-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,IEA
A6H8Y1,R-HSA-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,TAS
A6H8Y1,R-HSA-76066,RNA Polymerase III Transcription Initiation From Type 2 Promoter,IEA
A6H8Y1,R-HSA-76066,RNA Polymerase III Transcription Initiation From Type 2 Promoter,TAS
A6H8Y1,R-HSA-76071,RNA Polymerase III Transcription Initiation From Type 3 Promoter,IEA
A6H8Y1,R-HSA-76071,RNA Polymerase III Transcription Initiation From Type 3 Promoter,TAS
A6NCL1,R-HSA-9945556,Transcriptional regulation of multiciliogenesis,TAS
A6NCV1,R-HSA-9752946,Expression and translocation of olfactory receptors,IEA
A6NCW0,R-HSA-5689880,Ub-specific processing proteases,TAS
A6NCW7,R-HSA-5689880,Ub-specific processing proteases,TAS
A6ND01,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,TAS
A6ND48,R-HSA-9752946,Expression and translocation of olfactory receptors,IEA
A6NDG6,R-HSA-1483206,Glycerophospholipid biosynthesis,TAS
A6NDH6,R-HSA-9752946,Expression and translocation of olfactory receptors,IEA
A6NDL8,R-HSA-9752946,Expression and translocation of olfactory receptors,IEA
A6NDX5,R-HSA-212436,Generic Transcription Pathway,TAS
A6NDY0,R-HSA-9820841,M-decay: degradation of maternal mRNAs by maternally stored factors,IEA
A6NED2,R-HSA-9629569,Protein hydroxylation,TAS
A6NET4,R-HSA-9752946,Expression and translocation of olfactory receptors,IEA
A6NF89,R-HSA-9752946,Expression and translocation of olfactory receptors,IEA
A6NFC9,R-HSA-9752946,Expression and translocation of olfactory receptors,IEA
A6NFH5,R-HSA-163560,Triglyceride catabolism,TAS
A6NFK2,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,IEA
A6NFK2,R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,IEA
A6NFN3,R-HSA-9768919,NPAS4 regulates expression of target genes,IEA
A6NFX1,R-HSA-1660661,Sphingolipid de novo biosynthesis,TAS
A6NFY7,R-HSA-9854311,Maturation of TCA enzymes and regulation of TCA cycle,TAS
A6NGB9,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,TAS
A6NGB9,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,IEA
A6NGB9,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,TAS
A6NGB9,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,IEA
A6NGB9,R-HSA-9013148,CDC42 GTPase cycle,TAS
A6NGB9,R-HSA-9013149,RAC1 GTPase cycle,TAS
A6NGB9,R-HSA-9664422,FCGR3A-mediated phagocytosis,TAS
A6NGB9,R-HSA-9664422,FCGR3A-mediated phagocytosis,IEA
A6NGE4,R-HSA-9974237,Negative Regulation of DNA Double Strand Break Response,TAS
A6NGU5,R-HSA-174403,Glutathione synthesis and recycling,TAS
A6NGU5,R-HSA-5423646,Aflatoxin activation and detoxification,TAS
A6NGU5,R-HSA-9753281,Paracetamol ADME,TAS
A6NGY5,R-HSA-9752946,Expression and translocation of olfactory receptors,IEA
A6NH00,R-HSA-9752946,Expression and translocation of olfactory receptors,IEA
A6NH21,R-HSA-977347,Serine metabolism,TAS
A6NHA9,R-HSA-9752946,Expression and translocation of olfactory receptors,IEA
