uniprot_id,pathway_id,pathway_name,evidence
P36507,R-HSA-445144,Signal transduction by L1,TAS
P36507,R-HSA-5210891,Uptake and function of anthrax toxins,TAS
P36507,R-HSA-5673000,RAF activation,TAS
P36507,R-HSA-5674135,MAP2K and MAPK activation,TAS
P36507,R-HSA-5674499,Negative feedback regulation of MAPK pathway,TAS
P36507,R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,TAS
P36507,R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,TAS
P36507,R-HSA-6802952,Signaling by BRAF and RAF1 fusions,TAS
P36507,R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,TAS
P36507,R-HSA-9649948,Signaling downstream of RAS mutants,TAS
P36507,R-HSA-9652169,Signaling by MAP2K mutants,TAS
P36507,R-HSA-9656223,Signaling by RAF1 mutants,TAS
P36537,R-HSA-156588,Glucuronidation,TAS
P36537,R-HSA-9749641,Aspirin ADME,TAS
P36542,R-HSA-163210,Formation of ATP by chemiosmotic coupling,TAS
P36542,R-HSA-8949613,Cristae formation,TAS
P36542,R-HSA-9837999,Mitochondrial protein degradation,TAS
P36543,R-HSA-1222556,ROS and RNS production in phagocytes,TAS
P36543,R-HSA-77387,Insulin receptor recycling,TAS
P36543,R-HSA-917977,Transferrin endocytosis and recycling,TAS
P36543,R-HSA-9639288,Amino acids regulate mTORC1,TAS
P36543,R-HSA-983712,Ion channel transport,TAS
P36543,R-HSA-9857377,Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy,TAS
P36544,R-HSA-629594,Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,TAS
P36551,R-HSA-189451,Heme biosynthesis,TAS
P36578,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,TAS
P36578,R-HSA-156902,Peptide chain elongation,IEA
P36578,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,IEA
P36578,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,TAS
P36578,R-HSA-192823,Viral mRNA Translation,TAS
P36578,R-HSA-2408557,Selenocysteine synthesis,IEA
P36578,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,TAS
P36578,R-HSA-72689,Formation of a pool of free 40S subunits,TAS
P36578,R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,TAS
P36578,R-HSA-72764,Eukaryotic Translation Termination,IEA
P36578,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,IEA
P36578,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,IEA
P36578,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),TAS
P36578,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),TAS
P36578,R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,IEA
P36578,R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,TAS
P36578,R-HSA-9954714,PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA,TAS
P36578,R-HSA-9954716,ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA,TAS
P36639-1,R-HSA-2393930,Phosphate bond hydrolysis by NUDT proteins,TAS
P36639-2,R-HSA-2393930,Phosphate bond hydrolysis by NUDT proteins,TAS
P36639-3,R-HSA-2393930,Phosphate bond hydrolysis by NUDT proteins,TAS
P36639-4,R-HSA-2393930,Phosphate bond hydrolysis by NUDT proteins,TAS
P36776,R-HSA-9837999,Mitochondrial protein degradation,TAS
P36776,R-HSA-9841251,Mitochondrial unfolded protein response (UPRmt),TAS
P36871,R-HSA-3322077,Glycogen synthesis,TAS
P36871,R-HSA-5609974,Defective PGM1 causes PGM1-CDG,TAS
P36871,R-HSA-6798695,Neutrophil degranulation,TAS
P36871,R-HSA-70221,Glycogen breakdown (glycogenolysis),TAS
P36871,R-HSA-70370,Galactose catabolism,TAS
P36873,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,TAS
P36873,R-HSA-163560,Triglyceride catabolism,IEA
P36873,R-HSA-2173788,Downregulation of TGF-beta receptor signaling,IEA
P36873,R-HSA-2467813,Separation of Sister Chromatids,TAS
P36873,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,TAS
P36873,R-HSA-5663220,RHO GTPases Activate Formins,TAS
P36873,R-HSA-5673000,RAF activation,TAS
P36873,R-HSA-68877,Mitotic Prometaphase,TAS
P36873,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,TAS
P36873,R-HSA-9726840,SHOC2 M1731 mutant abolishes MRAS complex function,TAS
P36873,R-HSA-9726842,Gain-of-function MRAS complexes activate RAF signaling,TAS
P36873,R-HSA-9828806,Maturation of hRSV A proteins,TAS
P36873,R-HSA-9931530,Phosphorylation and nuclear translocation of the CRY:PER:kinase complex,IEA
P36888,R-HSA-109704,PI3K Cascade,TAS
P36888,R-HSA-1257604,PIP3 activates AKT signaling,TAS
P36888,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,TAS
P36888,R-HSA-5673001,RAF/MAP kinase cascade,TAS
P36888,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",TAS
P36888,R-HSA-9607240,FLT3 Signaling,TAS
P36888,R-HSA-9607240,FLT3 Signaling,IEA
P36888,R-HSA-9645135,STAT5 Activation,IEA
P36888,R-HSA-9702509,FLT3 mutants bind TKIs,TAS
P36888,R-HSA-9702518,STAT5 activation downstream of FLT3 ITD mutants,TAS
P36888,R-HSA-9702569,KW2449-resistant FLT3 mutants,TAS
P36888,R-HSA-9702577,semaxanib-resistant FLT3 mutants,TAS
P36888,R-HSA-9702581,crenolanib-resistant FLT3 mutants,TAS
P36888,R-HSA-9702590,gilteritinib-resistant FLT3 mutants,TAS
P36888,R-HSA-9702596,lestaurtinib-resistant FLT3 mutants,TAS
P36888,R-HSA-9702600,midostaurin-resistant FLT3 mutants,TAS
P36888,R-HSA-9702605,pexidartinib-resistant FLT3 mutants,TAS
P36888,R-HSA-9702614,ponatinib-resistant FLT3 mutants,TAS
P36888,R-HSA-9702620,quizartinib-resistant FLT3 mutants,TAS
P36888,R-HSA-9702624,sorafenib-resistant FLT3 mutants,TAS
P36888,R-HSA-9702632,sunitinib-resistant FLT3 mutants,TAS
P36888,R-HSA-9702636,tandutinib-resistant FLT3 mutants,TAS
P36888,R-HSA-9702998,linifanib-resistant FLT3 mutants,TAS
P36888,R-HSA-9703009,tamatinib-resistant FLT3 mutants,TAS
P36888,R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,TAS
P36888,R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,IEA
P36888,R-HSA-9706369,Negative regulation of FLT3,TAS
P36888,R-HSA-9706374,FLT3 signaling through SRC family kinases,TAS
P36888,R-HSA-9706374,FLT3 signaling through SRC family kinases,IEA
P36888,R-HSA-9706377,FLT3 signaling by CBL mutants,TAS
P36894,R-HSA-201451,Signaling by BMP,TAS
P36896,R-HSA-1181150,Signaling by NODAL,IEA
P36896,R-HSA-1433617,Regulation of signaling by NODAL,IEA
P36896,R-HSA-1502540,Signaling by Activin,TAS
P36897,R-HSA-2173788,Downregulation of TGF-beta receptor signaling,IEA
P36897,R-HSA-2173788,Downregulation of TGF-beta receptor signaling,TAS
P36897,R-HSA-2173789,TGF-beta receptor signaling activates SMADs,TAS
P36897,R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),IEA
P36897,R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),TAS
P36897,R-HSA-3304356,SMAD2/3 Phosphorylation Motif Mutants in Cancer,TAS
P36897,R-HSA-3645790,TGFBR2 Kinase Domain Mutants in Cancer,TAS
P36897,R-HSA-3656532,TGFBR1 KD Mutants in Cancer,TAS
P36897,R-HSA-3656535,TGFBR1 LBD Mutants in Cancer,TAS
P36897,R-HSA-5689603,UCH proteinases,IEA
P36897,R-HSA-5689880,Ub-specific processing proteases,TAS
P36897,R-HSA-9839389,TGFBR3 regulates TGF-beta signaling,TAS
P36941,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,TAS
P36941,R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,TAS
P36941,R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,IEA
P36954,R-HSA-112382,Formation of RNA Pol II elongation complex ,TAS
P36954,R-HSA-113418,Formation of the Early Elongation Complex,TAS
P36954,R-HSA-167152,Formation of HIV elongation complex in the absence of HIV Tat,IEA
P36954,R-HSA-167158,Formation of the HIV-1 Early Elongation Complex,IEA
P36954,R-HSA-167160,RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,IEA
P36954,R-HSA-167161,HIV Transcription Initiation,IEA
P36954,R-HSA-167162,RNA Polymerase II HIV Promoter Escape,IEA
P36954,R-HSA-167172,Transcription of the HIV genome,IEA
P36954,R-HSA-167200,Formation of HIV-1 elongation complex containing HIV-1 Tat,TAS
P36954,R-HSA-167200,Formation of HIV-1 elongation complex containing HIV-1 Tat,IEA
P36954,R-HSA-167238,Pausing and recovery of Tat-mediated HIV elongation,IEA
P36954,R-HSA-167242,Abortive elongation of HIV-1 transcript in the absence of Tat,IEA
P36954,R-HSA-167243,Tat-mediated HIV elongation arrest and recovery,IEA
P36954,R-HSA-167246,Tat-mediated elongation of the HIV-1 transcript,IEA
P36954,R-HSA-167287,HIV elongation arrest and recovery,IEA
P36954,R-HSA-167290,Pausing and recovery of HIV elongation,IEA
P36954,R-HSA-168325,Viral Messenger RNA Synthesis,TAS
P36954,R-HSA-203927,MicroRNA (miRNA) biogenesis,TAS
P36954,R-HSA-5578749,Transcriptional regulation by small RNAs,TAS
P36954,R-HSA-5601884,PIWI-interacting RNA (piRNA) biogenesis,IEA
P36954,R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,IEA
P36954,R-HSA-674695,RNA Polymerase II Pre-transcription Events,TAS
P36954,R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,TAS
P36954,R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),TAS
P36954,R-HSA-6782135,Dual incision in TC-NER,TAS
P36954,R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,TAS
P36954,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,TAS
P36954,R-HSA-6803529,FGFR2 alternative splicing,TAS
P36954,R-HSA-6807505,RNA polymerase II transcribes snRNA genes,TAS
P36954,R-HSA-6807505,RNA polymerase II transcribes snRNA genes,IEA
P36954,R-HSA-72086,mRNA Capping,TAS
P36954,R-HSA-72163,mRNA Splicing - Major Pathway,TAS
P36954,R-HSA-72165,mRNA Splicing - Minor Pathway,TAS
P36954,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,TAS
P36954,R-HSA-73776,RNA Polymerase II Promoter Escape,TAS
P36954,R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,TAS
P36954,R-HSA-75953,RNA Polymerase II Transcription Initiation,TAS
P36954,R-HSA-75955,RNA Polymerase II Transcription Elongation,TAS
P36954,R-HSA-76042,RNA Polymerase II Transcription Initiation And Promoter Clearance,TAS
P36954,R-HSA-77075,RNA Pol II CTD phosphorylation and interaction with CE,TAS
P36954,R-HSA-8851708,Signaling by FGFR2 IIIa TM,IEA
P36954,R-HSA-9018519,Estrogen-dependent gene expression,TAS
P36954,R-HSA-9670095,Inhibition of DNA recombination at telomere,TAS
P36954,R-HSA-9770562,mRNA Polyadenylation,TAS
P36954,R-HSA-9918481,Dengue Virus-Host Interactions,TAS
P36954,R-HSA-9938024,Somatic hypermutation of immunoglobulin genes,IEA
P36956-1,R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),TAS
P36956-1,R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),IEA
P36956-1,R-HSA-1989781,PPARA activates gene expression,TAS
P36956-1,R-HSA-2426168,Activation of gene expression by SREBF (SREBP),TAS
P36956-1,R-HSA-2426168,Activation of gene expression by SREBF (SREBP),IEA
P36956-1,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,IEA
P36956-3,R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),TAS
P36956-3,R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),IEA
P36956-3,R-HSA-1989781,PPARA activates gene expression,TAS
P36956-3,R-HSA-2426168,Activation of gene expression by SREBF (SREBP),TAS
P36956-3,R-HSA-2426168,Activation of gene expression by SREBF (SREBP),IEA
P36956-3,R-HSA-9029558,NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,TAS
P36956,R-HSA-6807062,Zymostenol biosynthesis via lathosterol (Kandutsch-Russell pathway),TAS
P36956,R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",IEA
P36956,R-HSA-9933387,"RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression",IEA
P36957,R-HSA-6783984,Glycine degradation,TAS
P36957,R-HSA-9853506,OGDH complex synthesizes succinyl-CoA from 2-OG,TAS
P36957,R-HSA-9857492,Protein lipoylation,TAS
P36957,R-HSA-9858328,OADH complex synthesizes glutaryl-CoA from 2-OA,TAS
P36959,R-HSA-74217,Purine salvage,TAS
P36959,R-HSA-9854909,Regulation of MITF-M dependent genes involved in invasion,TAS
P36969-2,R-HSA-9018676,Biosynthesis of D-series resolvins,TAS
P36969-2,R-HSA-9018896,Biosynthesis of E-series 18(S)-resolvins,TAS
P36969-2,R-HSA-9020265,Biosynthesis of aspirin-triggered D-series resolvins,TAS
P36969-2,R-HSA-9023661,Biosynthesis of E-series 18(R)-resolvins,TAS
P36969,R-HSA-2142688,Synthesis of 5-eicosatetraenoic acids,IEA
P36969,R-HSA-2142712,Synthesis of 12-eicosatetraenoic acid derivatives,TAS
P36969,R-HSA-2142770,Synthesis of 15-eicosatetraenoic acid derivatives,TAS
P36980,R-HSA-977606,Regulation of Complement cascade,TAS
P37023,R-HSA-201451,Signaling by BMP,TAS
P37058,R-HSA-193048,Androgen biosynthesis,TAS
P37058,R-HSA-75876,Synthesis of very long-chain fatty acyl-CoAs,TAS
P37059,R-HSA-193144,Estrogen biosynthesis,TAS
P37088,R-HSA-2672351,Stimuli-sensing channels,TAS
P37088,R-HSA-9730628,Sensory perception of salty taste,TAS
P37108,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,IEA
P37108,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,TAS
P37108,R-HSA-6798695,Neutrophil degranulation,TAS
P37173,R-HSA-2173788,Downregulation of TGF-beta receptor signaling,IEA
P37173,R-HSA-2173788,Downregulation of TGF-beta receptor signaling,TAS
P37173,R-HSA-2173789,TGF-beta receptor signaling activates SMADs,TAS
P37173,R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),TAS
P37173,R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),IEA
P37173,R-HSA-3304356,SMAD2/3 Phosphorylation Motif Mutants in Cancer,TAS
P37173,R-HSA-3642279,TGFBR2 MSI Frameshift Mutants in Cancer,TAS
P37173,R-HSA-3645790,TGFBR2 Kinase Domain Mutants in Cancer,TAS
P37173,R-HSA-3656532,TGFBR1 KD Mutants in Cancer,TAS
P37173,R-HSA-3656535,TGFBR1 LBD Mutants in Cancer,TAS
P37173,R-HSA-5689603,UCH proteinases,IEA
P37173,R-HSA-9839389,TGFBR3 regulates TGF-beta signaling,TAS
P37198,R-HSA-1169408,ISG15 antiviral mechanism,TAS
P37198,R-HSA-159227,Transport of the SLBP independent Mature mRNA,TAS
P37198,R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,TAS
P37198,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,TAS
P37198,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,TAS
P37198,R-HSA-165054,Rev-mediated nuclear export of HIV RNA,TAS
P37198,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,TAS
P37198,R-HSA-168276,NS1 Mediated Effects on Host Pathways,TAS
P37198,R-HSA-168325,Viral Messenger RNA Synthesis,TAS
P37198,R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery,TAS
P37198,R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,TAS
P37198,R-HSA-180746,Nuclear import of Rev protein,IEA
P37198,R-HSA-180910,Vpr-mediated nuclear import of PICs,TAS
P37198,R-HSA-1855170,IPs transport between nucleus and cytosol,TAS
P37198,R-HSA-1855196,IP3 and IP4 transport between cytosol and nucleus,TAS
P37198,R-HSA-1855229,IP6 and IP7 transport between cytosol and nucleus,TAS
P37198,R-HSA-191859,snRNP Assembly,TAS
P37198,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,TAS
P37198,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,TAS
P37198,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,TAS
P37198,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,TAS
P37198,R-HSA-4085377,SUMOylation of SUMOylation proteins,TAS
P37198,R-HSA-4551638,SUMOylation of chromatin organization proteins,TAS
P37198,R-HSA-4570464,SUMOylation of RNA binding proteins,TAS
P37198,R-HSA-4615885,SUMOylation of DNA replication proteins,IEA
P37198,R-HSA-4615885,SUMOylation of DNA replication proteins,TAS
P37198,R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),TAS
P37198,R-HSA-6784531,tRNA processing in the nucleus,TAS
P37198,R-HSA-9609690,HCMV Early Events,TAS
P37198,R-HSA-9610379,HCMV Late Events,TAS
P37198,R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation,IEA
P37198,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,TAS
P37231-1,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,IEA
P37231-1,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,TAS
P37231-1,R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,IEA
P37231-2,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,IEA
P37231-2,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,TAS
P37231-2,R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,IEA
P37231,R-HSA-1989781,PPARA activates gene expression,TAS
P37231,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,TAS
P37231,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,IEA
P37231,R-HSA-383280,Nuclear Receptor transcription pathway,TAS
P37231,R-HSA-4090294,SUMOylation of intracellular receptors,IEA
P37231,R-HSA-8943724,Regulation of PTEN gene transcription,IEA
P37231,R-HSA-8943724,Regulation of PTEN gene transcription,TAS
P37231,R-HSA-9022707,MECP2 regulates transcription factors,IEA
P37231,R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,IEA
P37268,R-HSA-1989781,PPARA activates gene expression,TAS
P37268,R-HSA-2426168,Activation of gene expression by SREBF (SREBP),TAS
P37268,R-HSA-9969896,Lanosterol biosynthesis,TAS
P37275,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,TAS
P37275,R-HSA-9764725,Negative Regulation of CDH1 Gene Transcription,TAS
P37275,R-HSA-9926550,"Regulation of MITF-M-dependent genes involved in extracellular matrix, focal adhesion and epithelial-to-mesenchymal transition",TAS
P37287,R-HSA-162710,Synthesis of glycosylphosphatidylinositol (GPI),TAS
P37288,R-HSA-388479,Vasopressin-like receptors,TAS
P37288,R-HSA-416476,G alpha (q) signalling events,TAS
P37288,R-HSA-5619099,"Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)",TAS
P37313,R-HSA-9927020,Heme assimilation,TAS
P37636,R-HSA-9913143,Antimicrobial resistance,TAS
P37637,R-HSA-9913143,Antimicrobial resistance,TAS
P37650,R-HSA-9931953,Biofilm formation,TAS
P37652,R-HSA-9931953,Biofilm formation,TAS
P37653,R-HSA-9931953,Biofilm formation,TAS
P37657,R-HSA-9931953,Biofilm formation,TAS
P37659,R-HSA-9931953,Biofilm formation,TAS
P37802,R-HSA-114608,Platelet degranulation ,TAS
P37837,R-HSA-163754,Insulin effects increased synthesis of Xylulose-5-Phosphate,TAS
P37837,R-HSA-6791055,"TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P",TAS
P37837,R-HSA-6791462,"TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P",TAS
P37837,R-HSA-71336,Pentose phosphate pathway,TAS
P37837,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,TAS
P37837,R-HSA-9818028,NFE2L2 regulates pentose phosphate pathway genes,TAS
P37840,R-HSA-977225,Amyloid fiber formation,TAS
P37840,R-HSA-9833482,PKR-mediated signaling,TAS
P38117,R-HSA-611105,Respiratory electron transport,TAS
P38117,R-HSA-8876725,Protein methylation,TAS
P38159,R-HSA-72163,mRNA Splicing - Major Pathway,TAS
P38159,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,TAS
P38159,R-HSA-9013418,RHOBTB2 GTPase cycle,TAS
P38159,R-HSA-9013422,RHOBTB1 GTPase cycle,TAS
P38159,R-HSA-9696264,RND3 GTPase cycle,TAS
P38159,R-HSA-9696270,RND2 GTPase cycle,TAS
P38159,R-HSA-9696273,RND1 GTPase cycle,TAS
P38159,R-HSA-9770562,mRNA Polyadenylation,TAS
P38159,R-HSA-9918481,Dengue Virus-Host Interactions,TAS
P38398,R-HSA-1221632,Meiotic synapsis,IEA
P38398,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,TAS
P38398,R-HSA-5685938,HDR through Single Strand Annealing (SSA),TAS
P38398,R-HSA-5685942,HDR through Homologous Recombination (HRR),TAS
P38398,R-HSA-5689901,Metalloprotease DUBs,TAS
P38398,R-HSA-5693554,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),TAS
P38398,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,TAS
P38398,R-HSA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,TAS
P38398,R-HSA-5693571,Nonhomologous End-Joining (NHEJ),TAS
P38398,R-HSA-5693579,Homologous DNA Pairing and Strand Exchange,TAS
P38398,R-HSA-5693607,Processing of DNA double-strand break ends,TAS
P38398,R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,TAS
P38398,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,TAS
P38398,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,TAS
P38398,R-HSA-69473,G2/M DNA damage checkpoint,TAS
P38398,R-HSA-8951664,Neddylation,TAS
P38398,R-HSA-8953750,Transcriptional Regulation by E2F6,TAS
P38398,R-HSA-912446,Meiotic recombination,IEA
P38398,R-HSA-9663199,Defective DNA double strand break response due to BRCA1 loss of function,TAS
P38398,R-HSA-9699150,Defective DNA double strand break response due to BARD1 loss of function,TAS
P38398,R-HSA-9701192,Defective homologous recombination repair (HRR) due to BRCA1 loss of function,TAS
P38398,R-HSA-9704331,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,TAS
P38398,R-HSA-9704646,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function,TAS
P38398,R-HSA-9709570,Impaired BRCA2 binding to RAD51,TAS
P38398,R-HSA-9709603,Impaired BRCA2 binding to PALB2,TAS
P38398,R-HSA-9755511,KEAP1-NFE2L2 pathway,TAS
P38398,R-HSA-9825895,"Regulation of MITF-M-dependent genes involved in DNA replication, damage repair and senescence",TAS
P38398,R-HSA-9974237,Negative Regulation of DNA Double Strand Break Response,TAS
P38405,R-HSA-170660,Adenylate cyclase activating pathway,TAS
P38405,R-HSA-170670,Adenylate cyclase inhibitory pathway,TAS
P38405,R-HSA-381753,Olfactory Signaling Pathway,IEA
P38405,R-HSA-381753,Olfactory Signaling Pathway,TAS
P38435,R-HSA-159740,Gamma-carboxylation of protein precursors,TAS
P38435,R-HSA-159740,Gamma-carboxylation of protein precursors,IEA
P38435,R-HSA-9673240,Defective gamma-carboxylation of F9,TAS
P38484,R-HSA-877300,Interferon gamma signaling,TAS
P38484,R-HSA-877312,Regulation of IFNG signaling,IEA
P38484,R-HSA-877312,Regulation of IFNG signaling,TAS
P38484,R-HSA-9679191,Potential therapeutics for SARS,TAS
P38484,R-HSA-9732724,IFNG signaling activates MAPKs,TAS
P38567,R-HSA-2160916,Hyaluronan degradation,TAS
P38567,R-HSA-2534343,Interaction With Cumulus Cells And The Zona Pellucida,TAS
P38570,R-HSA-216083,Integrin cell surface interactions,TAS
P38571,R-HSA-8964038,LDL clearance,TAS
P38606,R-HSA-1222556,ROS and RNS production in phagocytes,TAS
P38606,R-HSA-77387,Insulin receptor recycling,TAS
P38606,R-HSA-917977,Transferrin endocytosis and recycling,TAS
P38606,R-HSA-9639288,Amino acids regulate mTORC1,TAS
P38606,R-HSA-983712,Ion channel transport,TAS
P38606,R-HSA-9857377,Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy,TAS
P38646,R-HSA-1268020,Mitochondrial protein import,IEA
P38646,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,TAS
P38646,R-HSA-6799198,Complex I biogenesis,TAS
P38646,R-HSA-8949613,Cristae formation,IEA
P38646,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,TAS
P38646,R-HSA-9837999,Mitochondrial protein degradation,TAS
P38646,R-HSA-9841251,Mitochondrial unfolded protein response (UPRmt),TAS
P38646,R-HSA-9865881,Complex III assembly,TAS
P38919,R-HSA-1169408,ISG15 antiviral mechanism,TAS
P38919,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,TAS
P38919,R-HSA-429947,Deadenylation of mRNA,TAS
P38919,R-HSA-429947,Deadenylation of mRNA,IEA
P38919,R-HSA-72163,mRNA Splicing - Major Pathway,TAS
P38919,R-HSA-72187,mRNA 3'-end processing,TAS
P38919,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,IEA
P38919,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),TAS
P38919,R-HSA-9820841,M-decay: degradation of maternal mRNAs by maternally stored factors,IEA
P38919,R-HSA-9820865,Z-decay: degradation of maternal mRNAs by zygotically expressed factors,IEA
P38919,R-HSA-9918481,Dengue Virus-Host Interactions,TAS
P38919,R-HSA-9918487,Dengue Virus Genome Translation and Replication,TAS
P38936,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,TAS
P38936,R-HSA-198323,AKT phosphorylates targets in the cytosol,TAS
P38936,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),TAS
P38936,R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,TAS
P38936,R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,TAS
P38936,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,TAS
P38936,R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,TAS
P38936,R-HSA-69202,Cyclin E associated events during G1/S transition ,TAS
P38936,R-HSA-69231,Cyclin D associated events in G1,TAS
