year,geo_name,short_indicator_text,long_indicator_text,stratification1,stratification_group1,stratification2,stratification_group2,cost_value
2021,Texas,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-44,2666.0
2021,Georgia,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Males,Age,19-64,1932.8
2021,Maryland,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,45-64,5695.0
2021,Idaho,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-44,16.1
2021,Tennessee,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19-64,6356.3
2021,Alaska,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Females,Age,65+,86.0
2021,West Virginia,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,65+,814.3
2021,New York,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,65-74,193.3
2021,Wisconsin,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,65-74,1270.0
2021,Kentucky,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,48.0
2021,Hawaii,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Females,Age,65+,270.4
2021,Arkansas,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,19+,
2021,Nevada,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19+,2613.5
2021,Alabama,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,18-44,2.8
2021,Maine,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,45-64,252.0
2021,Minnesota,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-44,110.6
2021,West Virginia,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-44,1625.0
2021,Idaho,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,19+,145.1
2021,Indiana,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,18-74,528.9
2021,Kansas,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,65-74,793.0
2021,Maryland,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-44,552.6
2021,Wyoming,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,18+,6.7
2021,Georgia,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,2.7
2021,Arkansas,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-44,8.0
2021,Idaho,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,518.0
2021,Nebraska,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,18-44,61749.0
2021,Illinois,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,75-84,29.4
2021,Alabama,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,729.6
2021,Maine,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,3162.0
2021,Hawaii,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,16.2
2021,Arkansas,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,581.7
2021,Nevada,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,45-64,733.9
2021,Ohio,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,526.0
2021,Vermont,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,18-44,38.2
2021,Alabama,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,65+,
2021,Wisconsin,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19+,20952.0
2021,California,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19+,25984.6
2021,Nebraska,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-84,739.0
2021,Kentucky,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,65+,14643.0
2021,Delaware,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,65-74,8.0
2021,Minnesota,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,18-44,76.8
2021,New Mexico,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,18-44,312.0
2021,Minnesota,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,18-44,705.0
2021,Alabama,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,65+,
2021,Missouri,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,75-84,30.1
2021,District Of Columbia,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,19-64,225.0
2021,Ohio,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,45-64,6.4
2021,Illinois,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,18+,6.8
2021,Louisiana,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-44,3119.0
2021,Connecticut,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,
2021,Arkansas,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,42.4
2021,Oregon,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,45-64,109.5
2021,Florida,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,2.3
2021,Idaho,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,65+,
2021,Wyoming,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,45-64,4.4
2021,South Carolina,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-44,175.8
2021,Indiana,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,65-74,52.8
2021,New York,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,45-64,2778.0
2021,Arkansas,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,65-74,55.3
2021,Mississippi,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,2088.0
2021,West Virginia,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,3.9
2021,Kentucky,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,45-64,273.0
2021,Kansas,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,45-64,99.1
2021,Hawaii,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,19-64,22.1
2021,New Mexico,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,45-64,16.0
2021,North Dakota,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,18+,9.9
2021,Iowa,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,4004.0
2021,Oklahoma,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,65+,15294.0
2021,Pennsylvania,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,45-64,97981.0
2021,Mississippi,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,65-74,27.8
2021,Wisconsin,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,45-64,8.8
2021,Alaska,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,
2021,Michigan,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-44,505.0
2021,United States,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-44,16540.0
2021,District Of Columbia,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,18-44,7.0
2021,New Mexico,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,2504.5
2021,Alaska,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,65-74,3.6
2021,Pennsylvania,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,19-64,3041.7
2021,Kentucky,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,45-64,852.9
2021,Pennsylvania,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,4794.0
2021,Mississippi,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,65-74,15.6
2021,North Dakota,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-74,370.0
2021,Utah,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,5150.0
2021,California,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,73.1
2021,Maine,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-74,2726.0
2021,West Virginia,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,16.0
2021,New Mexico,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19+,25388.0
2021,Vermont,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,65-74,4.9
2021,Georgia,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,603.0
2021,Missouri,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,224.0
2021,Nevada,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,18+,6.3
2021,Virginia,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,75-84,1796.0
2021,Ohio,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,18-44,63215.0
2021,New Jersey,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-74,1966.0
2021,Texas,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,65-74,9594.0
2021,Louisiana,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,372.0
2021,Arizona,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,45-64,968.4
2021,Florida,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Males,Age,19+,743.3
2021,Alaska,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,65+,
2021,Maryland,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,65-74,442.0
2021,Nevada,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-44,281.6
2021,Indiana,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,18-44,2525.0
2021,Kentucky,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,65-74,143.8
2021,Colorado,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,75-84,28.7
2021,Kansas,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,65-74,298.0
2021,Colorado,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,
2021,New Hampshire,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,19+,292.5
2021,Alabama,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,19-64,1945.4
2021,New Jersey,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,65-74,418.0
2021,South Dakota,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,459.0
2021,Missouri,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,5277.0
2021,California,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Females,Age,19+,11173.0
2021,South Carolina,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,16.1
2021,Massachusetts,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,176.7
2021,New Jersey,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19-64,33145.0
2021,Arkansas,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,64.1
2021,Connecticut,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Overall,Age,19-64,2542.7
2021,Indiana,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,18-44,587.0
2021,Illinois,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,16.0
2021,Massachusetts,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,45-64,9181.0
2021,Wyoming,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,18+,377.0
2021,Iowa,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,65-74,544.0
2021,Delaware,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Females,Age,19+,114.0
2021,Rhode Island,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,5396.0
2021,Alabama,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,45-64,434.0
2021,New Hampshire,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,18-44,80.7
2021,North Dakota,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19+,432.4
2021,Rhode Island,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,447.0
2021,North Carolina,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,1124.2
2021,Colorado,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-44,845.0
2021,Hawaii,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,31.7
2021,District Of Columbia,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,18-44,6.6
2021,Georgia,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,65-74,5.8
2021,Idaho,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,19-64,
2021,Wisconsin,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,18-74,1100.7
2021,Mississippi,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,65-74,245.7
2021,Wyoming,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,19-64,84.8
2021,Wyoming,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,45-64,63563.0
2021,Ohio,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,388.0
2021,Ohio,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,2249.0
2021,Florida,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-74,1348.0
2021,Maryland,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,65+,1373.0
2021,New Hampshire,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-44,2.2
2021,Vermont,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,45-64,48.0
2021,Nebraska,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19+,19908.0
2021,Hawaii,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19-64,26094.0
2021,Georgia,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,45-64,1740.0
2021,California,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Males,Age,19-64,1196.9
2021,Minnesota,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,75-84,39.0
2021,Arkansas,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,2.7
2021,South Dakota,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19-64,369.0
2021,North Carolina,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,75-84,62.6
2021,Alabama,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19+,6339.8
2021,Missouri,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,18+,6.6
2021,United States,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19+,173477.9
2021,Wisconsin,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,18-44,78.5
2021,Washington,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-44,970.0
2021,Nevada,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,18+,327.0
2021,Michigan,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-44,16.1
2021,Arkansas,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,193.0
2021,North Carolina,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,18-44,680.0
2021,Nebraska,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,577.0
2021,Minnesota,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,65-74,67.2
2021,Georgia,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,361.4
2021,Utah,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,3176.0
2021,Nebraska,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,18+,347.0
2021,Rhode Island,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,65+,92.5
2021,Georgia,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,45-64,2025.0
2021,Kansas,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,45-64,630.4
2021,Hawaii,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,1418.0
2021,Wisconsin,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,65-74,36.6
2021,Wyoming,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,75+,2.6
2021,Missouri,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-44,177.3
2021,West Virginia,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,4067.0
2021,Minnesota,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,45-64,363.0
2021,New Jersey,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,19-64,2092.6
2021,West Virginia,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,985.0
2021,Colorado,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19+,19935.0
2021,Ohio,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,45-64,70.5
2021,Arizona,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,45-64,4709.0
2021,California,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,75-84,178.4
2021,Washington,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,65-74,3818.0
2021,Illinois,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-44,893.3
2021,Minnesota,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,18-84,1255.0
2021,Florida,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-74,247.1
2021,New Mexico,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,4861.0
2021,Michigan,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-74,961.0
2021,Vermont,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,19+,136.3
2021,Montana,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,65-74,69993.0
2021,New Hampshire,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,3634.0
2021,Delaware,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,9973.0
2021,New York,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-74,3802.0
2021,Illinois,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-44,321.9
2021,Virginia,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,722.0
2021,Colorado,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,65+,1499.8
2021,Missouri,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,18+,83.0
2021,Tennessee,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19-64,24645.0
2021,New Hampshire,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,45-64,90.0
2021,Nebraska,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19-64,832.3
2021,Colorado,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,65+,185.9
2021,Connecticut,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,65-74,421.0
2021,Indiana,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,65-74,285.0
2021,District Of Columbia,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,438.9
2021,Montana,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,4899.0
2021,Virginia,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,4890.0
2021,Georgia,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19-64,23992.0
2021,Alabama,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,218.5
2021,West Virginia,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,75-84,8.6
2021,Colorado,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,16.0
2021,Tennessee,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,18-44,127.7
2021,Arkansas,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,75+,294.0
2021,West Virginia,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,35.6
2021,Oklahoma,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,45-64,1434.4
2021,New Mexico,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,1.0
2021,Arizona,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,536.8
2021,New Hampshire,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,1304.0
2021,Alaska,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19+,1291.0
2021,Virginia,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,65-74,9.9
2021,Texas,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,2708.0
2021,New Mexico,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,45-64,4041.0
2021,Vermont,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,2.5
2021,New Mexico,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19-64,1473.3
2021,Alabama,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,9442.0
2021,Michigan,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,374.0
2021,Arkansas,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,65-74,5.8
2021,Hawaii,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,18-74,418.0
2021,North Carolina,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,75-84,102.0
2021,Virginia,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,65+,2544.1
2021,Washington,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,65-74,9.5
2021,Ohio,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,18-44,207.0
2021,Iowa,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,45-64,3516.0
2021,Florida,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,356.0
2021,New York,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,18-44,410.5
2021,Mississippi,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,75+,6.0
2021,Florida,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19+,11214.9
2021,New York,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,4042.0
2021,Iowa,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,65-74,760.0
2021,Wyoming,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,9.9
2021,New York,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,75+,146.8
2021,Arkansas,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,65-74,1360.0
2021,Arizona,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-74,19314.0
2021,Connecticut,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,18-84,2330.0
