go_id,aspect
GO:0009443,P
GO:0004768,F
GO:0016491,F
GO:0032896,F
GO:0006636,P
GO:0042169,F
GO:0022604,P
GO:0090303,P
GO:0008195,F
GO:0042392,F
GO:0042577,F
GO:0106235,F
GO:0006644,P
GO:0006670,P
GO:0006672,P
GO:0007200,P
GO:0030149,P
GO:0030518,P
GO:0046839,P
GO:0070097,F
GO:0033631,P
GO:0034112,P
GO:1902533,P
GO:1904906,P
GO:0016323,C
GO:0033116,C
GO:0070971,C
GO:0016922,F
GO:0140658,F
GO:0016514,C
GO:0043425,F
GO:0005159,F
GO:0008269,F
GO:0140031,F
GO:0007259,P
GO:0009968,P
GO:0032355,P
GO:0032870,P
GO:0060396,P
GO:0060400,P
GO:0031466,C
GO:0007422,P
GO:0043652,P
GO:1903428,P
GO:0070182,F
GO:0016581,C
GO:0015204,F
GO:0015250,F
GO:0015254,F
GO:0006833,P
GO:0015793,P
GO:0009055,F
GO:0005740,C
GO:0045273,C
GO:0005001,F
GO:0008013,F
GO:0045294,F
GO:0045295,F
GO:0097677,F
GO:0007156,P
GO:0071354,P
GO:1904893,P
GO:0098592,C
GO:0032541,C
GO:0071763,P
GO:0050870,P
GO:0005905,C
GO:0031005,F
GO:0004860,F
GO:0046426,P
GO:0072540,P
GO:0010498,P
GO:0004129,F
GO:0004365,F
GO:0045821,P
GO:0061621,P
GO:0044183,F
GO:0071889,F
GO:0006457,P
GO:0045766,P
GO:0044571,P
GO:0099128,C
GO:0140575,F
GO:0140576,P
GO:0030507,F
GO:0047496,P
GO:0000776,C
GO:0005868,C
GO:0001223,F
GO:0030165,F
GO:0030291,F
GO:0097110,F
GO:0000281,P
GO:0032467,P
GO:0140150,C
GO:0008420,F
GO:0032399,F
GO:0008064,P
GO:0032452,F
GO:0005834,C
GO:0030036,P
GO:0035646,P
GO:0140916,P
GO:0015035,F
GO:0016532,F
GO:0045041,P
GO:1902694,C
GO:0008201,F
GO:0045236,F
GO:0048248,F
GO:0007189,P
GO:0051281,P
GO:0030505,P
GO:0004081,F
GO:0004528,F
GO:0034432,F
GO:0036219,F
GO:0036221,F
GO:0047429,F
GO:0047693,F
GO:0047710,F
GO:0106177,F
GO:0006220,P
GO:0009143,P
GO:0046034,P
GO:0009887,P
GO:0021915,P
GO:0032436,P
GO:0032880,P
GO:0034504,P
GO:0035567,P
GO:0043005,C
GO:1901798,P
GO:0045334,C
GO:0120316,P
GO:0031514,C
GO:0097729,C
GO:0140002,F
GO:0043923,P
GO:0000228,C
GO:0005216,F
GO:0015271,F
GO:0044548,F
GO:0071468,P
GO:0006888,P
GO:0006891,P
GO:0012507,C
GO:2000008,P
GO:0008092,F
GO:0019894,F
GO:0140662,F
GO:0000338,P
GO:0031175,P
GO:0045104,P
GO:0048489,P
GO:0048499,P
GO:0051584,P
GO:1900244,P
GO:0008021,C
GO:0006986,P
GO:0031985,C
GO:0006509,P
GO:0004175,F
GO:0007162,P
GO:0010820,P
GO:0034612,P
GO:0042117,P
GO:0042985,P
GO:0042987,P
GO:0046931,P
GO:0051089,P
GO:1903265,P
GO:0005798,C
GO:0097038,C
GO:0097060,C
GO:0097197,C
GO:0046930,C
GO:0015420,F
GO:0009235,P
GO:0015889,P
GO:0061676,F
GO:0010499,P
GO:0004364,F
GO:0004602,F
GO:0043295,F
GO:0050220,F
GO:0001516,P
GO:0140945,F
GO:0033148,P
GO:0043627,P
GO:0044666,C
GO:0005092,F
GO:0002043,P
GO:0006469,P
GO:0016477,P
GO:0032091,P
GO:0032148,P
GO:0035148,P
GO:0035924,P
GO:0043087,P
GO:0044344,P
GO:0045747,P
GO:0051895,P
GO:0070373,P
GO:0090051,P
GO:0090315,P
GO:0097746,P
GO:1900025,P
GO:0030488,P
GO:0008175,F
GO:0016428,F
GO:0006400,P
GO:0000166,F
GO:0140608,F
GO:0072432,P
GO:0043293,C
GO:0089720,F
GO:0140036,F
GO:0030490,P
GO:0039534,P
GO:0045089,P
GO:0070651,P
GO:0071359,P
GO:1990116,P
GO:1990786,P
GO:0022626,C
GO:0030688,C
GO:0008877,F
GO:0008934,F
GO:0047954,F
GO:0052832,F
GO:0052833,F
GO:0052834,F
GO:0010226,P
GO:0032206,P
GO:0004708,F
GO:0008545,F
GO:0051019,F
GO:0006970,P
GO:0007254,P
GO:0009408,P
GO:0038095,P
GO:0051403,P
GO:0090398,P
GO:0003986,F
GO:0016289,F
GO:0047617,F
GO:0052815,F
GO:0006637,P
GO:0006699,P
GO:0010561,P
GO:0033540,P
GO:0036109,P
GO:0043649,P
GO:0003881,F
GO:0010698,F
GO:0048487,F
GO:1903333,P
GO:0035246,P
GO:0002039,F
GO:0008168,F
GO:0008327,F
GO:0016274,F
GO:0035243,F
GO:0042054,F
GO:0043021,F
GO:0044020,F
GO:0140938,F
GO:0000387,P
GO:0006353,P
GO:0007088,P
GO:0042118,P
GO:0090161,P
GO:1904992,P
GO:0034709,C
GO:0031698,F
GO:0031799,F
GO:0031800,F
GO:0070851,F
GO:0099103,F
GO:0007097,P
GO:0008361,P
GO:0022612,P
GO:0030033,P
GO:0045199,P
GO:0045930,P
GO:0051898,P
GO:0097291,P
GO:2001244,P
GO:0016605,C
GO:0003720,F
GO:0003968,F
GO:0034061,F
GO:0042162,F
GO:0070034,F
GO:0098680,F
GO:0001172,P
GO:0006278,P
GO:0007004,P
GO:0022616,P
GO:0030177,P
GO:0030422,P
GO:0070200,P
GO:0071456,P
GO:0071897,P
GO:0090399,P
GO:0140745,P
GO:1902895,P
GO:1904751,P
GO:2000773,P
GO:2001240,P
GO:0000333,C
GO:0000783,C
GO:0005697,C
GO:0031379,C
GO:1990572,C
GO:0003824,F
GO:0004745,F
GO:0047023,F
GO:0047024,F
GO:0047044,F
GO:0006710,P
GO:0062175,P
GO:0035402,F
GO:0000077,P
GO:0006260,P
GO:0006281,P
GO:0010569,P
GO:0042770,P
GO:0044818,P
GO:0045787,P
GO:0045839,P
GO:0046602,P
GO:0070317,P
GO:0000794,C
GO:0036463,F
GO:0002357,P
GO:0034976,P
GO:0007214,P
GO:1902711,C
GO:0045931,P
GO:0110024,P
GO:0047341,F
GO:0006004,P
GO:0042350,P
GO:0008236,F
GO:0008240,F
GO:0035727,F
GO:0120146,F
GO:0006629,P
GO:0043171,P
GO:0045453,P
GO:0070198,P
GO:0031682,F
GO:0007212,P
GO:1902773,C
GO:0003711,F
GO:0044390,F
GO:0006397,P
GO:0034244,P
GO:0007057,P
GO:0008315,P
GO:0051298,P
GO:0051310,P
GO:0140483,F
GO:0000070,P
GO:0000278,P
GO:0008608,P
GO:0051315,P
GO:0090267,P
GO:0000775,C
GO:0000940,C
GO:0031262,C
GO:0005871,C
GO:0006930,P
GO:0005021,F
GO:0019838,F
GO:0001525,P
GO:0007411,P
GO:0014911,P
GO:0032489,P
GO:0035729,P
GO:0035767,P
GO:0038189,P
GO:0038190,P
GO:0048010,P
GO:0048012,P
GO:0051496,P
GO:0051894,P
GO:0060627,P
GO:1900026,P
GO:0002548,P
GO:0019221,P
GO:0045672,P
GO:0045780,P
GO:0140367,P
GO:0034361,C
GO:0034364,C
GO:0008467,F
GO:0006024,P
GO:0015012,P
GO:0008083,F
GO:0045662,P
GO:0046716,P
GO:0048632,P
GO:0061450,P
GO:0060478,P
GO:0071333,P
GO:0048786,C
GO:0034062,F
GO:0071667,F
GO:0006383,P
GO:0006384,P
GO:0006386,P
GO:0042797,P
GO:0005666,C
GO:1990081,F
GO:0007265,P
GO:0000164,C
GO:0017157,P
GO:0070554,C
GO:0003357,P
GO:0071542,P
GO:0004198,F
GO:0003823,F
GO:0140756,F
GO:0005839,C
GO:0019773,C
GO:1901800,P
GO:1902254,P
GO:0031435,F
GO:0070301,P
GO:2001234,P
GO:0008198,F
GO:0031406,F
GO:0031418,F
GO:0048244,F
GO:0006103,P
GO:0006720,P
GO:0097089,P
GO:0017168,F
GO:0045125,F
GO:0032024,P
GO:0032691,P
GO:0070542,P
GO:0071398,P
GO:0071466,P
GO:0002218,P
GO:0070269,P
GO:0140970,P
GO:1904270,P
GO:0061702,C
GO:0097169,C
GO:0005385,F
GO:0009636,P
GO:0071577,P
GO:0012506,C
GO:1902495,C
GO:0098531,F
GO:0047323,F
GO:0009083,P
GO:0045252,C
GO:0004464,F
GO:0006692,P
GO:0019370,P
GO:0000245,P
GO:0000375,P
GO:0097504,C
GO:0032797,C
GO:0034719,C
GO:2000045,P
GO:1902455,P
GO:1904948,P
GO:2000009,P
GO:0048023,P
GO:0005938,C
GO:0097016,F
GO:0008384,F
GO:1990459,F
GO:0002223,P
GO:0002479,P
GO:0007249,P
GO:0010803,P
GO:0018105,P
GO:0034121,P
GO:0034138,P
GO:0035666,P
GO:0070498,P
GO:0071356,P
GO:1900016,P
GO:1903140,P
GO:1903347,P
GO:0008385,C
GO:0008277,P
GO:0030150,P
GO:0061734,P
GO:0005744,C
GO:0004402,F
GO:0043997,F
GO:0061733,F
GO:0140218,F
GO:0006335,P
GO:0006475,P
GO:0051276,P
GO:0140375,F
GO:0002429,P
GO:0008037,P
GO:0045954,P
GO:0042296,F
GO:0061653,F
GO:0032020,P
GO:0036211,P
GO:0004385,F
GO:0001953,P
GO:0010839,P
GO:0061045,P
GO:0090288,P
GO:0005652,C
GO:0004630,F
GO:0006654,P
GO:0038096,P
GO:0038134,P
GO:0038135,P
GO:0038138,P
GO:0030297,F
GO:0009299,P
GO:0030216,P
GO:0042060,P
GO:0043616,P
GO:0045740,P
GO:0045860,P
GO:0048146,P
GO:0050680,P
GO:0051151,P
GO:0030669,C
GO:0045275,C
GO:0006091,P
GO:0140314,F
GO:0002027,P
GO:0005513,P
GO:0006874,P
GO:0006941,P
GO:0010649,P
GO:0010881,P
GO:0051258,P
GO:0060048,P
GO:0071313,P
GO:0014701,C
GO:0033018,C
GO:0034704,C
GO:0010324,P
GO:0010642,P
GO:0030948,P
GO:0043405,P
GO:0097013,C
GO:0033565,C
GO:0097421,P
GO:0140677,F
GO:0000086,P
GO:0007051,P
GO:0010389,P
GO:0045840,P
GO:0046605,P
GO:0061523,P
GO:0031616,C
GO:0097431,C
GO:0019209,F
GO:0070840,F
GO:0001921,P
GO:0007030,P
GO:0007416,P
GO:0009617,P
GO:0010977,P
GO:0044788,P
GO:0050862,P
GO:0090316,P
GO:1905503,P
GO:1990748,P
GO:0005773,C
GO:0097708,C
GO:0004857,F
GO:0019208,F
GO:0043086,P
GO:0072357,C
GO:0044539,P
GO:0004467,F
GO:0005324,F
GO:0031957,F
GO:0050197,F
GO:0070251,F
GO:0001676,P
GO:0006635,P
GO:0046949,P
GO:0006898,P
GO:0034067,P
GO:0072318,P
GO:1905443,P
GO:0042978,F
GO:1902269,P
GO:0006611,P
GO:0005049,F
GO:0000054,P
GO:0000055,P
GO:0000056,P
GO:0006913,P
GO:0032434,P
GO:0042254,P
GO:0005642,C
GO:1990904,C
GO:0035562,P
GO:0008094,F
GO:0005388,F
GO:0006816,P
GO:0008637,P
GO:0031448,P
GO:0032470,P
GO:0032471,P
GO:0051561,P
GO:0051659,P
GO:0070509,P
GO:1903779,P
GO:0031095,C
GO:0000285,F
GO:0016308,F
GO:0052742,F
GO:0052810,F
GO:0051896,P
GO:0001931,C
GO:0007269,P
GO:0032228,P
GO:0022011,P
GO:0035025,P
GO:2000291,P
GO:0016192,P
GO:0008091,C
GO:0006893,P
GO:0021762,P
GO:1990390,P
GO:0030215,F
GO:0021828,P
GO:0071526,P
GO:0042800,F
GO:1902036,P
GO:1902275,P
GO:0048188,C
GO:0071558,F
GO:0004438,F
GO:0004439,F
GO:0034485,F
GO:0034596,F
GO:0043813,F
GO:0052629,F
GO:0046488,P
GO:0048488,P
GO:0008307,F
GO:0017166,F
GO:0005882,C
GO:0043034,C
GO:0045111,C
GO:0060053,C
GO:1905762,F
GO:0016601,P
GO:0003777,F
GO:0008574,F
GO:0007100,P
GO:0008089,P
GO:0036372,P
GO:0042073,P
GO:0072383,P
GO:0005873,C
GO:0016939,C
GO:0006177,P
GO:0006189,P
GO:0044208,P
GO:0097294,P
GO:0004642,F
GO:0009168,P
GO:0010573,P
GO:0016485,P
GO:0030199,P
GO:0097435,P
GO:1900748,P
GO:0051011,F
GO:0070201,P
GO:0019888,F
GO:0008287,C
GO:0004526,F
GO:0097745,P
GO:0030678,C
GO:0034713,F
GO:0070411,F
GO:0070697,F
GO:0140416,F
GO:0010719,P
GO:0030512,P
GO:0030514,P
GO:0031503,P
GO:0032926,P
GO:0032984,P
GO:0034333,P
GO:0034616,P
GO:0060392,P
GO:0060395,P
GO:1904886,P
GO:2000049,P
GO:0038061,P
GO:0071044,P
GO:0120020,F
GO:0009101,P
GO:0030301,P
GO:0031579,P
GO:0032365,P
GO:0032367,P
GO:0033344,P
GO:0042632,P
GO:0090120,P
GO:0090150,P
GO:0098574,C
GO:0035136,P
GO:0003272,P
GO:0008595,P
GO:0030539,P
GO:0030540,P
GO:0030879,P
GO:0032275,P
GO:0046884,P
GO:0048332,P
GO:0060317,P
GO:0060931,P
GO:1905072,P
GO:2000137,P
GO:0003841,F
GO:0001961,P
GO:0042284,F
GO:0050251,F
GO:0006686,P
GO:0006688,P
GO:0043217,P
GO:0046513,P
GO:0098554,C
GO:0010467,P
GO:0043537,P
GO:0048014,P
GO:0050820,P
GO:0050928,P
GO:0015031,P
GO:0055038,C
GO:0160041,F
GO:0005885,C
GO:0010592,P
GO:0070358,P
GO:0004713,F
GO:0007528,P
GO:0045211,C
GO:0008047,F
GO:0030330,P
GO:1901797,P
GO:0007398,P
GO:0006360,P
GO:0006362,P
GO:0005736,C
GO:0001618,F
GO:0004518,F
GO:0017124,F
GO:0017128,F
GO:0032791,F
GO:0042609,F
GO:0045340,F
GO:0010288,P
GO:0017121,P
GO:0035456,P
GO:0045071,P
GO:0050765,P
GO:0070782,P
GO:1905820,P
GO:2000373,P
GO:0034056,F
GO:0140118,F
GO:0030163,P
GO:0071391,P
GO:0120283,F
GO:0045732,P
GO:1904885,P
GO:0030877,C
GO:0003707,F
GO:0060612,P
GO:0003007,P
GO:0007498,P
GO:0060379,P
GO:0044615,C
GO:0070390,C
GO:0005003,F
GO:0006879,P
GO:0034341,P
GO:0043011,P
GO:0070842,P
GO:1901990,P
GO:0016235,C
GO:0051131,P
GO:1905907,P
GO:0016272,C
GO:0006749,P
GO:0019957,F
GO:0019958,F
GO:0070100,P
GO:0001671,F
GO:0016287,F
GO:0004502,F
GO:0016174,F
GO:0006569,P
GO:0019674,P
GO:0034446,P
GO:0048705,P
GO:0043259,C
GO:0043260,C
GO:1990339,C
GO:1990340,C
GO:0005201,F
GO:0017151,F
GO:1902280,P
GO:2000622,P
GO:0005681,C
GO:0071006,C
GO:0071007,C
GO:0071020,C
GO:0003735,F
GO:0005761,C
GO:0005763,C
GO:0051591,P
GO:1903749,P
GO:0005275,F
GO:0005277,F
GO:0005326,F
GO:0008504,F
GO:0015132,F
GO:0015179,F
GO:0015214,F
GO:0015234,F
GO:0015489,F
GO:0015651,F
GO:0061459,F
GO:0015732,P
GO:0015837,P
GO:0015847,P
GO:0015870,P
GO:0042908,P
GO:0051608,P
GO:0051610,P
GO:0051615,P
GO:0051620,P
GO:0071934,P
GO:0072530,P
GO:0089718,P
GO:0090494,P
GO:0097638,P
GO:0140115,P
GO:1902475,P
GO:0015697,P
GO:0015888,P
GO:0010880,P
GO:0035437,P
GO:0038024,F
GO:0097020,F
GO:0032368,P
GO:0030134,C
GO:0005793,C
GO:0031731,F
GO:0031640,P
GO:0050832,P
GO:0061844,P
GO:0004707,F
GO:0034644,P
GO:0071347,P
GO:0072709,P
GO:0072740,P
GO:1903936,P
GO:0007026,P
GO:1904504,P
GO:0004758,F
GO:0006665,P
GO:0046512,P
GO:0017059,C
GO:0031432,F
GO:0051373,F
GO:0070080,F
GO:0003300,P
GO:0007512,P
GO:0014898,P
GO:0030240,P
GO:0030241,P
GO:0035994,P
GO:0035995,P
GO:0045214,P
GO:0048769,P
GO:0050982,P
GO:0055003,P
GO:0055008,P
GO:0055013,P
GO:1990733,C
GO:0003684,F
GO:0005547,F
GO:0008375,F
GO:0097363,F
GO:0006110,P
GO:0007584,P
GO:0031397,P
GO:0032868,P
GO:0035020,P
GO:0045862,P
GO:0046626,P
GO:0060544,P
GO:0160076,P
GO:1904263,P
GO:0000123,C
GO:0017122,C
GO:0044545,C
GO:0016165,F
GO:0050473,F
GO:0010744,P
GO:0045926,P
GO:0071926,P
GO:1901696,P
GO:2001303,P
GO:0009314,P
GO:0035970,P
GO:0045814,P
GO:0060260,P
GO:0007216,P
GO:0009584,P
GO:1905665,P
GO:0005175,F
GO:0004615,F
GO:0009298,P
GO:0003697,F
GO:0006310,P
GO:0007131,P
GO:0005657,C
GO:0033063,C
GO:0006359,P
GO:0016316,F
GO:0017161,F
GO:0052828,F
GO:0043647,P
GO:0046961,F
GO:1902600,P
GO:0035372,P
GO:0008301,F
GO:0010468,P
GO:0060044,P
GO:0097371,F
GO:0006298,P
GO:0008630,P
GO:0042771,P
GO:1901248,P
GO:0008544,P
GO:0030858,P
GO:0008188,F
GO:0008528,F
GO:0031072,F
GO:0036505,F
GO:0042277,F
GO:0042923,F
GO:0001958,P
GO:0098808,F
GO:0001732,P
GO:0075525,P
GO:0006446,P
GO:0008028,F
GO:0015718,P
GO:0010832,P
GO:0001222,F
GO:0004407,F
GO:0030332,F
GO:0033558,F
GO:0042826,F
GO:0051059,F
GO:0140229,F
GO:0141221,F
GO:0160008,F
GO:0160009,F
GO:0160010,F
GO:0160216,F
GO:0006325,P
GO:0006476,P
GO:0032008,P
GO:0042307,P
GO:0051225,P
GO:0060633,P
GO:0071498,P
GO:0140861,P
GO:0160020,P
GO:0000176,C
GO:0032092,P
GO:1904749,P
GO:1905323,P
GO:0004084,F
GO:0052654,F
GO:0052655,F
GO:0052656,F
GO:0009082,P
GO:0101003,C
GO:0032133,C
GO:1990713,C
GO:0016540,P
GO:0098670,P
GO:0007158,P
GO:0004970,F
GO:0004972,F
GO:0022849,F
GO:0097553,P
GO:0098655,P
GO:0017146,C
GO:0001916,P
GO:0051640,P
GO:0070925,P
GO:0098876,P
GO:1902685,P
GO:0021757,P
GO:0021758,P
GO:0021987,P
GO:0062072,F
GO:0140463,F
GO:0071168,P
GO:0141005,P
GO:0015650,F
GO:0050833,F
GO:0035873,P
GO:1901475,P
GO:0005375,F
GO:0015080,F
GO:0015677,P
GO:0015679,P
GO:0030001,P
GO:0036324,P
GO:1902601,P
GO:0030659,C
GO:0008559,F
GO:0015164,F
GO:0015431,F
GO:0015432,F
GO:0042626,F
GO:0071714,F
GO:0140359,F
GO:0006855,P
GO:0015721,P
GO:0071716,P
GO:0032310,P
GO:0001409,F
GO:0015216,F
GO:0034634,F
GO:1905948,F
GO:0002576,P
GO:0070730,P
GO:0015232,F
GO:0015865,P
GO:0034775,P
GO:0035351,P
GO:0070731,P
GO:0098838,P
GO:1901264,P
GO:0031735,F
GO:0006361,P
GO:0009303,P
GO:0000120,C
GO:0043330,P
GO:0003725,F
GO:0090594,P
GO:0097527,P
GO:0036020,C
GO:1990391,C
GO:0004656,F
GO:0003828,F
GO:0008373,F
GO:0042056,F
GO:0007154,P
GO:0008466,F
GO:0005978,P
GO:0141193,P
GO:0051977,P
GO:0003847,F
GO:0004623,F
GO:0006658,P
GO:0010884,P
GO:0023019,P
GO:0032308,P
GO:0034374,P
GO:0034638,P
GO:0043030,P
GO:0046337,P
GO:0046470,P
GO:0046471,P
GO:0046473,P
GO:0062234,P
GO:0019706,F
GO:0160321,F
GO:0008142,F
GO:0006695,P
GO:0032933,P
GO:0036315,P
GO:0036316,P
GO:0045541,P
GO:1901303,P
GO:0032937,C
GO:0005665,C
GO:0006473,P
GO:0009648,P
GO:0071479,P
GO:2001237,P
GO:0008303,C
GO:0031264,C
GO:0097342,C
GO:0008543,P
GO:0050677,P
GO:0050918,P
GO:0060428,P
GO:0060447,P
GO:0005104,F
GO:0005111,F
GO:0001656,P
GO:0001823,P
GO:0007431,P
GO:0010634,P
GO:0032781,P
GO:0032808,P
GO:0046579,P
GO:0046877,P
GO:0048754,P
GO:0050671,P
GO:0050673,P
GO:0050674,P
GO:0050679,P
GO:0050731,P
GO:0051549,P
GO:0060430,P
GO:0061033,P
GO:0070075,P
GO:0071338,P
GO:0045591,P
GO:0006289,P
GO:1901291,P
GO:0004519,F
GO:0008534,F
GO:0032357,F
GO:0034039,F
GO:0006284,P
GO:0044029,P
GO:0045007,P
GO:0045008,P
GO:0004498,F
GO:0062185,F
GO:0006766,P
GO:0030500,P
GO:0033280,P
GO:0042359,P
GO:0055074,P
GO:0070314,P
GO:0070564,P
GO:1901755,P
GO:0004676,F
GO:0016004,F
GO:0043274,F
GO:0019722,P
GO:0032869,P
GO:0043122,P
GO:0043536,P
GO:0071364,P
GO:0097700,P
GO:0141124,P
GO:1903672,P
GO:1905564,P
GO:0120025,C
GO:0042288,F
GO:0042605,F
GO:0046978,F
GO:0046979,F
GO:0062061,F
GO:0002398,P
GO:0002502,P
GO:0098553,C
GO:0042824,C
GO:0061779,C
GO:0019900,F
GO:0009649,P
GO:0051260,P
GO:0071005,C
GO:0071018,C
GO:0006936,P
GO:0098632,F
GO:0003406,P
GO:0045217,P
GO:0070830,P
GO:0090559,P
GO:0150111,P
GO:2000186,P
GO:0043296,C
GO:0032651,P
GO:0071641,P
GO:0015269,F
GO:0022894,F
GO:0030322,P
GO:0044351,P
GO:1901381,P
GO:1905664,P
GO:0071008,C
GO:0008186,F
GO:0005689,C
GO:0071014,C
GO:0034499,P
GO:0004482,F
GO:0006370,P
GO:0031533,C
GO:0160130,C
GO:0070579,F
GO:0140777,F
GO:0032006,P
GO:2000003,P
GO:0031931,C
GO:0031932,C
GO:0110078,C
GO:0017154,F
GO:0051493,P
GO:0002116,C
GO:1903450,P
GO:0000183,P
GO:0042149,P
GO:0046015,P
GO:0072332,P
GO:0097009,P
GO:0033553,C
GO:0005677,C
GO:0061773,C
GO:0004862,F
GO:0034137,P
GO:0141163,P
GO:1900745,P
GO:0050421,F
GO:0006809,P
GO:1903958,C
GO:0006396,P
GO:0015030,C
GO:0046540,C
GO:0071001,C
GO:0071011,C
GO:0071016,C
GO:0097525,C
GO:0001574,P
GO:0006491,P
GO:0009100,P
GO:0009311,P
GO:0097503,P
GO:0001972,F
GO:0008401,F
GO:0016709,F
GO:0019825,F
GO:0062183,F
GO:0034653,P
GO:0042573,P
GO:0004617,F
GO:0006564,P
GO:0001932,P
GO:0072593,P
GO:0051497,P
GO:0043522,F
GO:0001959,P
GO:0140003,F
GO:0035098,C
GO:0042562,F
GO:0098691,C
GO:0097227,C
GO:0031105,C
GO:0015174,F
GO:0015190,F
GO:1903801,P
GO:0007492,P
GO:0016070,P
GO:0030520,P
GO:0004020,F
GO:0004781,F
GO:0000103,P
GO:0050428,P
GO:0042752,P
GO:1990000,P
GO:0042692,P
GO:0043517,P
GO:0019237,F
GO:0007094,P
GO:0007096,P
GO:0034501,P
GO:0051321,P
GO:0005828,C
GO:1990423,C
GO:0004657,F
GO:0016649,F
GO:0006562,P
GO:0019470,P
GO:1903376,P
GO:0004867,F
GO:0004555,F
GO:0005993,P
GO:0004709,F
GO:0106137,F
GO:0008378,F
GO:0008489,F
GO:0016266,P
GO:0045585,P
GO:0071013,C
GO:0022408,P
GO:2000146,P
GO:0004866,F
GO:0034235,F
GO:0016255,P
GO:0180046,P
GO:0042765,C
GO:0008140,F
GO:0006940,P
GO:0051893,P
GO:2000145,P
GO:0048495,F
GO:0050681,F
GO:2000060,P
GO:0001025,F
GO:0016197,P
GO:0098982,C
GO:0099634,C
GO:1902018,P
GO:0004016,F
GO:0005080,F
GO:0003091,P
GO:0006171,P
GO:0007191,P
GO:0007192,P
GO:0071377,P
GO:0071870,P
GO:1904322,P
GO:0000184,P
GO:0003785,F
GO:0000828,F
GO:0000829,F
GO:0033857,F
GO:0052723,F
GO:0015265,F
GO:0140070,F
GO:0071918,P
GO:7770019,P
GO:7770020,P
GO:0008349,F
GO:1990450,F
GO:0000165,P
GO:0002726,P
GO:0007252,P
GO:0032743,P
GO:0035872,P
GO:0038172,P
GO:0038173,P
GO:0043408,P
GO:0043507,P
GO:0140672,C
GO:1902554,C
GO:0001936,P
GO:1903670,P
GO:0009266,P
GO:2000546,P
GO:0005113,F
GO:0007224,P
GO:2000774,P
GO:0017101,C
GO:0030274,F
GO:0070427,P
GO:0071225,P
GO:0034260,P
GO:0071277,P
GO:0022008,P
GO:0000244,P
GO:0015036,F
GO:0032977,F
GO:0045050,P
GO:0072546,C
GO:0005518,F
GO:1904315,F
GO:0007215,P
GO:0099538,P
GO:1900454,P
GO:0098839,C
GO:0043812,F
GO:0052658,F
GO:0052866,F
GO:0102091,F
GO:0031161,P
GO:0046856,P
GO:1902634,P
GO:1904980,P
GO:0017134,F
GO:0010507,P
GO:0000339,F
GO:0016281,C
GO:0048703,P
GO:0060017,P
GO:0016018,F
GO:0004558,F
GO:0004574,F
GO:0000025,P
GO:0005983,P
GO:1901027,P
GO:0140537,F
GO:0030968,P
GO:0031293,P
GO:0036500,P
GO:0045540,P
GO:0045542,P
GO:0070977,P
GO:0008757,F
GO:0046974,F
GO:0140258,F
GO:0140947,F
GO:0140949,F
GO:0031507,P
GO:0031508,P
GO:0044725,P
GO:0070828,P
GO:0000792,C
GO:0005721,C
GO:1990948,F
GO:0034605,P
GO:0035458,P
GO:0035694,P
GO:0071300,P
GO:0071363,P
GO:0097194,P
GO:1900119,P
GO:2001241,P
GO:1990841,F
GO:0007500,P
GO:0032717,P
GO:0034115,P
GO:0035166,P
GO:0045429,P
GO:0046985,P
GO:0060761,P
GO:0071499,P
GO:1904998,P
GO:2000134,P
GO:2000342,P
GO:0098654,C
GO:0004032,F
GO:0019119,F
GO:0006081,P
GO:0044597,P
GO:0044598,P
GO:0042805,F
GO:0045494,P
GO:0060042,P
GO:0060219,P
GO:0072112,P
GO:0072139,P
GO:2000768,P
GO:0042622,C
GO:1904778,P
GO:0008332,F
GO:0008821,F
GO:0033065,C
GO:0031669,P
GO:0061462,P
GO:1900182,P
GO:0071986,C
GO:1990877,C
GO:0008532,F
GO:0030311,P
GO:0015020,F
GO:0018146,P
GO:0043542,P
GO:2001238,P
GO:0015108,F
GO:0015111,F
GO:0015116,F
GO:0140900,F
GO:0015698,P
GO:0015705,P
GO:1902358,P
GO:0005522,F
GO:0008093,F
GO:0090554,F
GO:0090556,F
GO:0140326,F
GO:0140345,F
GO:0032534,P
GO:0045176,P
GO:0045332,P
GO:2001225,P
GO:1990531,C
GO:0071385,P
GO:1902237,P
GO:1903896,P
GO:2000271,P
GO:0097136,C
GO:0045648,P
GO:0034246,F
GO:0006417,P
GO:0043525,P
GO:0022843,F
GO:0030506,F
GO:0016232,F
GO:0008209,P
GO:0008210,P
GO:0070410,F
GO:0070698,F
GO:0003180,P
GO:0007352,P
GO:0031589,P
GO:0034125,P
GO:0045444,P
GO:0000722,P
GO:0010824,P
GO:0090656,P
GO:0090657,P
GO:0090737,P
GO:0042148,P
GO:0003810,F
GO:0016010,C
GO:0016012,C
GO:0043027,F
GO:0002947,C
GO:0140368,C
GO:0030159,F
GO:0050863,P
GO:0051301,P
GO:0008432,F
GO:0004089,F
GO:0055064,P
GO:0051018,F
GO:0008104,P
GO:0001731,P
GO:0002188,P
GO:0032790,P
GO:0070992,C
GO:0006409,P
GO:1900747,P
GO:0070694,F
GO:0006195,P
GO:0009159,P
GO:0043174,P
GO:0001764,P
GO:0004966,F
GO:0017046,F
GO:0007188,P
GO:0007611,P
GO:0007631,P
GO:0090663,P
GO:0040037,P
GO:0016499,F
GO:0051480,P
GO:0030008,C
GO:0033629,P
GO:0001837,P
GO:0003198,P
