gene_symbol,total_submissions,total_alleles,pathogenic_likely_pathogenic_alleles,uncertain_alleles,conflict_alleles,yield_bin
LOC130068736,91,87,,2.0,0.0,none
LOC130068737,91,87,,2.0,0.0,none
LOC130068738,99,92,,2.0,0.0,none
LOC130068739,94,90,,2.0,0.0,none
LOC130068740,91,87,,2.0,0.0,none
LOC130068741,92,88,,2.0,0.0,none
LOC130068742,92,88,,2.0,0.0,none
LOC130068743,92,88,,2.0,0.0,none
LOC130068744,93,88,,,,none
LOC130068745,89,85,,,,none
LOC130068746,152,121,,25.0,0.0,none
LOC130068747,129,119,,19.0,0.0,none
LOC130068748,102,98,,10.0,0.0,none
LOC130068749,92,88,,2.0,0.0,none
LOC130068750,90,86,,,,none
LOC130068751,90,86,,,,none
LOC130068752,90,86,,,,none
LOC130068753,92,88,,,,none
LOC130068754,91,87,,,,none
LOC130068755,91,87,,,,none
LOC130068756,91,87,,,,none
LOC130068757,91,87,,,,none
LOC130068758,91,87,,,,none
LOC130068759,91,87,,,,none
LOC130068760,104,91,,1.0,0.0,none
LOC130068761,91,87,,,,none
LOC130068762,91,87,,,,none
LOC130068763,91,87,,,,none
LOC130068764,91,87,,,,none
LOC130068765,91,87,,,,none
LOC130068766,92,88,,,,none
LOC130068767,94,90,,,,none
LOC130068768,98,94,,2.0,0.0,none
LOC130068769,100,96,,3.0,0.0,none
LOC130068770,100,96,,3.0,0.0,none
LOC130068771,100,96,,3.0,0.0,none
LOC130068772,100,96,,3.0,0.0,none
LOC130068773,101,97,,4.0,0.0,none
LOC130068774,107,103,,3.0,0.0,none
LOC130068775,107,103,,3.0,0.0,none
LOC130068776,106,102,,2.0,0.0,none
LOC130068777,108,104,,3.0,0.0,none
LOC130068778,111,107,,4.0,0.0,none
LOC130068779,111,107,,4.0,0.0,none
LOC130068780,111,107,,4.0,0.0,none
LOC130068781,195,174,21.0,15.0,0.0,21-100
LOC130068782,116,112,,7.0,0.0,none
LOC130068783,116,112,,7.0,0.0,none
LOC130068784,116,112,,7.0,0.0,none
LOC130068785,130,114,,7.0,0.0,none
LOC130068786,118,114,,6.0,0.0,none
LOC130068787,122,117,,6.0,0.0,none
LOC130068788,111,107,,5.0,0.0,none
LOC130068789,111,107,,5.0,0.0,none
LOC130068790,111,107,,5.0,0.0,none
LOC130068791,111,107,,5.0,0.0,none
LOC130068792,109,105,,4.0,0.0,none
LOC130068793,109,105,,4.0,0.0,none
LOC130068794,109,105,,4.0,0.0,none
LOC130068795,109,105,,4.0,0.0,none
LOC130068796,111,107,1.0,2.0,0.0,1-5
LOC130068797,106,102,,2.0,0.0,none
LOC130068798,107,103,,3.0,0.0,none
LOC130068799,105,101,,2.0,0.0,none
LOC130068800,107,102,,2.0,0.0,none
LOC130068801,105,101,,2.0,0.0,none
LOC130068802,105,101,,2.0,0.0,none
LOC130068803,104,100,,1.0,0.0,none
LOC130068804,103,99,,,,none
LOC130068805,107,103,,3.0,0.0,none
LOC130068806,103,99,,,,none
LOC130068807,105,100,,,,none
LOC130068808,103,99,,,,none
LOC130068809,103,99,,,,none
LOC130068810,103,99,,,,none
LOC130068811,108,104,,4.0,0.0,none
LOC130068812,107,103,,4.0,0.0,none
LOC130068813,106,102,,3.0,0.0,none
LOC130068814,106,102,,3.0,0.0,none
LOC130068815,106,102,,3.0,0.0,none
LOC130068816,106,102,,3.0,0.0,none
LOC130068817,107,103,,,,none
LOC130068818,107,103,,,,none
LOC130068819,109,105,,1.0,0.0,none
LOC130068820,109,105,,1.0,0.0,none
LOC130068821,111,106,,1.0,0.0,none
LOC130068822,111,106,,1.0,0.0,none
LOC130068823,117,111,,1.0,0.0,none
LOC130068824,115,109,,1.0,0.0,none
LOC130068825,131,125,,4.0,0.0,none
LOC130068826,114,109,,1.0,0.0,none
LOC130068827,114,109,,1.0,0.0,none
LOC130068828,114,109,,1.0,0.0,none
LOC130068829,115,110,,1.0,0.0,none
LOC130068830,120,114,,1.0,0.0,none
LOC130068831,128,119,,2.0,0.0,none
LOC130068832,119,114,,1.0,0.0,none
LOC130068833,120,115,,1.0,0.0,none
LOC130068834,120,115,,1.0,0.0,none
LOC130068835,123,118,,1.0,0.0,none
LOC130068836,129,124,,1.0,0.0,none
LOC130068837,130,125,,1.0,0.0,none
LOC130068838,135,130,,4.0,0.0,none
LOC130068839,131,126,,2.0,0.0,none
LOC130068840,150,139,,6.0,0.0,none
LOC130068841,134,129,,1.0,0.0,none
LOC130068842,185,164,,7.0,0.0,none
LOC130068843,132,127,,,,none
LOC130068844,132,127,,,,none
LOC130068845,132,127,,,,none
LOC130068846,132,127,,,,none
LOC130068847,132,127,,,,none
LOC130068848,132,127,,,,none
LOC130068849,147,138,,3.0,0.0,none
LOC130068850,136,131,,,,none
LOC130068851,136,131,,,,none
LOC130068852,134,129,,1.0,0.0,none
LOC130068853,134,129,,1.0,0.0,none
LOC130068854,245,167,9.0,12.0,0.0,6-20
LOC130068855,124,119,,,,none
LOC130068856,125,120,,2.0,0.0,none
LOC130068857,126,121,,2.0,0.0,none
LOC130068858,125,120,,2.0,0.0,none
LOC130068859,125,120,,2.0,0.0,none
LOC130068860,124,119,,2.0,0.0,none
LOC130068861,124,119,,2.0,0.0,none
LOC130068862,124,119,,2.0,0.0,none
LOC130068863,124,119,,2.0,0.0,none
LOC130068864,125,120,,3.0,0.0,none
LOC130068865,120,115,,4.0,0.0,none
LOC130068866,120,115,,4.0,0.0,none
LOC130068867,200,145,,5.0,0.0,none
LOC130068868,119,114,,4.0,0.0,none
LOC130068869,208,176,6.0,29.0,0.0,6-20
LOC130068870,123,117,,4.0,0.0,none
LOC130068871,119,114,,4.0,0.0,none
LOC130068872,119,114,,4.0,0.0,none
LOC130068873,119,114,,4.0,0.0,none
LOC130068874,119,114,,4.0,0.0,none
LOC130068875,119,114,,4.0,0.0,none
LOC130068876,190,164,1.0,33.0,0.0,1-5
LOC130068877,119,114,,4.0,0.0,none
LOC130068878,119,114,,4.0,0.0,none
LOC130068879,124,118,,4.0,0.0,none
LOC130068880,120,115,,5.0,0.0,none
LOC130068881,122,117,,7.0,0.0,none
LOC130068882,111,106,,,,none
LOC130068883,110,105,,,,none
LOC130068884,111,106,,1.0,0.0,none
LOC130068885,110,105,,,,none
LOC130068886,130,110,,4.0,0.0,none
LOC130068887,111,106,,,,none
LOC130068888,113,108,,3.0,0.0,none
LOC130068889,113,108,,3.0,0.0,none
LOC130068890,113,108,,3.0,0.0,none
LOC130068891,125,120,,6.0,0.0,none
LOC130068892,125,120,,6.0,0.0,none
LOC130068893,124,119,,7.0,0.0,none
LOC130068894,129,124,1.0,11.0,0.0,1-5
LOC130068895,124,119,,8.0,0.0,none
LOC130068896,130,125,1.0,12.0,0.0,1-5
LOC130068897,124,119,,7.0,0.0,none
LOC130068898,108,103,,4.0,0.0,none
LOC130494219,48,48,,2.0,0.0,none
LOC130890646,5,5,,,,none
LOC130932201,4,4,,,,none
LOC131477896,7,7,1.0,,,1-5
LOC131520253,3,3,,,,none
LOC131696449,107,105,,68.0,0.0,none
LOC131768270,77,71,,61.0,0.0,none
LOC131998583,1,1,,,,none
LOC131998584,1,1,,,,none
LOC131998585,1,1,,,,none
LOC131998586,1,1,,,,none
LOC131998587,1,1,,,,none
LOC131998588,1,1,,,,none
LOC131998589,1,1,,,,none
LOC131998590,1,1,,,,none
LOC131998591,1,1,,,,none
LOC132088596,9,9,,1.0,0.0,none
LOC132088597,9,9,,,,none
LOC132088598,10,10,,,,none
LOC132088599,11,11,,2.0,0.0,none
LOC132088600,11,11,,2.0,0.0,none
LOC132088601,6,6,,1.0,0.0,none
LOC132088602,6,6,,1.0,0.0,none
LOC132088603,11,11,,3.0,0.0,none
LOC132088604,7,7,,1.0,0.0,none
LOC132088605,68,66,,4.0,0.0,none
LOC132088606,5,5,,1.0,0.0,none
LOC132088607,5,5,,1.0,0.0,none
LOC132088608,5,5,,1.0,0.0,none
LOC132088609,4,4,,1.0,0.0,none
LOC132088610,4,4,,1.0,0.0,none
LOC132088611,4,4,,1.0,0.0,none
LOC132088612,4,4,,1.0,0.0,none
LOC132088613,4,4,,1.0,0.0,none
LOC132088614,4,4,,1.0,0.0,none
LOC132088615,4,4,,1.0,0.0,none
LOC132088616,4,4,,,,none
LOC132088617,5,5,,,,none
LOC132088618,5,5,,,,none
LOC132088619,6,6,,,,none
LOC132088620,6,6,,,,none
LOC132088621,6,6,,,,none
LOC132088622,6,6,,,,none
LOC132088623,6,6,,,,none
LOC132088624,22,22,,2.0,0.0,none
LOC132088625,19,19,,1.0,0.0,none
LOC132088626,18,18,,1.0,0.0,none
LOC132088627,6,6,,,,none
LOC132088628,6,6,,,,none
LOC132088629,7,7,,,,none
LOC132088630,7,7,,,,none
LOC132088631,7,7,,,,none
LOC132088632,6,6,,,,none
LOC132088633,6,6,,,,none
LOC132088634,6,6,,,,none
LOC132088635,6,6,,,,none
LOC132088636,6,6,,,,none
LOC132088637,6,6,,,,none
LOC132088638,6,6,,,,none
LOC132088639,6,6,,,,none
LOC132088640,7,7,,1.0,0.0,none
LOC132088641,7,7,,1.0,0.0,none
LOC132088642,19,19,,2.0,0.0,none
LOC132088643,19,19,,2.0,0.0,none
LOC132088644,7,7,,1.0,0.0,none
LOC132088645,19,19,,2.0,0.0,none
LOC132088646,6,6,,,,none
LOC132088647,12,12,,2.0,0.0,none
LOC132088648,16,16,,3.0,0.0,none
LOC132088649,15,15,,2.0,0.0,none
LOC132088650,15,15,,2.0,0.0,none
LOC132088651,15,15,,2.0,0.0,none
LOC132088652,15,15,,2.0,0.0,none
LOC132088653,15,15,,2.0,0.0,none
LOC132088654,12,12,,,,none
LOC132088655,5,5,,,,none
LOC132088656,11,11,,,,none
LOC132088657,11,11,,,,none
LOC132088658,13,13,,,,none
LOC132088659,10,10,,1.0,0.0,none
LOC132088660,10,10,,1.0,0.0,none
LOC132088661,10,10,,1.0,0.0,none
LOC132088662,10,10,,1.0,0.0,none
LOC132088663,10,10,,1.0,0.0,none
LOC132088664,10,10,,1.0,0.0,none
LOC132088665,5,5,,3.0,0.0,none
LOC132088666,10,10,,,,none
LOC132088667,16,16,,2.0,0.0,none
LOC132088668,3,3,,1.0,0.0,none
LOC132088669,3,3,,1.0,0.0,none
LOC132088670,14,14,,1.0,0.0,none
LOC132088671,15,15,,1.0,0.0,none
LOC132088672,6,6,,,,none
LOC132088673,16,16,,2.0,0.0,none
LOC132088674,14,14,,,,none
LOC132088675,6,6,,,,none
LOC132088676,19,17,,,,none
LOC132088677,16,16,,,,none
LOC132088678,16,16,,,,none
LOC132088679,16,16,,,,none
LOC132088680,16,16,,,,none
LOC132088681,16,16,,,,none
LOC132088682,7,7,,,,none
LOC132088683,16,16,,1.0,0.0,none
LOC132088684,18,18,,2.0,0.0,none
LOC132088685,32,32,,2.0,0.0,none
LOC132088686,32,32,,2.0,0.0,none
LOC132088687,65,65,,6.0,0.0,none
LOC132088688,64,64,,6.0,0.0,none
LOC132088689,64,64,,6.0,0.0,none
LOC132088690,64,64,,7.0,0.0,none
LOC132088691,15,14,,7.0,0.0,none
LOC132088692,12,11,,4.0,0.0,none
LOC132088693,12,11,,4.0,0.0,none
LOC132088694,61,61,,6.0,0.0,none
LOC132088695,7,6,,,,none
LOC132088696,13,9,,1.0,0.0,none
LOC132088697,4,4,,,,none
LOC132088698,4,4,,,,none
LOC132088699,4,4,,,,none
LOC132088700,3,3,,,,none
LOC132088701,3,3,,,,none
LOC132088702,3,3,,,,none
LOC132088703,3,3,,,,none
LOC132088704,53,53,,5.0,0.0,none
LOC132088705,7,7,,,,none
LOC132088706,5,5,,2.0,0.0,none
LOC132088707,58,58,,8.0,0.0,none
LOC132088708,48,48,,4.0,0.0,none
LOC132088709,7,7,,,,none
LOC132088710,2,2,,,,none
LOC132088711,2,2,,,,none
LOC132088712,4,4,,,,none
LOC132088713,4,4,,,,none
LOC132088714,4,4,,,,none
LOC132088715,4,4,,,,none
LOC132088716,4,4,,,,none
LOC132088717,4,4,,,,none
LOC132088718,7,7,,,,none
LOC132088719,6,6,,,,none
LOC132088720,39,39,,1.0,0.0,none
LOC132088721,4,4,,1.0,0.0,none
LOC132088722,4,4,,1.0,0.0,none
LOC132088723,1,1,,,,none
LOC132088724,1,1,,,,none
LOC132088725,1,1,,,,none
LOC132088726,1,1,,,,none
LOC132088727,1,1,,,,none
LOC132088728,5,5,,,,none
LOC132088729,5,5,,,,none
LOC132088730,5,5,,,,none
LOC132088731,5,5,,,,none
LOC132088732,5,5,,,,none
LOC132088733,5,5,,,,none
LOC132088734,6,6,,1.0,0.0,none
LOC132088735,6,6,,1.0,0.0,none
LOC132088736,3,3,,1.0,0.0,none
LOC132088737,2,2,,,,none
LOC132088738,3,3,,,,none
LOC132088739,4,4,,,,none
LOC132088740,4,4,,,,none
LOC132088741,4,4,,,,none
LOC132088742,4,4,,,,none
LOC132088743,2,2,,,,none
LOC132088744,9,9,,1.0,0.0,none
LOC132088745,3,3,,1.0,0.0,none
LOC132088746,19,19,,2.0,0.0,none
LOC132088747,1,1,,,,none
LOC132088748,9,9,,1.0,0.0,none
LOC132088749,9,9,,1.0,0.0,none
LOC132088750,9,9,,2.0,0.0,none
LOC132088751,5,5,,,,none
LOC132088752,2,2,,,,none
LOC132088753,2,2,,,,none
LOC132088754,16,16,,2.0,0.0,none
LOC132088755,16,16,,2.0,0.0,none
LOC132088756,17,17,,2.0,0.0,none
LOC132088757,17,17,,2.0,0.0,none
LOC132088758,6,6,,,,none
LOC132088759,8,8,,1.0,0.0,none
LOC132088760,7,7,,1.0,0.0,none
LOC132088761,8,8,,,,none
LOC132088762,8,8,,1.0,0.0,none
LOC132088763,30,17,,8.0,0.0,none
LOC132088764,8,8,,1.0,0.0,none
LOC132088765,8,8,,1.0,0.0,none
LOC132088766,8,8,,1.0,0.0,none
LOC132088767,6,6,,,,none
LOC132088768,5,5,,,,none
LOC132088769,6,6,,1.0,0.0,none
LOC132088770,4,4,,,,none
LOC132088771,4,4,,,,none
LOC132088772,5,5,,,,none
LOC132088773,5,5,,,,none
LOC132088774,5,5,,,,none
LOC132088775,5,5,,,,none
LOC132088776,5,5,,,,none
LOC132088777,5,5,,,,none
LOC132088778,5,5,,,,none
LOC132088779,5,5,,,,none
LOC132088780,5,5,,,,none
LOC132088781,5,5,,,,none
LOC132088782,5,5,,,,none
LOC132088783,4,4,,,,none
LOC132088784,4,4,,,,none
LOC132088785,4,4,,,,none
LOC132088786,4,4,,,,none
LOC132088787,4,4,,,,none
LOC132088788,4,4,,,,none
LOC132088789,4,4,,,,none
LOC132088790,4,4,,,,none
LOC132088791,4,4,,,,none
LOC132088792,3,3,,,,none
LOC132088793,3,3,,,,none
LOC132088794,17,16,,6.0,0.0,none
LOC132088795,8,8,,1.0,0.0,none
LOC132088796,8,8,,1.0,0.0,none
LOC132088797,8,8,,1.0,0.0,none
LOC132088798,8,8,,1.0,0.0,none
LOC132088799,8,8,,1.0,0.0,none
LOC132088800,8,8,,1.0,0.0,none
LOC132088801,8,8,,1.0,0.0,none
LOC132088802,8,8,,,,none
LOC132088803,8,8,,,,none
LOC132088804,12,12,,1.0,0.0,none
LOC132088805,11,11,,,,none
LOC132088806,11,11,,,,none
LOC132088807,11,11,,,,none
LOC132088808,11,11,,,,none
LOC132088809,11,11,,,,none
LOC132088810,11,11,,,,none
LOC132088811,13,13,,1.0,0.0,none
LOC132088812,11,11,,,,none
LOC132088813,11,11,,,,none
LOC132088814,11,11,,,,none
LOC132088815,11,11,,,,none
LOC132088816,6,6,,,,none
LOC132088817,6,6,,,,none
LOC132088818,6,6,,,,none
LOC132088819,6,6,,,,none
LOC132088820,6,6,,,,none
LOC132088821,10,10,,1.0,0.0,none
LOC132088822,8,8,,,,none
LOC132088823,11,11,,,,none
LOC132088824,24,24,,1.0,0.0,none
LOC132088825,37,37,,1.0,0.0,none
LOC132088826,37,37,,1.0,0.0,none
LOC132088827,37,37,,1.0,0.0,none
LOC132088828,38,38,,1.0,0.0,none
LOC132088829,39,39,,1.0,0.0,none
LOC132088830,39,39,,1.0,0.0,none
LOC132088831,39,39,,1.0,0.0,none
LOC132088832,38,38,,,,none
LOC132088833,46,46,,1.0,0.0,none
LOC132088834,46,46,,1.0,0.0,none
LOC132088835,63,61,,15.0,0.0,none
LOC132088836,52,52,,6.0,0.0,none
LOC132088837,49,49,,5.0,0.0,none
LOC132088838,9,9,,2.0,0.0,none
LOC132088839,19,19,,4.0,0.0,none
LOC132088840,12,11,,1.0,0.0,none
LOC132088841,17,17,,4.0,0.0,none
LOC132088842,17,17,,4.0,0.0,none
LOC132088843,17,17,,4.0,0.0,none
LOC132088844,15,15,,2.0,0.0,none
LOC132088845,4,4,,,,none
LOC132088846,35,35,,8.0,0.0,none
LOC132088847,5,5,,1.0,0.0,none
LOC132088848,10,5,,,,none
LOC132088849,12,12,,1.0,0.0,none
LOC132088850,5,5,,2.0,0.0,none
LOC132088851,5,5,,2.0,0.0,none
LOC132088852,4,4,,,,none
LOC132088853,4,4,,,,none
LOC132088854,4,4,,,,none
LOC132088855,7,7,,4.0,0.0,none
LOC132088856,4,4,,,,none
LOC132088857,7,7,,1.0,0.0,none
LOC132088858,9,9,,1.0,0.0,none
LOC132088859,18,18,,1.0,0.0,none
LOC132088860,14,14,,,,none
LOC132088861,15,15,,,,none
LOC132088862,15,15,,,,none
LOC132088863,9,8,,1.0,0.0,none
LOC132088864,8,8,,3.0,0.0,none
LOC132088865,7,7,,1.0,0.0,none
LOC132088866,10,10,,3.0,0.0,none
LOC132088867,9,9,,,,none
LOC132088868,9,9,,,,none
LOC132088869,10,10,,,,none
LOC132088870,9,9,,1.0,0.0,none
LOC132088871,9,9,,,,none
LOC132088872,9,9,,,,none
LOC132088873,7,7,,2.0,0.0,none
LOC132088874,5,5,,1.0,0.0,none
LOC132088875,3,3,,,,none
LOC132088876,3,3,,,,none
LOC132088877,5,5,,,,none
LOC132088878,6,6,,,,none
LOC132088879,6,6,,,,none
LOC132088880,10,10,,,,none
LOC132088881,8,8,,,,none
LOC132088882,11,11,,,,none
LOC132088883,10,10,,2.0,0.0,none
LOC132088884,10,10,,2.0,0.0,none
LOC132088885,10,10,,2.0,0.0,none
LOC132088886,10,10,,2.0,0.0,none
LOC132088887,10,10,,2.0,0.0,none
LOC132088888,9,9,,1.0,0.0,none
LOC132088889,10,10,,1.0,0.0,none
LOC132088890,10,10,,1.0,0.0,none
LOC132088891,10,10,,1.0,0.0,none
LOC132088892,10,10,,1.0,0.0,none
LOC132088893,19,19,,1.0,0.0,none
LOC132088894,10,10,,1.0,0.0,none
LOC132088895,10,10,,1.0,0.0,none
LOC132088896,11,11,,1.0,0.0,none
LOC132088897,11,11,,1.0,0.0,none
LOC132088898,12,12,,1.0,0.0,none
LOC132088899,12,12,,1.0,0.0,none
LOC132088900,12,12,,1.0,0.0,none
LOC132088901,12,12,,1.0,0.0,none
LOC132088902,11,11,,1.0,0.0,none
LOC132088903,13,13,,1.0,0.0,none
LOC132088904,13,13,,1.0,0.0,none
LOC132088905,15,15,,4.0,0.0,none
LOC132088906,20,20,,1.0,0.0,none
LOC132088907,22,22,,3.0,0.0,none
LOC132088908,23,23,,2.0,0.0,none
LOC132088909,23,23,,2.0,0.0,none
LOC132088910,23,23,,2.0,0.0,none
LOC132088911,23,23,,2.0,0.0,none
LOC132088912,23,23,,2.0,0.0,none
LOC132088913,23,23,,2.0,0.0,none
LOC132088914,18,18,,,,none
LOC132088915,18,18,,,,none
LOC132088916,23,23,,1.0,0.0,none
LOC132088917,23,23,,1.0,0.0,none
LOC132088918,10,10,,2.0,0.0,none
LOC132088919,10,10,,2.0,0.0,none
LOC132088920,10,10,,2.0,0.0,none
LOC132088921,10,10,,2.0,0.0,none
LOC132088922,10,10,,2.0,0.0,none
LOC132088923,11,11,,2.0,0.0,none
LOC132088924,11,11,,2.0,0.0,none
LOC132088925,11,11,,2.0,0.0,none
LOC132088926,11,11,,2.0,0.0,none
LOC132088927,12,12,,2.0,0.0,none
LOC132088928,9,9,,,,none
LOC132088929,9,9,,,,none
LOC132088930,9,9,,,,none
LOC132088931,9,9,,,,none
LOC132088932,8,8,,1.0,0.0,none
LOC132088933,8,8,,1.0,0.0,none
LOC132088934,8,8,,1.0,0.0,none
LOC132088935,8,8,,1.0,0.0,none
LOC132088936,8,8,,1.0,0.0,none
LOC132088937,8,8,,1.0,0.0,none
LOC132088938,8,8,,1.0,0.0,none
LOC132088939,7,7,,,,none
LOC132088940,7,7,,,,none
LOC132088941,7,7,,,,none
LOC132088942,7,7,,,,none
LOC132088943,7,7,,,,none
LOC132088944,65,64,,24.0,0.0,none
LOC132088945,8,8,,1.0,0.0,none
LOC132088946,8,8,,1.0,0.0,none
LOC132088947,8,8,,1.0,0.0,none
LOC132088948,9,9,,1.0,0.0,none
LOC132088949,62,61,,23.0,0.0,none
LOC132088950,6,6,,,,none
LOC132088951,5,5,,,,none
LOC132088952,5,5,,,,none
LOC132088953,4,4,,,,none
LOC132088954,53,49,,7.0,0.0,none
LOC132088955,4,4,,,,none
LOC132088956,4,4,,,,none
LOC132088957,4,4,,,,none
LOC132088958,4,4,,,,none
LOC132088959,4,4,,,,none
LOC132088960,4,4,,,,none
LOC132088961,4,4,,,,none
LOC132088962,4,4,,,,none
LOC132088963,39,39,,2.0,0.0,none
LOC132088964,39,39,,2.0,0.0,none
LOC132088965,40,40,,3.0,0.0,none
LOC132088966,3,3,,,,none
LOC132088967,3,3,,,,none
LOC132088968,2,2,,,,none
LOC132088969,2,2,,,,none
LOC132088970,2,2,,,,none
LOC132088971,2,2,,,,none
LOC132088972,2,2,,,,none
LOC132088973,2,2,,,,none
LOC132088974,3,3,,1.0,0.0,none
LOC132088975,4,4,,,,none
LOC132088976,4,4,,,,none
LOC132088977,32,32,,3.0,0.0,none
LOC132088978,5,5,,2.0,0.0,none
LOC132088979,27,27,,2.0,0.0,none
LOC132088980,27,27,,2.0,0.0,none
LOC132088981,5,5,,,,none
LOC132088982,5,5,,,,none
LOC132088983,6,6,,,,none
LOC132088984,6,6,,,,none
LOC132088985,6,6,,,,none
LOC132088986,6,6,,,,none
LOC132088987,7,7,,1.0,0.0,none
LOC132088988,5,5,,2.0,0.0,none
LOC132088989,4,4,,2.0,0.0,none
LOC132088990,3,3,,1.0,0.0,none
LOC132088991,3,3,,1.0,0.0,none
LOC132088992,3,3,,1.0,0.0,none
LOC132088993,3,3,,1.0,0.0,none
LOC132088994,4,4,,1.0,0.0,none
LOC132088995,3,3,,1.0,0.0,none
LOC132088996,8,6,,2.0,0.0,none
LOC132088997,4,4,,2.0,0.0,none
LOC132088998,2,2,,1.0,0.0,none
LOC132088999,2,2,,1.0,0.0,none
LOC132089000,2,2,,,,none
LOC132089001,5,5,,,,none
LOC132089002,4,4,,1.0,0.0,none
LOC132089003,3,3,,,,none
LOC132089004,3,3,,,,none
LOC132089005,5,5,,,,none
LOC132089006,5,5,,,,none
LOC132089007,6,6,,,,none
LOC132089008,6,6,,,,none
LOC132089009,8,8,,,,none
LOC132089010,6,6,,,,none
LOC132089011,6,6,,,,none
LOC132089012,7,7,,2.0,0.0,none
LOC132089013,7,7,,,,none
LOC132089014,7,7,,,,none
LOC132089015,7,7,,,,none
LOC132089016,7,7,,,,none
LOC132089017,7,7,,,,none
LOC132089018,7,7,,,,none
LOC132089019,7,7,,,,none
LOC132089020,7,7,,,,none
LOC132089021,7,7,,,,none
LOC132089022,7,7,,,,none
LOC132089023,8,8,,1.0,0.0,none
LOC132089024,10,10,,2.0,0.0,none
LOC132089025,10,10,,2.0,0.0,none
LOC132089026,19,19,,11.0,0.0,none
LOC132089027,9,9,,2.0,0.0,none
LOC132089028,9,9,,,,none
LOC132089029,9,9,,,,none
LOC132089030,9,9,,,,none
LOC132089031,9,9,,,,none
LOC132089032,10,10,,2.0,0.0,none
LOC132089033,10,10,,2.0,0.0,none
LOC132089034,10,10,,2.0,0.0,none
LOC132089035,10,10,,2.0,0.0,none
LOC132089036,9,9,,1.0,0.0,none
LOC132089037,9,9,,1.0,0.0,none
LOC132089038,9,9,,1.0,0.0,none
LOC132089039,9,9,,1.0,0.0,none
LOC132089040,9,9,,1.0,0.0,none
LOC132089041,9,9,,1.0,0.0,none
LOC132089042,8,8,,,,none
LOC132089043,8,8,,,,none
LOC132089044,12,12,,,,none
LOC132089045,12,12,,,,none
LOC132089046,12,12,,,,none
LOC132089047,12,12,,,,none
LOC132089048,12,12,,,,none
LOC132089049,12,12,,,,none
LOC132089050,12,12,,,,none
LOC132089051,12,12,,,,none
LOC132089052,12,12,,,,none
LOC132089053,12,12,,,,none
LOC132089054,13,13,,1.0,0.0,none
LOC132089055,13,13,,1.0,0.0,none
LOC132089056,14,14,,1.0,0.0,none
LOC132089057,15,15,,2.0,0.0,none
LOC132089058,13,13,,,,none
LOC132089059,16,16,,2.0,0.0,none
LOC132089060,23,20,,3.0,0.0,none
LOC132089061,23,20,,3.0,0.0,none
LOC132089062,23,20,,3.0,0.0,none
LOC132089063,17,17,,3.0,0.0,none
LOC132089064,17,17,,3.0,0.0,none
LOC132089065,17,17,,3.0,0.0,none
LOC132089066,17,17,,3.0,0.0,none
LOC132089067,17,17,,3.0,0.0,none
LOC132089068,17,17,,3.0,0.0,none
LOC132089069,18,18,,2.0,0.0,none
LOC132089070,18,18,,2.0,0.0,none
LOC132089071,19,19,,2.0,0.0,none
LOC132089072,19,19,,2.0,0.0,none
LOC132089073,18,18,,1.0,0.0,none
LOC132089074,18,18,,1.0,0.0,none
LOC132089075,20,20,,1.0,0.0,none
LOC132089076,18,18,,1.0,0.0,none
LOC132089077,18,18,,1.0,0.0,none
LOC132089078,19,19,,1.0,0.0,none
LOC132089079,19,19,,1.0,0.0,none
LOC132089080,19,19,,1.0,0.0,none
LOC132089081,19,19,,1.0,0.0,none
LOC132089082,19,19,,1.0,0.0,none
LOC132089083,20,20,,1.0,0.0,none
LOC132089084,20,20,,1.0,0.0,none
LOC132089085,22,22,,1.0,0.0,none
LOC132089086,22,22,,1.0,0.0,none
LOC132089087,23,23,,2.0,0.0,none
LOC132089088,24,23,,1.0,0.0,none
LOC132089089,22,22,,1.0,0.0,none
LOC132089090,22,22,,1.0,0.0,none
LOC132089091,25,25,,2.0,0.0,none
LOC132089092,33,33,,1.0,0.0,none
LOC132089093,33,33,,1.0,0.0,none
LOC132089094,33,33,,1.0,0.0,none
LOC132089095,33,33,,1.0,0.0,none
LOC132089096,33,33,,1.0,0.0,none
LOC132089097,39,39,,2.0,0.0,none
LOC132089098,40,40,,2.0,0.0,none
LOC132089099,40,40,,1.0,0.0,none
LOC132089100,40,40,,1.0,0.0,none
LOC132089101,41,41,,1.0,0.0,none
LOC132089102,47,47,,2.0,0.0,none
LOC132089103,49,49,,2.0,0.0,none
LOC132089104,49,49,,3.0,0.0,none
LOC132089105,63,63,,8.0,0.0,none
LOC132089106,63,63,,8.0,0.0,none
LOC132089107,74,71,,11.0,0.0,none
LOC132089108,70,70,,10.0,0.0,none
LOC132089109,66,66,,10.0,0.0,none
LOC132089110,66,66,,10.0,0.0,none
LOC132089111,16,16,,2.0,0.0,none
LOC132089112,16,16,,2.0,0.0,none
LOC132089113,15,15,,3.0,0.0,none
LOC132089114,13,13,,1.0,0.0,none
LOC132089115,12,12,,1.0,0.0,none
LOC132089116,12,12,,1.0,0.0,none
LOC132089117,13,13,,2.0,0.0,none
LOC132089118,13,13,,2.0,0.0,none
LOC132089119,10,10,,,,none
LOC132089120,9,9,,,,none
LOC132089121,9,9,,,,none
LOC132089122,9,9,,,,none
LOC132089123,9,9,,,,none
LOC132089124,10,10,,2.0,0.0,none
LOC132089125,10,10,,2.0,0.0,none
LOC132089126,7,7,,,,none
