year,geoid,sex,race_ethnicity,rate,unit,rate_type
2022,08077,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08079,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08081,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08083,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08085,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08087,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08089,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08091,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08093,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08095,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08097,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08099,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08101,Overall,Black,108.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08103,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08105,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08107,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08109,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08111,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08113,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08115,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08117,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08119,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08121,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08123,Overall,Black,96.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08125,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08001,Male,Black,102.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08003,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08005,Male,Black,74.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08007,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08009,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08011,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08013,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08014,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08015,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08017,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08019,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08021,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08023,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08025,Male,Black,97.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08027,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08029,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08031,Male,Black,119.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08033,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08035,Male,Black,78.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08037,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08039,Male,Black,78.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08041,Male,Black,86.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08043,Male,Black,93.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08045,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08047,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08049,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08051,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08053,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08055,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08057,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08059,Male,Black,88.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08061,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08063,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08065,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08067,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08069,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08071,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08073,Male,Black,80.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08075,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08077,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08079,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08081,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08083,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08085,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08087,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08089,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08091,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08093,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08095,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08097,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08099,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08101,Male,Black,92.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08103,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08105,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08107,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08109,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08111,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08113,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08115,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08117,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08119,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08121,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08123,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08125,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08001,Female,Black,79.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08003,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08005,Female,Black,78.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08007,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08009,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08011,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08013,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08014,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08015,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08017,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08019,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08021,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08023,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08025,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08027,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08029,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08031,Female,Black,80.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08033,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08035,Female,Black,93.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08037,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08039,Female,Black,93.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08041,Female,Black,115.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08043,Female,Black,126.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08045,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08047,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08049,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08051,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08053,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08055,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08057,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08059,Female,Black,78.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08061,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08063,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08065,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08067,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08069,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08071,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08073,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08075,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08077,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08079,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08081,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08083,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08085,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08087,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08089,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08091,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08093,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08095,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08097,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08099,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08101,Female,Black,127.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08103,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08105,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08107,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08109,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08111,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08113,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08115,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08117,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08119,Female,Black,118.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08121,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08123,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08125,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08001,Overall,Hispanic,57.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08003,Overall,Hispanic,75.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08005,Overall,Hispanic,63.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08007,Overall,Hispanic,93.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08009,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08011,Overall,Hispanic,60.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08013,Overall,Hispanic,62.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08014,Overall,Hispanic,53.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08015,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08017,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08019,Overall,Hispanic,72.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08021,Overall,Hispanic,86.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08023,Overall,Hispanic,62.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08025,Overall,Hispanic,86.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08027,Overall,Hispanic,80.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08029,Overall,Hispanic,44.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08031,Overall,Hispanic,72.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08033,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08035,Overall,Hispanic,44.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08037,Overall,Hispanic,55.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08039,Overall,Hispanic,74.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08041,Overall,Hispanic,84.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08043,Overall,Hispanic,62.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08045,Overall,Hispanic,64.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08047,Overall,Hispanic,71.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08049,Overall,Hispanic,75.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08051,Overall,Hispanic,55.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08053,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08055,Overall,Hispanic,83.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08057,Overall,Hispanic,88.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08059,Overall,Hispanic,74.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08061,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08063,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08065,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08067,Overall,Hispanic,84.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08069,Overall,Hispanic,99.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08071,Overall,Hispanic,85.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08073,Overall,Hispanic,77.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08075,Overall,Hispanic,47.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08077,Overall,Hispanic,71.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08079,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08081,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08083,Overall,Hispanic,77.0,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08085,Overall,Hispanic,61.0,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08087,Overall,Hispanic,63.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08089,Overall,Hispanic,84.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08091,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08093,Overall,Hispanic,113.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08095,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08097,Overall,Hispanic,67.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08099,Overall,Hispanic,21.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08101,Overall,Hispanic,83.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08103,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08105,Overall,Hispanic,78.0,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08107,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08109,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08111,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08113,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08115,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08117,Overall,Hispanic,55.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08119,Overall,Hispanic,58.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08121,Overall,Hispanic,59.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08123,Overall,Hispanic,46.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08125,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08001,Male,Hispanic,47.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08003,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08005,Male,Hispanic,69.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08007,Male,Hispanic,92.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08009,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08011,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08013,Male,Hispanic,57.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08014,Male,Hispanic,49.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08015,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08017,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08019,Male,Hispanic,82.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08021,Male,Hispanic,97.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08023,Male,Hispanic,98.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08025,Male,Hispanic,80.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08027,Male,Hispanic,82.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08029,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08031,Male,Hispanic,79.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08033,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08035,Male,Hispanic,23.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08037,Male,Hispanic,82.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08039,Male,Hispanic,317.0,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08041,Male,Hispanic,75.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08043,Male,Hispanic,37.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08045,Male,Hispanic,78.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08047,Male,Hispanic,77.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08049,Male,Hispanic,59.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08051,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08053,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08055,Male,Hispanic,84.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08057,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08059,Male,Hispanic,84.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08061,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08063,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08065,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08067,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08069,Male,Hispanic,47.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08071,Male,Hispanic,89.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08073,Male,Hispanic,65.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08075,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08077,Male,Hispanic,62.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08079,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08081,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08083,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
