year,geoid,sex,race_ethnicity,rate,unit,rate_type
2022,08113,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08115,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08117,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08119,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08121,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08123,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,08125,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Overall,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Overall,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Overall,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Overall,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Overall,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Overall,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Overall,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Overall,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Male,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Male,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Male,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Male,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Male,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Male,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Male,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Male,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Female,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Female,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Female,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Female,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Female,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Female,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Female,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Female,Overall,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Overall,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Overall,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Overall,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Overall,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Overall,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Overall,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Overall,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Overall,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Male,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Male,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Male,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Male,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Male,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Male,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Male,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Male,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Female,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Female,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Female,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Female,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Female,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Female,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Female,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Female,White,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Overall,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Male,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Female,Black,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Overall,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Male,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Female,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Female,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Female,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Female,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Female,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Female,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Female,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Female,Hispanic,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Overall,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Overall,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Overall,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Overall,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Overall,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Overall,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Overall,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Overall,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Male,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Male,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Male,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Male,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Male,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Male,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Male,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Male,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Female,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Female,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Female,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Female,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Female,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Female,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Female,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Female,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Overall,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Overall,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Overall,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Overall,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Overall,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Overall,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Overall,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Overall,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Male,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Male,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Male,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Male,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Male,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Male,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Male,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Male,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Female,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Female,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Female,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Female,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Female,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Female,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Female,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Female,Asian,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Overall,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Overall,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Overall,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Overall,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Overall,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Overall,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Overall,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Overall,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Male,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Male,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Male,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Male,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Male,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Male,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Male,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Male,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Female,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Female,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Female,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Female,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Female,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Female,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Female,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Female,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Overall,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Overall,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Overall,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Overall,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Overall,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Overall,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Overall,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Overall,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Male,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Male,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Male,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Male,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Male,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Male,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Male,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Male,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09001,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09003,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09005,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09007,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09009,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09011,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09013,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,09015,Female,More than one race,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Overall,Overall,80.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Male,Overall,81.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Female,Overall,77.0,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Overall,White,46.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Male,White,46.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Female,White,48.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Overall,Black,110.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Male,Black,120.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Female,Black,100.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Overall,Hispanic,44.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Male,Hispanic,42.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Female,Hispanic,42.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Overall,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Male,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Female,American Indian or Alaska Native,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Overall,Asian,51.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Male,Asian,50.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Female,Asian,47.0,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Overall,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Male,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Female,Native Hawaiian or Other Pacific Islander,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Overall,More than one race,16.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Male,More than one race,25.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,11001,Female,More than one race,15.0,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10001,Overall,Overall,111.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10003,Overall,Overall,131.0,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10005,Overall,Overall,93.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10001,Male,Overall,111.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10003,Male,Overall,129.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10005,Male,Overall,90.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10001,Female,Overall,110.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10003,Female,Overall,128.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10005,Female,Overall,95.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10001,Overall,White,116.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10003,Overall,White,132.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10005,Overall,White,92.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10001,Male,White,113.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10003,Male,White,126.0,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10005,Male,White,87.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10001,Female,White,116.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10003,Female,White,133.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10005,Female,White,95.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10001,Overall,Black,118.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10003,Overall,Black,142.0,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10005,Overall,Black,131.0,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10001,Male,Black,151.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10003,Male,Black,148.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10005,Male,Black,164.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10001,Female,Black,117.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10003,Female,Black,122.0,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10005,Female,Black,108.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10001,Overall,Hispanic,54.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
2022,10003,Overall,Hispanic,66.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate"
