gene_symbol
SMARCAD1
LILRA2
ANG
ASPN
RNASE1
TGFBI
RBM38
HSPG2
SNHG18
PLA2R1
U8
TNFRSF10A
SCARB2
LAYN
EFNA3
SFI1
CLUL1
SCO2
CCL13
ZNF577
ITGA11
RARRES1
CAMK2B
DSG3
PGAP6
NID2
HRG
FOLR3
SKIC2
IGFBPL1
ALDH1B1
ADA
PRDM8
CXCL6
RNASE6
CD2AP
DACT2
IFNAR2
MFSD1
CST5
CCL25
TMEM258
TMEM109
LINC00895
GPC5
ACKR2
FGFR4
KAZALD1
LINC01514
ENPP7
MAG
ACKR1
IL12B
TBC1D23
FCGRT
CCL24
SLC2A9
ABCG2
NAT8
SERPINA2
ANKRD27
PPCDC
LNPEP
LINC02078
GSTT3P
SFTPD
ERAP2
LINC01565
KIAA0232
GPT
HSP90B1
PSMB5
GSTM5
REG1B
NCAPH2
CCL17
PPP1R3B
TPMT
GSTM2
APOA5
DCBLD2
CLIC1
PROCR
PRG2
PRELP
CPA5
CD40
CRELD2
KLK11
CACNA1H
SELPLG
ANGPTL4
EGF
VWC2
SLC28A2
PDILT
SIGLEC10
PRTG
IRF4
LINC01989
CIAO3
SCARF1
VSIR
MERTK
TEX56P
HNF1B
ANKH
CETP
FAM234A
CD48
CCL8
GLCE
CMKLR1
ITIH2
ARFRP1
WWP1P1
PDCD1LG2
GBA3
LINC01502
FAM3B
SHBG
ARSA
LY9
LINC02967
RNASE2CP
PAMR1
GGT1
NADK
MEIS1
SMPDL3A
BST1
CST2
LTA
LAIR1
JPT1
LINC02115
THBS4
MYOC
NCR1
FABP1
LIM2
GALNT10
OAF
CLMP
C1orf220
NT5DC3
CST1
PRMT6
ZBTB38
SPIRE2
SERPINB8
PADI4
SIGLEC11
ADAM15
AREG
BTC
PON1
SUMF2
MANSC4
ITIH4
SLC22A12
CHPT1
GNPTAB
APBB1
ANKRD11
PFKFB2
CAVIN3
ACADM
FTO
SMPD1
LHPP
PON2
RNA5SP528
LINC02850
CBLC
BCL3
KLK9
ATXN2
GC
CCL23
MAGI2
MMP9
PTCSC2
CPED1
WTAPP1
CPNE7
SPTBN1
ASAH2
ZFPM2
FCER2
DLG3
SELENOTP2
HDGF
CD209
PLAUR
CA13
AOC3
CIMAP1B
EDA
ECM1
LRRC25
LINC00375
MED22
MSMB
GSTZ1
DBNDD1
AFG3L1P
DEF8
VPS9D1
ALPG
PODXL2
MLN
TUBB1
SPON1
CSF3
CD8A
SSU72L6
CLEC1A
CLTCL1
SIGLEC5
IKZF1
FCRL2
CD274
RN7SL385P
CCR3
TBC1D3JP
KLB
IL1RAP
PRC1
KLK6
KLK10
PTPN11
EDAR
VNN2
TYRO3
PGLYRP2
MARCO
MGAM
KLK3
MEP1B
IL5RA
PDGFRA
GPC1
AOC1
ADAMTS5
CCDC162P
CTSS
ANXA9
ACE
MPDU1
PIGU
CTSH
CHRDL2
GDNF
LPP
ICE2
ANXA2
TG
CPPED1
HMSD
GHRL
DKK3
NDUFAF1
SLC45A2
IFNGR2
MAN1A1
VPS37C
MIR8059
TFR2
AGAP11
ITGB6
PI3
TNR
LILRB4
IQGAP2
NME4
ABCG8
MS4A4A
PGGT1BP2
TAOK1
MATN3
MYBPC1
HTATIP2
PTBP1P
APOL3
CPN2
IL1R2
PPIL1
IL16
XCL2
SERPINA12
BANK1
KIR3DL1
FAM219B
IL12A
MIR210HG
DEAF1
CDHR5
ZSCAN21
ARLN
MIR4482
CRABP1
DBI
CAMKK1
CD163
ERH
SLC10A1
ADGRF5
HCG22
CA4
FKBP5
CD320
NCF4
SUMO2P1
BTD
ELAVL1
NELFE
CCDC188
RTN4R
NELL1
GDF5
ENTPD6
CYP2C23P
GSDMA
QRSL1P1
SHISA8
UGT1A6
VCAN
APOA1
CORO7
PROK1
LAMTOR5
GALNT2
DHODH
PCMT1
CXCL1P1
SFTPA1
PSMD3
SLC39A5
KIR3DL3
SPTA1
IL17RA
RNA5SP166
LIMASI
LCORL
TRDMT1
VDAC1P9
CSF2RB
PAM
GPA33
FN3K
CXCL8
APOC3
FAM228B
CCL14
SMIM29
ART3
FCRL6
FGL1
GFI1B
LEPR
CLEC4C
TLR3
BET1L
FBXO38
HMGCR
CSTP2
CST4
ST3GAL4
GCNT1
PIR
DPY19L4P2
SLC26A1
MAS1
CD4
CLEC4G
PAEP
NLRP12
GALM
DDC
PCSK7
MTRF1L
LAMC3
IRF8
PCYOX1
CABLES1
LRRC23
ESR1
SOD3
CA5A
PCSK1
STYXL1
CRIPTO
RN7SKP153
KRTAP5
CD226
PTGR1
LILRB2
LILRB1
PPM1K
CEP164
HAUS1
BAZ1B
TMEM8B
UGT2B17
LRRC2
EFEMP1
FCGR2A
CDKAL1
ACP1
IL34
SFTPB
THSD1
TSTD1
F12
DPP7
LINC02702
TRIB1
SNX17
AKR1C4
FCGR2B
MCM6
OLFML2B
DNER
IGFBP7
CPA4
CA6
CPB2
ENGASE
S100A9
ARMS2
RPL9
RSPO3
LRRC75B
MMP3
CCDC170
LBP
ANK1
LBHD2
BMS1
FCRL5
CD244
PTGFRN
PDE10A
ARHGEF17
TCL1B
SLC16A4
RPS7
TRMT112P5
CCDC97
PLXNB2
MICOS10
C2
PCIF1
HYAL3
PRG3
CTSD
FGF2
CDON
TESC
COL2A1
NPPB
RAF1P1
PF4V1
ABCA8
ZFP1
NECTIN4
VSTM4
CDKN2B
BTF3P10
CBR3
MYBPH
CLEC1B
MIR4752
PON3
AKR7A2
HGFAC
F7
FUT10
WHR1
CRTAM
EHD3
TCHH
TPSAB1
RPL7P59
PRRT3
MBL2
CST13P
TPSD1
TPSB2
KYAT3
GOT2
CTSB
OSCAR
APIP
ZNF385B
FAM177A1
YJU2
KLKB1
SIGLEC6
SIRPB2
SIRPD
LILRB5
MMRN2
ICAM5
WFDC12
PSG10P
PSG6
PSG1
PNLIPRP2
UQCC6
TMPRSS5
RMDN3
GCNT2
GOT1
PRSS2
ABCB11
TESHL
RNF123
TLX1NB
FCN2
MIR3689F
MACROD2
CTSC
RNU4
HASPIN
ADA2
CFHR2
CLEC12A
FUCA1
FUCA2
NYAP1
CNTN2
CPNE1
COL6A1
IGF2R
LINC00973
FCRL1
CEACAM5
RPL23AP61
AGAP7P
HPRT1P2
CD300A
SIGLEC18P
SEMA3E
ERAP1
SAMM50
IL21
PM20D1
CTU1
FXYD5
IL11
SIK3
C1S
C1RL
OLFM2
NMRAL1
FAIM
IL27RA
NCAM2
DPEP1
RHOA
KLHL2P1
PLCL2
TFF3
FAHD1
ITPA
EBI3
IFNAR1
PSG11
LY75
LINC01153
MATN2
CRIPTO3
SINHCAFP3
GAD2
ALPL
GALNT4
BLMH
CDH17
ATAD3B
ADAM8
MUC5AC
LILRA4
CADM3
RPL36AP2
CNTN5
PDZK1
BUD13
RELT
PRIMPOL
RPL13P2
FAH
GSTA1
WNT7B
CLSTN1
SNX24
COL18A1
ZNF827
BAK1
PAN3
APOM
PARP11
VEGFA
TCL1A
CCDST
NRXN2
KIAA1549L
HK1
ASIP
DRAP1
CD27
RHAG
PGK2
CRISP3
MPST
KLK8
APEX1
KLRD1
HTRA1
MAFTRR
CXCL5
ITIH3
RN7SL301P
LINC01482
CMAHP
TUBAP7
MMP7
SMOC1
C8B
ALDH2
CD207
PHYHD1
SEMA4D
TNFRSF10C
PSG5
SNX14
SUMF1
DEFA10P
PSG4
OCA2
LOXL4
NFASC
RBM17
IL15RA
UBE2R2
OBP2A
NUDT2
FCAR
FBP1
IL19
ARSB
PSG7
CEACAMP4
CD177P1
SIAE
PITX2
LRIG1
LIPN
LINC03078
ALKAL2
B3GLCT
NRCAM
RNY4P18
H4C5
USP21
SPATA20
DGKQ
SPINK4
RPP40P2
CHIT1
CHI3L1
PARK7
S100Z
DPP6
HAVCR1
TIMD4
RCCD1
SPMIP7
DPPA3
LINC02942
RPS23P10
THOP1
AHCY
SRPK1
CFHR4
LINC01322
IDUA
GRN
ARK2N
NPTXR
GRHL3
GLYATL3
HEBP1
APEH
TYW3
LINC00987
PNKD
IL17RD
ANPEP
F11R
CLSTN2
COPB2
CCL4
CCRL2
FCRL4
AGXT2
SERPINA10
F10
VNN3P
HAVCR2
CRELD1
IL17RC
ICOSLG
FCRL3
LNCOB1
MDGA1
MRC1
NQO2
POLR2A
MCF2L
QPCT
PRTN3
SMURF2
MILR1
ITIH1
IL1R1
IL1RL2
LINC01554
UBE3B
CCDC26
CLEC4D
TAT
APLN
DGKD
IL1F10
SPINT1
IL13RA1
SIRT3
ATG16L1
SIGLEC7
CRTAC1
GOLGA7B
UMPS
TMEM119
KLK12
IL4R
MIR7702
CLEC4A
SLC22A11
CLRN2
DUSP7
ICAM3
FGF5
PRSS57
KLF1
SLC16A9
RBBP5
ANGPTL3
NRP1
MAD2L2
CAPN9
FPR3
WDR1
CD163L1
LINC00892
RIC8A
SERPINA5
DNPH1
TNFRSF11A
ZNF367
RPS2P1
LY6G5B
AGRN
MAN2B2
RNU1
HBA1
AK3
TBC1D17
MEGF9
ADGRE2
NT5C
CARMIL1
GORAB
MST1
USP2
KIF1A
TNFRSF13C
STKLD1
SPARCL1
AHSG
GTF3AP1
TMEM121B
CPT1A
TNFRSF1B
RHBDD2
ACOT4
FETUB
OST4
PCAT1
ADGRB3
BTBD9
CD200R1
CASC8
MPO
RAET1E
CDCP1
MIR548AZ
ATP5F1B
NFE2
LECT2
CD300LG
DPP10
CABIN1
KYNU
LGALS9
CHDH
SLITRK6
TNRC6B
LINC02568
LIN52
MTRF1LP1
ENTPD5
SELENOK
UNC119B
ADAM23
UGT3A1
IL17RB
DRD2
LINC01264
RARRES2
FLRT2
CD300LF
CYP1A1
GGT5
CD300LD
OAZ3
C1GALT1P1
KDR
HPR
JRK
CLEC7A
ZNF789
ADGRL2
CEACAM22P
PVR
CASC19
C19orf85
CD38
TSBP1
E2F5
DLK1
TNFRSF10B
BCL9
SCN10A
FOLH1
RSRP1
COX10
CTSZ
TEX101
FTLP1
F2R
FAM21EP
PFKM
RPL6P9
NLRC4
BRAP
MFGE8
MIR3689D1
EPHA1
CLIC5
ENPP5
ABCA1
SWAP70
DPEP2
MIR3689D2
VBP1
RN7SL25P
B4GAT1
ACOT6
RSU1
TF
ACO1
LINC00937
GAA
MMP12
RELCH
POC1B
AGMAT
STARD5
HCG27
CEACAM21
SLC25A51P4
LINC02724
SFTPA2
MRGPRX13P
PFKP
RNU7
TFF1
SMOC2
MMP10
TBCC
IL12RB1
MS4A6E
RETN
PMS2P1
LINC02570
RPL19P11
BAZ2A
COPZ1
DSG1
ACVRL1
TEK
CES1
LTBP3
ABCC6
NOMO3
MTHFSD
SPATA33
COLEC10
LAIR2
RPL10AP12
CLEC10A
ASGR2
PAH
KLK7
PTPRS
SLC17A1
MMP27
DBF4
IFT88
TNFRSF21
IGSF23
NTAN1
IL2RA
LAPTM4B
RN7SL713P
LEFTY1
C3
FGFR3P1
ADAM22
CD276
LAMC2
BTN3A1
IL17D
ZNF627
ACP5
RNASE4
CFAP251
RPS9
LINC01934
ARPIN
LILRA5
CUL9
SCARF2
COX11P1
LILRB3
NXPE1
MFSD4B
PHLDB3
HPGDS
OPTC
OBP2B
B4GALNT3
CASC16
PCAT7
ECM1P1
NUP188
RPL35AP35
SNHG28
CCL11
CBL
LINC03093
GFRA2
TGM2
ZNF675
FCGR3A
GP1BA
MIA
RMDN1
SLAMF8
THBS2
S100A7
TECPR2
EXOSC10
EPS15L1
USP32
RAB37
H3C9P
CYP2F2P
SLC22A1
SLC17A2
AGPAT4
LPAL2
SLC22A3
FLT4
BTBD16
PLIN4
PLEKHA7
BMX
TLR10
ZBTB44
NFAT5
FIS1
TCF4
WASF5P
TMEM236
IGFBP3
PSMA1
CAPG
NCKAP1
CDK6
NASP
FRZB
SERPINA9
SLC47A2
TRAF3
SERPINA11
ACTE1P
CYP2R1
THBD
SELL
EGFL6
TRBV30
BABAM2
GDF15
MED24
GLO1
TST
OSMR
SNRPA
ENPP2
USP8
SSMEM1
CDH15
LINC00304
MTERF4
LINC00491
CPA2
EIF3KP1
TP53
ENG
RGMA
LINC02535
SLA
NT5E
CCN4
GS1
SLC4A4
TFRC
CHGB
LINC01986
IGLV10
ARG1
CHL1
GGNBP1
LIPF
ELMOD3
ZP3P1
DKKL1
WFIKKN2
MICB
POLB
HECTD4
CNDP1
SLCO1B3
RPN1
IGLV11
SLC22A24
RAP1GAP
RPL21P24
SEM1
LINC01500
LINC02915
C16orf95
SLC39A8
C12orf76
RPH3A
RPL12P33
MTNR1B
ADH1B
PSMA4
HYKK
PKD2
TDRD15
SHROOM3
WNT16
KTN1
FAT3
PTPN22
UGT1A3
CLK2
GATA2
KDM2B
ATP1B1
MMP26
H2BC6
KLK15
IL9RP3
LINC02356
OR52E3P
MPG
ATP2B4
SLC17A3
HBB
PIEZO1
ADAMTS17
SCGN
RPAP2
KCNT2
SLC7A10
ADAMTS10
MORN3
MUC22
TNFRSF19
LRPAP1
GLMN
TPM4
KRT18P9
NME7
ACSL3P1
GCSAML
NRBF2
RPL23AP48
DIS3L2
LIN28B
OR52S1P
MC1R
JAK2
UGT1A12P
CCDC68
NTRK1
BCAR1
SBDS
H6PD
MSR1
KLK13
FGFR2
A1BG
TAPBP
ATRN
ASGR1
RPS27L
VAV3
ATR
G6PD
LINC01734
CALCOCO1
RRAS2
PLCD1
NOD2
NR2F2
TBCD
NQO1
MAPK8IP2
ORM1
RPL41P1
PSPH
FAR2
LINC01705
GKN2
DLG5
FBXO22
SCG3
RALY
PEAR1
CNR2
GSTP1
ST20
PLA2G7
ANAPC1
ZBTB41
GCSH
LGALS1
SMIM39
ST3GAL1
DEFA1B
LINC03111
SDK1
LIPE
LDB2
LINC02068
MEF2C
EXOC2
TUBAP15
SLC44A3
IMPA1
MIR1587
EPHA3
GFRAL
MSMO1
PTH1R
SLC12A7
MCCC1
TCF7L1
CX3CL1
HMGN4
MGLL
PRSS27
TRIM69
CAPN12
PEX3
ITFG2
THORLNC
KLHL18
NSD1
SPEF2
PODXL
NPTX1
BIN2
CST8
CST9LP2
BCAS3
TPCN2
IGF2
TNIP2
FN3KRP
CCHCR1
NHEJ1
TSPOAP1
NLGN2
TAOK3
CSF1R
RPL17P25
HSBP1
CCDC190
ALDH3A1
WWP2
PCDH8
FNDC3B
DNM1
CLPB
SPINK5
HBM
ATOH1
ACBD4
RHOD
CENPM
NACC2
UHRF1
DHX38
ZFHX3
PHC1
MTMR11
UGDH
CSDE1
RNA5SP143
CHCHD7
NPIPB6
DEFA9P
THPO
TBX4
WDR5CP
CD101
SDC4
USP1
KANK2
SARS1
PPP4C
PIK3AP1
KLF3
RBL2
PSAPL1
DLEU7
SLC44A2
ZNF652
Metazoa_SRP
AP4M1
RPL3P2
GIPC2
CARD19
MMP28
RPSAP72
NAT10
LOXL2
SYNDIG1
ETV6
SGF29
RRS1
RN7SL38P
ZDHHC20P2
FAM149A
SPON2
NINJ1
MMP25
ACAT2
CLEC12B
CHST13
SKOR2
PCNT
OSBP2
APOL4
CYB5R3
TSPEAR
LRP5
MAPK4
RPS8P3
DCC
MBD2
DYNAP
ANKRD20A5P
KCNQ3
KHDRBS3
LINC01485
TMED9
SMIM14
AGO2
SLCO6A1
ZNF585B
NPR3
HARBI1
RIPOR2
BTN2A1
MIR588
MIR3976HG
PTPRM
LINC01882
HACD4
RPS20P25
SLC28A3
SAMD12
SNTB1
TERT
SLC24A2
FOCAD
DMAC1
NSMCE2
GSDMB
TLE3
C1QTNF1
QSOX2
IFNGR1
HDAC11
SLC24A4
NPY
RPS19P6
PTPRK
LINC00877
NMRK1
RPL21P84
AGMO
CRPPA
RAPGEF5
MTCYBP42
IYD
ARID1B
RNF216
RBMX2P4
CEP78
DST
RBBP4P3
RIMS1
RN7SL643P
HMGB3P18
IP6K3
ZFAND3
TLK2
SNHG16
KCNQ5
MEI4
LINC02879
KC6
LRFN5
SLC7A9
ZNF829
ZNF420
IFNW1
GARIN3P1
MIR122HG
ALPK2
TTC29
LINC02488
GUSBP5
UBE2K
B4GALT7
SIMC1P1
FMNL3
WDR18
NOTCH3
AP3D1
RPL3P4
PLG
LINC01507
CDH10
RPS6KA5
AMZ1
KRT18P51
GOLGA4
ALS2CL
RPL17P16
FBLN5
TRIP11
CHRNB1
NDUFS5P2
DPYD
THAP3P1
L3MBTL3
ADGRL4
LINC02792
ADH5P2
RN7SL569P
RN7SKP68
DLEU1
TMIE
MRPS21
LINC01609
LINC02237
IGF2BP3
EIF2AK3
LINC02609
ARHGAP29
PDE4B
EEF1A1P17
U6
LINC02884
MAB21L3
RNA5SP56
LINC02801
NRG3
EFL1P1
PDE3B
NADSYN1
ACAN
HAGHL
ADAP2
MYO1F
ACTN2
OPN3
FIRRM
KIFAP3
RASAL2
PTPRG
LINC02767
LINC02817
TLR5
DNAH14
INPP5A
CYP4F24P
LINC02987
NUDT19
TDRD12
LINC00492
NUTF2P8
LINC01822
LINC01830
CNOT4
DEPDC1
LINC01249
RNA5SP80
C14orf39
TDRD5
BRINP3
LINC02770
DSTYK
UGT1A7
RAB3IL1
FAM78B
LINC02462
PWP2
GATD3
NBAS
LINC01707
KCNJ6
SCHIP1
DPYS
IER5L
NCS1
ZNF79
ZNF778
TRIM56
IMMP2L
BPIFA2
MIR4268
EIF6
SCG2
CASC20
RPL35P4
LINC00533
RN7SL499P
EIF4E2
GPANK1
TET2
LINC01790
FTCDNL1
COMETT
SPATS2L
AOX3P
ERBB4
ZC3H18
RFX3
LINC03131
HDLBP
THAP4
ZNF341
EDEM2
PHF20
BCKDHB
CDK5RAP1
HHIP
FGFR3P3
SBF2
RBMS1
PPIAP66
CBFA2T3
DBX1
TP53I11
DGKZ
STIM1
SSU72L4
DIP2A
MIR5695
EBPL
KPNA3
MBD5
PPP1R17
ADAMTS3
MUC12
FEN1
EPPK1
SLC12A9
MUC17
RPL32P14
LINC02172
ISCA1P1
LINC02111
TUBB3
OR52E2
NIM1K
LINC01221
RBBP8
C4orf51
ADAMTS12
NBPF22P
YAE1
LINGO2
APPBP2
PAX5
ZCCHC7
TMBIM6
GPHN
DPP8
RAB32
ADCY1
ABCA13
GABBR1
TRIM31
OR2B2
SCAND3
TBX2
NCL
LINC03106
RILPL2
NPPC
PPARD
IGF1
EEFSEC
ATP6V1E2
CAPSL
ZNF638
PPP1R21
ZMIZ1
OTUD4
GLYAT
SPTBN2
CCM2L
DRAM1
WASHC3
LAMA2
GVQW3
LINC00540
KL
PPP1R7
ZNF589
TMEM132D
TMEM91
H4C8
PSORS1C1
CYCSP55
IFITM3P3
MIR4713HG
FILIP1
CYP19A1
TUBB8P9
NRXN1
APLF
TEX261
DUSP11
MIR4443
P4HA2
MIR3936HG
NOTCH4
TMEM161B
LINC01377
LINC02142
PALLD
CNTN3
HMGB1P38
H2BC9
KRT18P1
LINC00636
C12orf50
MCCD1
PHACTR4
MIR552
KIAA0319L
MAP7D1
LINC01755
TBX3
NOS1
RPS10
PPP2R3A
NCOA7
TARID
ADAMTSL1
HMGA2
LTBP2
RYBP
TCERG1L
SIGIRR
CUZD1
C10orf88B
MARK3
FAM24A
GHSR
PITPNM2
DCAF16
ANO4
CTBP2
TRIM38
UQCRHP1
MRPS21P6
KLRG2
PMPCB
ZNF425
FBXO47
DYM
CLEC2L
KDM7A
MTX1
KCND2
PTPRZ1
AASS
POT1
EXOC4
OTOGL
SQOR
AK4P2
ADGRG6
PTPRT
HIPK2
RBFOX1
PLA2G10FP
RACGAP1
RARG
LRP1
SYT1
ANKS1A
SCUBE3
BACH2
RTEL1
IGF2BP2
PTCH1
SLC35D2
HABP4
RANBP17
SNX2
PNISR
RN7SKP208
LTBP1
CRIPT
SPEM3
LRGUK
PAPPA
RPL21P2
ACTRT3
PTPRN2
MCPH1
IFNA22P
MTAP
CDHR3
LARP1BP2
DOCK4
RP1L1
WNT2
MTCO3P45
TFDP2
NOL4L
MIR1471
ADAM7
SH3GL3
ADAMTSL3
ATAD2B
TOP2A
RPL29P1
CSHL1
CD79B
INSR
EXT1
ACTL7B
THAP12P9
LINC02429
SHOC1
CSMD3
LRP4
CSTPP1
ATG13
CARS1P2
PTPRJ
LINC01471
CKAP5
NEURL3
CDKN2C
PDP1
CFAP418
NMD3
SERPINI1
ECPAS
ZNF483
RNA5SP144
PLCH1
SLC33A1
CLASP2
ITGB8
LINC01644
RN7SL553P
GRM7
AK4P5
FERD3L
CIMIP6
CAMP
MED6P1
SNORD3H
VGLL4
PIP4K2B
UQCC1
SATB1
RARB
KLHL29
CRLF3
PROM2
ANKRD36C
SMYD1
FAM95A
TUBA1C
ID4
HIGD1AP18
PGM1
UBR5
GDPD5
SERPINH1
ZNF462
OR52E1
NCOA1
ADCY3
JAZF1
ANKRD20A8P
SLC16A11
DLG4
CFAP65
ECM1P2
PLAG1
RN7SL26P
UQCC2
ATP5MC1
HCG20
LINC02828
GALNT18
MIR193BHG
FSTL1
HIF1AN
HMCES
RNA5SP188
LINC02373
PCBD2
SSRP1
GLYATL1
LINC02733
RBM4B
CENPW
CNTRL
RFT1
CROCCP5
NFIA
CHCHD6
EPHA10
NDC1
SLCO4C1
PITX1
SLC22A5
LINC01215
OR4S1
OR4A44P
EGFEM1P
GK5
PCOLCE2
LINC01449
PPIA
LINC02838
NOG
TAX1BP1
ADCYAP1R1
BBS9
MFSD13A
OR5AL2P
FADS2B
AGBL2
GRXCR1
GSN
MAP3K3
SNRPEP5
ABCG5
KCNT1
HPSE2
PYDC2
PIGX
MECOM
LINC01208
PRKG2
REST
ZNF607
FGF11
CYP4F23P
OR10H5
VPS33B
FLYWCH1
LINC01823
DNMT3A
RPL13AP13
TERF1P3
LINC00052
ZNF329
SETBP1
STMN1P2
PCDH18
KDM2A
ISG20
CIROZ
GRB10
NRG1
RPL10AP3
CYP4F44P
LINC02040
TAFA1
NCKAP5
LINC03019
VPS37A
ASAH1
LZTS1
TNS1
WDR87
MTND1P26
MIER3
ANKRD34B
TRA2A
PSMD11
CNTNAP1
VPS25
UGT1A11P
OTUD7A
PRELID1P4
GALC
RN7SL714P
RCOR1
PWRN1
LINC02853
MIR1269A
WDR19
GNA12
LINC01340
MTCO1P24
GABRG3
ADGRV1
LIX1
OR7H2P
LINC02086
IFITM3P1
TGFBR3
RN7SL802P
HAND2
CTPS1
LINC
ATP8B1
AFG3L2
NME1
OBI1
LINC02498
UTP18
LINC02364
LINC02513
PKN2
LINC02071
LINC02073
LINC01182
CPEB2
SLIT2
LINC00534
ZNF112
ARL6
TUBBP11
KLHL26
ZNF66
LINC01533
ZNF565
ZNF585A
RNA5SP267
EYA1
SLC7A13
CNBD1
PCAT19
KRT8P25
LINC02008
CADM2
CHST6
RPS24P6
LRRC3B
UBL3
SMIM2
LINC01875
PGAM1P5
CDC14B
ZNFX1
ARL11
ZNF569
SIPA1L3
SPINT2
AUTS2
CLDN3
CLDN4
CCNJP1
MTND4P3
TSEN15
MFAP2
CRADD
C17orf67
ATP6V1C2
ZNF875
OR10H1
NIBAN3
ZNF527
SLC19A2
PLCD4
ASS1
GACAT3
RN7SKP168
WDFY2
MSH3
SSBP2
PAPPA2
SOCS2
DPF1
ZSCAN5A
EIF3EP2
RPL29P13
BASP1
TENM3
LINC02114
LINC02196
MIR4458HG
ATP6AP1L
LINC02059
PRLR
TGFB2
EZRP1
ANAPC10
LINC02822
SUDS3
SLFNL1
LRATD1
ABCE1
ANAPC7
PPP1CC
MYL2
TPCN1
ACSS2
CFTR
EFHC1
RBBP4P4
F13A1
TXNDC5
DTNBP1
ALDH5A1
ARL2BPP7
CCDC3
INSYN1
MTCO3P1
FANCC
ANKRD17
CAMK2D
LINC01016
BLTP3A
LINC01355
DHDDS
NPM1P39
TBX6
KIF7
MEMO1P2
KRT18P27
EPHB2
DPPA4
PLXNA1
FAR1P1
TOX3
XXYLT1
MASP1
LINC01206
TMEM38BP1
KCNMB2
MEIS2
SPRED1
TTBK2
SHF
PHAF1
FRS3
TRAF4
CES2
MAPK3
COL11A1
DUSP22
HS3ST2
WDR72
GTF2A2
LINC02141
SMAD6
ZG16
VPS13C
TLN2
CA12
MSLNL
NAA60
LOXL1
AKR1C6P
SPTLC2
LINC01148
HISLA
CPSF2
PML
NAA11
TEX29
LUZP1
NPAS3
MIPOL1
LINC02782
TAP2
ITPR3
LINC00336
