mec_id,molecule_chembl_id,target_chembl_id,action_type,mechanism_of_action,max_phase,direct_interaction,disease_efficacy,molecular_mechanism
13,CHEMBL19,CHEMBL2326,INHIBITOR,Carbonic anhydrase VII inhibitor,4,True,True,True
14,CHEMBL1201117,CHEMBL261,INHIBITOR,Carbonic anhydrase I inhibitor,4,True,True,True
15,CHEMBL1200814,CHEMBL261,INHIBITOR,Carbonic anhydrase I inhibitor,4,True,True,True
16,CHEMBL17,CHEMBL261,INHIBITOR,Carbonic anhydrase I inhibitor,4,True,True,True
17,CHEMBL20,CHEMBL261,INHIBITOR,Carbonic anhydrase I inhibitor,4,True,True,True
18,CHEMBL19,CHEMBL261,INHIBITOR,Carbonic anhydrase I inhibitor,4,True,True,True
19,CHEMBL1450,CHEMBL1777,INHIBITOR,Cytochrome b inhibitor,4,True,True,True
20,CHEMBL1200771,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
21,CHEMBL1722209,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
22,CHEMBL1240,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
23,CHEMBL1200906,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
24,CHEMBL1724,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
25,CHEMBL1626570,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
26,CHEMBL1200880,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
27,CHEMBL1200479,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
28,CHEMBL1768,CHEMBL245,AGONIST,Muscarinic acetylcholine receptor M3 agonist,4,True,True,True
29,CHEMBL1578,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
30,CHEMBL2146146,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
31,CHEMBL517712,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
32,CHEMBL1200604,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
33,CHEMBL1200803,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
34,CHEMBL1200935,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
35,CHEMBL551466,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
36,CHEMBL1200764,CHEMBL245,AGONIST,Muscarinic acetylcholine receptor M3 agonist,4,True,True,True
37,CHEMBL3545181,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
38,CHEMBL1201765,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
39,CHEMBL1200473,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
40,CHEMBL1184,CHEMBL245,AGONIST,Muscarinic acetylcholine receptor M3 agonist,4,True,True,True
41,CHEMBL14,CHEMBL245,AGONIST,Muscarinic acetylcholine receptor M3 agonist,4,True,True,True
42,CHEMBL550,CHEMBL245,AGONIST,Muscarinic acetylcholine receptor M3 agonist,4,True,True,True
43,CHEMBL1200330,CHEMBL245,AGONIST,Muscarinic acetylcholine receptor M3 agonist,4,True,True,True
44,CHEMBL2218917,CHEMBL245,AGONIST,Muscarinic acetylcholine receptor M3 agonist,4,True,True,True
45,CHEMBL1200950,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
46,CHEMBL2134724,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
47,CHEMBL1354199,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
48,CHEMBL1231,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
49,CHEMBL1133,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
50,CHEMBL1200891,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
51,CHEMBL1201027,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
52,CHEMBL1200347,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
53,CHEMBL3084748,CHEMBL245,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,4,True,True,True
54,CHEMBL3989514,CHEMBL1781,INHIBITOR,DNA topoisomerase I inhibitor,4,True,True,True
55,CHEMBL1201421,CHEMBL1783,ANTAGONIST,Vascular endothelial growth factor A antagonist,4,True,True,True
56,CHEMBL1201825,CHEMBL1783,INHIBITOR,Vascular endothelial growth factor A inhibitor,4,True,True,True
57,CHEMBL1742982,CHEMBL1783,INHIBITOR,Vascular endothelial growth factor A inhibitor,4,True,True,True
58,CHEMBL1201583,CHEMBL1783,INHIBITOR,Vascular endothelial growth factor A inhibitor,4,True,True,True
59,CHEMBL4084119,CHEMBL1784,AGONIST,Glucagon-like peptide 1 receptor agonist,4,True,True,True
60,CHEMBL414357,CHEMBL1784,AGONIST,Glucagon-like peptide 1 receptor agonist,4,True,True,True
61,CHEMBL1200826,CHEMBL1786,INHIBITOR,Inositol-1(or 4)-monophosphatase 1 inhibitor,4,True,True,True
62,CHEMBL2103738,CHEMBL1786,INHIBITOR,Inositol-1(or 4)-monophosphatase 1 inhibitor,4,True,True,True
63,CHEMBL1201528,CHEMBL1790,AGONIST,Vasopressin V2 receptor agonist,4,True,True,True
64,CHEMBL344159,CHEMBL1790,ANTAGONIST,Vasopressin V2 receptor antagonist,4,True,True,True
65,CHEMBL1201108,CHEMBL1790,ANTAGONIST,Vasopressin V2 receptor antagonist,4,True,True,True
66,CHEMBL5314380,CHEMBL1792,AGONIST,Somatostatin receptor 5 agonist,4,True,True,True
67,CHEMBL1201184,CHEMBL1792,AGONIST,Somatostatin receptor 5 agonist,4,True,True,True
68,CHEMBL525610,CHEMBL1793,AGONIST,Parathyroid hormone receptor agonist,4,True,True,True
69,CHEMBL1201549,CHEMBL1793,AGONIST,Parathyroid hormone receptor agonist,4,True,True,True
70,CHEMBL175247,CHEMBL1796,INHIBITOR,Gastric lipase inhibitor,4,True,True,True
71,CHEMBL603,CHEMBL1798,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,4,True,True,True
72,CHEMBL1200681,CHEMBL1798,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,4,True,True,True
73,CHEMBL1201662,CHEMBL204,INHIBITOR,Thrombin inhibitor,4,True,True,True
74,CHEMBL5314348,CHEMBL204,INHIBITOR,Thrombin inhibitor,4,True,True,True
75,CHEMBL1201666,CHEMBL204,INHIBITOR,Thrombin inhibitor,4,True,True,True
77,CHEMBL1615369,CHEMBL204,INHIBITOR,Thrombin inhibitor,4,True,True,True
78,CHEMBL1166,CHEMBL204,INHIBITOR,Thrombin inhibitor,4,True,True,True
79,CHEMBL2108791,CHEMBL1873,EXOGENOUS PROTEIN,Tissue-type plasminogen activator exogenous protein,4,True,True,True
80,CHEMBL2108147,CHEMBL1801,ACTIVATOR,Plasminogen activator,4,True,True,True
81,CHEMBL2107885,CHEMBL1873,EXOGENOUS PROTEIN,Tissue-type plasminogen activator exogenous protein,4,True,True,True
82,CHEMBL1201420,CHEMBL3286,EXOGENOUS PROTEIN,Urokinase-type plasminogen activator exogenous protein,4,True,True,True
83,CHEMBL1201619,CHEMBL1801,INHIBITOR,Plasminogen inhibitor,4,True,True,True
84,CHEMBL1201593,CHEMBL1873,EXOGENOUS PROTEIN,Tissue-type plasminogen activator exogenous protein,4,True,True,True
85,CHEMBL877,CHEMBL1801,INHIBITOR,Plasminogen inhibitor,4,True,True,True
86,CHEMBL1046,CHEMBL1801,INHIBITOR,Plasminogen inhibitor,4,True,True,True
87,CHEMBL220491,CHEMBL205,INHIBITOR,Carbonic anhydrase II inhibitor,4,True,True,True
88,CHEMBL1201162,CHEMBL205,INHIBITOR,Carbonic anhydrase II inhibitor,4,True,True,True
89,CHEMBL17,CHEMBL205,INHIBITOR,Carbonic anhydrase II inhibitor,4,True,True,True
90,CHEMBL19,CHEMBL205,INHIBITOR,Carbonic anhydrase II inhibitor,4,True,True,True
91,CHEMBL220492,CHEMBL205,INHIBITOR,Carbonic anhydrase II inhibitor,4,True,True,True
92,CHEMBL20,CHEMBL205,INHIBITOR,Carbonic anhydrase II inhibitor,4,True,True,True
93,CHEMBL1200814,CHEMBL205,INHIBITOR,Carbonic anhydrase II inhibitor,4,True,True,True
94,CHEMBL5314380,CHEMBL1804,AGONIST,Somatostatin receptor 2 agonist,4,True,True,True
95,CHEMBL1201184,CHEMBL1804,AGONIST,Somatostatin receptor 2 agonist,4,True,True,True
96,CHEMBL1201003,CHEMBL1805,AGONIST,Serotonin 1f (5-HT1f) receptor agonist,4,True,True,True
97,CHEMBL1200521,CHEMBL1805,AGONIST,Serotonin 1f (5-HT1f) receptor agonist,4,True,True,True
99,CHEMBL1200645,CHEMBL1806,INHIBITOR,DNA topoisomerase II alpha inhibitor,4,True,True,True
100,CHEMBL1200475,CHEMBL1806,INHIBITOR,DNA topoisomerase II alpha inhibitor,4,True,True,True
101,CHEMBL1563,CHEMBL1806,INHIBITOR,DNA topoisomerase II alpha inhibitor,4,True,True,True
102,CHEMBL359744,CHEMBL1806,INHIBITOR,DNA topoisomerase II alpha inhibitor,4,True,True,True
103,CHEMBL1417019,CHEMBL1806,INHIBITOR,DNA topoisomerase II alpha inhibitor,4,True,True,True
104,CHEMBL1096885,CHEMBL1806,INHIBITOR,DNA topoisomerase II alpha inhibitor,4,True,True,True
105,CHEMBL1200976,CHEMBL1806,INHIBITOR,DNA topoisomerase II alpha inhibitor,4,True,True,True
106,CHEMBL1201011,CHEMBL1808,INHIBITOR,Angiotensin-converting enzyme inhibitor,4,True,True,True
107,CHEMBL1519,CHEMBL1808,INHIBITOR,Angiotensin-converting enzyme inhibitor,4,True,True,True
108,CHEMBL1200534,CHEMBL1808,INHIBITOR,Angiotensin-converting enzyme inhibitor,4,True,True,True
109,CHEMBL3989406,CHEMBL1808,INHIBITOR,Angiotensin-converting enzyme inhibitor,4,True,True,True
110,CHEMBL1168,CHEMBL1808,INHIBITOR,Angiotensin-converting enzyme inhibitor,4,True,True,True
111,CHEMBL3039596,CHEMBL1808,INHIBITOR,Angiotensin-converting enzyme inhibitor,4,True,True,True
113,CHEMBL1694,CHEMBL1808,INHIBITOR,Angiotensin-converting enzyme inhibitor,4,True,True,True
114,CHEMBL1560,CHEMBL1808,INHIBITOR,Angiotensin-converting enzyme inhibitor,4,True,True,True
115,CHEMBL1200343,CHEMBL1808,INHIBITOR,Angiotensin-converting enzyme inhibitor,4,True,True,True
116,CHEMBL419213,CHEMBL1808,INHIBITOR,Angiotensin-converting enzyme inhibitor,4,True,True,True
117,CHEMBL1200659,CHEMBL1808,INHIBITOR,Angiotensin-converting enzyme inhibitor,4,True,True,True
118,CHEMBL1200831,CHEMBL1808,INHIBITOR,Angiotensin-converting enzyme inhibitor,4,True,True,True
119,CHEMBL1472,CHEMBL1810,AGONIST,Thyrotropin-releasing hormone receptor agonist,4,True,True,True
120,CHEMBL495,CHEMBL1811,AGONIST,Prostanoid EP1 receptor agonist,4,True,True,True
121,CHEMBL98,CHEMBL325,INHIBITOR,Histone deacetylase 1 inhibitor,4,True,True,True
122,CHEMBL175247,CHEMBL1812,INHIBITOR,Pancreatic lipase inhibitor,4,True,True,True
123,CHEMBL1963684,CHEMBL1817,AGONIST,Erythropoietin receptor agonist,4,True,True,True
124,CHEMBL1201565,CHEMBL1817,AGONIST,Erythropoietin receptor agonist,4,True,True,True
125,CHEMBL1201566,CHEMBL1817,AGONIST,Erythropoietin receptor agonist,4,True,True,True
126,CHEMBL1643,CHEMBL1822,INHIBITOR,Inosine-5'-monophosphate dehydrogenase 1 inhibitor,4,True,True,True
127,CHEMBL1201585,CHEMBL1824,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,4,True,True,True
128,CHEMBL2007641,CHEMBL1824,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,4,True,True,True
129,CHEMBL1743082,CHEMBL1824,BINDING AGENT,Receptor protein-tyrosine kinase erbB-2 binding agent,4,True,True,True
130,CHEMBL1201179,CHEMBL1824,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,4,True,True,True
131,CHEMBL1201659,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
132,CHEMBL3989885,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
133,CHEMBL1200491,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
134,CHEMBL1200497,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
135,CHEMBL1200618,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
136,CHEMBL1716,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
137,CHEMBL3544908,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
138,CHEMBL1200638,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
139,CHEMBL1200750,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
140,CHEMBL1200809,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
141,CHEMBL1200961,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
142,CHEMBL1201006,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
143,CHEMBL1607273,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
144,CHEMBL1719,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
145,CHEMBL1200532,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
146,CHEMBL1200927,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
147,CHEMBL998,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
148,CHEMBL1659,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
149,CHEMBL1200795,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
150,CHEMBL1237102,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
151,CHEMBL1200967,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
152,CHEMBL1201068,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
153,CHEMBL3989555,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
154,CHEMBL3989520,CHEMBL231,AGONIST,Histamine H1 receptor agonist,4,True,True,True
155,CHEMBL1200974,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
156,CHEMBL1201747,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
157,CHEMBL1224,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
158,CHEMBL3188034,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
159,CHEMBL1200769,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
160,CHEMBL3186993,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
161,CHEMBL1172,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
162,CHEMBL1620,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
163,CHEMBL1653,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
164,CHEMBL1200392,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
165,CHEMBL1200446,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
166,CHEMBL1200550,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
167,CHEMBL1201190,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
168,CHEMBL1201759,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
169,CHEMBL1564,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
170,CHEMBL1633,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
171,CHEMBL2360580,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
172,CHEMBL1200406,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
173,CHEMBL2103739,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
174,CHEMBL1200959,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
175,CHEMBL1201089,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
176,CHEMBL1201023,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
177,CHEMBL1200395,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
178,CHEMBL1689,CHEMBL231,AGONIST,Histamine H1 receptor agonist,4,True,True,True
179,CHEMBL1200948,CHEMBL231,ANTAGONIST,Histamine H1 receptor antagonist,4,True,True,True
180,CHEMBL1201581,CHEMBL1825,INHIBITOR,TNF-alpha inhibitor,4,True,True,True
181,CHEMBL1201831,CHEMBL1825,INHIBITOR,TNF-alpha inhibitor,4,True,True,True
182,CHEMBL1201580,CHEMBL1825,INHIBITOR,TNF-alpha inhibitor,4,True,True,True
183,CHEMBL1201572,CHEMBL1825,INHIBITOR,TNF-alpha inhibitor,4,True,True,True
184,CHEMBL1201833,CHEMBL1825,INHIBITOR,TNF-alpha inhibitor,4,True,True,True
185,CHEMBL779,CHEMBL1827,INHIBITOR,Phosphodiesterase 5A inhibitor,4,True,True,True
186,CHEMBL1339,CHEMBL1827,INHIBITOR,Phosphodiesterase 5A inhibitor,4,True,True,True
187,CHEMBL1737,CHEMBL1827,INHIBITOR,Phosphodiesterase 5A inhibitor,4,True,True,True
188,CHEMBL1963681,CHEMBL1827,INHIBITOR,Phosphodiesterase 5A inhibitor,4,True,True,True
190,CHEMBL98,CHEMBL1829,INHIBITOR,Histone deacetylase 3 inhibitor,4,True,True,True
191,CHEMBL2359670,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
192,CHEMBL3989478,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
193,CHEMBL1200951,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
194,CHEMBL567,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
195,CHEMBL1200707,CHEMBL217,MODULATOR,Dopamine D2 receptor modulator,4,True,True,True
196,CHEMBL728,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
197,CHEMBL1448187,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
198,CHEMBL1201087,CHEMBL217,AGONIST,Dopamine D2 receptor agonist,4,True,True,True
199,CHEMBL1314751,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
200,CHEMBL1200854,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
201,CHEMBL2360079,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
202,CHEMBL908,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
203,CHEMBL1201102,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
204,CHEMBL3544974,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
205,CHEMBL1112,CHEMBL217,PARTIAL AGONIST,Dopamine D2 receptor partial agonist,4,True,True,True
206,CHEMBL2107360,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
207,CHEMBL14376,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
208,CHEMBL1201052,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
209,CHEMBL1200940,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
210,CHEMBL1200419,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
211,CHEMBL1621,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
212,CHEMBL1201,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
213,CHEMBL3989824,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
214,CHEMBL570,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
215,CHEMBL1200948,CHEMBL217,ANTAGONIST,Dopamine D2 receptor antagonist,4,True,True,True
216,CHEMBL4594248,CHEMBL1832,AGONIST,Calcitonin receptor agonist,4,True,True,True
217,CHEMBL3989767,CHEMBL1832,AGONIST,Calcitonin receptor agonist,4,True,True,True
219,CHEMBL2103795,CHEMBL227,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4,True,True,True
220,CHEMBL995,CHEMBL227,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4,True,True,True
221,CHEMBL1513,CHEMBL227,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4,True,True,True
222,CHEMBL1069,CHEMBL227,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4,True,True,True
223,CHEMBL1200670,CHEMBL227,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4,True,True,True
224,CHEMBL1200692,CHEMBL227,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4,True,True,True
225,CHEMBL1014,CHEMBL227,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4,True,True,True
226,CHEMBL1200987,CHEMBL227,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4,True,True,True
227,CHEMBL1017,CHEMBL227,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4,True,True,True
228,CHEMBL1200843,CHEMBL1833,PARTIAL AGONIST,Serotonin 2b (5-HT2b) receptor partial agonist,4,True,True,True
229,CHEMBL1200938,CHEMBL1833,ANTAGONIST,Serotonin 2b (5-HT2b) receptor antagonist,4,True,True,True
230,CHEMBL1201589,CHEMBL1834,INHIBITOR,Ig epsilon chain C region inhibitor,4,True,True,True
231,CHEMBL1515,CHEMBL1839,INHIBITOR,Thyroid peroxidase inhibitor,4,True,True,True
232,CHEMBL1518,CHEMBL1839,INHIBITOR,Thyroid peroxidase inhibitor,4,True,True,True
233,CHEMBL1201506,CHEMBL1842,BINDING AGENT,Myeloid cell surface antigen CD33 binding agent,4,True,True,True
234,CHEMBL1200748,CHEMBL1843,INHIBITOR,DOPA decarboxylase inhibitor,4,True,True,True
235,CHEMBL1201733,CHEMBL1844,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,4,True,True,True
236,CHEMBL1567,CHEMBL1844,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,4,True,True,True
237,CHEMBL1201535,CHEMBL229,AGONIST,Alpha-1a adrenergic receptor agonist,4,True,True,True
238,CHEMBL24778,CHEMBL229,ANTAGONIST,Alpha-1a adrenergic receptor antagonist,4,True,True,True
239,CHEMBL1201044,CHEMBL229,ANTAGONIST,Alpha-1a adrenergic receptor antagonist,4,True,True,True
240,CHEMBL1200695,CHEMBL229,AGONIST,Alpha-1a adrenergic receptor agonist,4,True,True,True
241,CHEMBL1201827,CHEMBL203,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,4,True,True,True
242,CHEMBL1201577,CHEMBL203,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,4,True,True,True
243,CHEMBL1079742,CHEMBL203,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,4,True,True,True
244,CHEMBL939,CHEMBL203,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,4,True,True,True
245,CHEMBL1201179,CHEMBL203,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,4,True,True,True
246,CHEMBL1009,CHEMBL234,AGONIST,Dopamine D3 receptor agonist,4,True,True,True
247,CHEMBL908,CHEMBL234,ANTAGONIST,Dopamine D3 receptor antagonist,4,True,True,True
248,CHEMBL928,CHEMBL1846,ANTAGONIST,Ryanodine receptor 1 antagonist,4,True,True,True
249,CHEMBL64,CHEMBL1849,INHIBITOR,Enoyl-[acyl-carrier-protein] reductase inhibitor,4,True,True,True
250,CHEMBL1441,CHEMBL1849,INHIBITOR,Enoyl-[acyl-carrier-protein] reductase inhibitor,4,True,True,True
251,CHEMBL1201419,CHEMBL1854,AGONIST,Luteinizing hormone/Choriogonadotropin receptor agonist,4,True,True,True
252,CHEMBL1201464,CHEMBL1854,AGONIST,Luteinizing hormone/Choriogonadotropin receptor agonist,4,True,True,True
253,CHEMBL1201509,CHEMBL1854,AGONIST,Luteinizing hormone/Choriogonadotropin receptor agonist,4,True,True,True
254,CHEMBL1201697,CHEMBL1854,AGONIST,Luteinizing hormone/Choriogonadotropin receptor agonist,4,True,True,True
255,CHEMBL2103735,CHEMBL1855,ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,4,True,True,True
256,CHEMBL1200671,CHEMBL1855,AGONIST,Gonadotropin-releasing hormone receptor agonist,4,True,True,True
257,CHEMBL1200511,CHEMBL1855,AGONIST,Gonadotropin-releasing hormone receptor agonist,4,True,True,True
258,CHEMBL1252,CHEMBL1855,ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,4,True,True,True
259,CHEMBL2028987,CHEMBL1855,ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,4,True,True,True
260,CHEMBL1200501,CHEMBL1855,AGONIST,Gonadotropin-releasing hormone receptor agonist,4,True,True,True
261,CHEMBL1200509,CHEMBL1855,AGONIST,Gonadotropin-releasing hormone receptor agonist,4,True,True,True
262,CHEMBL1200516,CHEMBL1855,AGONIST,Gonadotropin-releasing hormone receptor agonist,4,True,True,True
263,CHEMBL1200554,CHEMBL1855,AGONIST,Gonadotropin-releasing hormone receptor agonist,4,True,True,True
264,CHEMBL5314377,CHEMBL1855,ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,4,True,True,True
265,CHEMBL1200775,CHEMBL1855,AGONIST,Gonadotropin-releasing hormone receptor agonist,4,True,True,True
266,CHEMBL710,CHEMBL1856,INHIBITOR,Steroid 5-alpha-reductase 2 inhibitor,4,True,True,True
267,CHEMBL93,CHEMBL215,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,4,True,True,True
268,CHEMBL1200760,CHEMBL215,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,4,True,True,True
269,CHEMBL1562610,CHEMBL215,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,4,True,True,True
270,CHEMBL704,CHEMBL215,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,4,True,True,True
271,CHEMBL1201013,CHEMBL215,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,4,True,True,True
272,CHEMBL421,CHEMBL215,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,4,True,True,True
