mec_id,molecule_chembl_id,target_chembl_id,action_type,mechanism_of_action,max_phase,direct_interaction,disease_efficacy,molecular_mechanism
858,CHEMBL135,CHEMBL206,AGONIST,Estrogen receptor alpha agonist,4,True,True,True
859,CHEMBL1200430,CHEMBL206,AGONIST,Estrogen receptor alpha agonist,4,True,True,True
860,CHEMBL1511,CHEMBL206,AGONIST,Estrogen receptor alpha agonist,4,True,True,True
861,CHEMBL3185958,CHEMBL206,MODULATOR,Estrogen receptor alpha modulator,4,True,True,True
862,CHEMBL691,CHEMBL206,AGONIST,Estrogen receptor alpha agonist,4,True,True,True
863,CHEMBL1018,CHEMBL206,AGONIST,Estrogen receptor alpha agonist,4,True,True,True
864,CHEMBL1200973,CHEMBL206,AGONIST,Estrogen receptor alpha agonist,4,True,True,True
865,CHEMBL1200980,CHEMBL206,AGONIST,Estrogen receptor alpha agonist,4,True,True,True
866,CHEMBL1201151,CHEMBL206,AGONIST,Estrogen receptor alpha agonist,4,True,True,True
867,CHEMBL411,CHEMBL206,AGONIST,Estrogen receptor alpha agonist,4,True,True,True
868,CHEMBL1200749,CHEMBL2072,BLOCKER,Sodium channel protein type IV alpha subunit blocker,4,True,True,True
869,CHEMBL1098,CHEMBL2072,BLOCKER,Sodium channel protein type IV alpha subunit blocker,4,True,True,True
870,CHEMBL1200396,CHEMBL2072,BLOCKER,Sodium channel protein type IV alpha subunit blocker,4,True,True,True
871,CHEMBL1404,CHEMBL2072,BLOCKER,Sodium channel protein type IV alpha subunit blocker,4,True,True,True
872,CHEMBL1561,CHEMBL2074,INHIBITOR,Maltase-glucoamylase inhibitor,4,True,True,True
873,CHEMBL404271,CHEMBL2074,INHIBITOR,Maltase-glucoamylase inhibitor,4,True,True,True
874,CHEMBL1201483,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
875,CHEMBL2110368,CHEMBL222,SUBSTRATE,Norepinephrine transporter substrate,4,True,True,True
876,CHEMBL1118,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
877,CHEMBL1201535,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
878,CHEMBL1237135,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
879,CHEMBL3184143,CHEMBL222,SUBSTRATE,Norepinephrine transporter substrate,4,True,True,True
880,CHEMBL1574,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
881,CHEMBL1628234,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
882,CHEMBL1696,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
883,CHEMBL1095292,CHEMBL222,SUBSTRATE,Norepinephrine transporter substrate,4,True,True,True
884,CHEMBL1345,CHEMBL222,SUBSTRATE,Norepinephrine transporter substrate,4,True,True,True
885,CHEMBL1702,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
886,CHEMBL1200912,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
887,CHEMBL3544906,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
888,CHEMBL1201735,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
889,CHEMBL1201728,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
890,CHEMBL904,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
891,CHEMBL612,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
892,CHEMBL1200782,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
893,CHEMBL3544971,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
894,CHEMBL3989844,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
895,CHEMBL1693,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
896,CHEMBL1200483,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
897,CHEMBL1200377,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
898,CHEMBL3989845,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
899,CHEMBL1113,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
900,CHEMBL501,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
901,CHEMBL1200328,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
902,CHEMBL405,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
903,CHEMBL3989855,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
904,CHEMBL1200964,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
905,CHEMBL1200332,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
906,CHEMBL1200387,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
907,CHEMBL1698,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
908,CHEMBL4297064,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
909,CHEMBL796,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
910,CHEMBL1722,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
911,CHEMBL1200492,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
912,CHEMBL1201156,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
913,CHEMBL1201023,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
914,CHEMBL1200395,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
915,CHEMBL1200724,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
916,CHEMBL2062163,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
917,CHEMBL1200695,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
918,CHEMBL1201777,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
919,CHEMBL1692,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
920,CHEMBL1201178,CHEMBL222,RELEASING AGENT,Norepinephrine transporter releasing agent,4,True,True,True
921,CHEMBL1200948,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
922,CHEMBL1201066,CHEMBL222,INHIBITOR,Norepinephrine transporter inhibitor,4,True,True,True
923,CHEMBL18442,CHEMBL2107,PARTIAL AGONIST,C-X-C chemokine receptor type 4 partial agonist,4,True,True,True
924,CHEMBL2109065,CHEMBL3143,INHIBITOR,Coagulation factor VIII inhibitor,4,True,True,True
925,CHEMBL2028852,CHEMBL3157,ANTAGONIST,Bradykinin B2 receptor antagonist,4,True,True,True
926,CHEMBL288441,CHEMBL3234,INHIBITOR,Tyrosine-protein kinase HCK inhibitor,4,True,True,True
927,CHEMBL17,CHEMBL3242,INHIBITOR,Carbonic anhydrase XII inhibitor,4,True,True,True
928,CHEMBL20,CHEMBL3242,INHIBITOR,Carbonic anhydrase XII inhibitor,4,True,True,True
929,CHEMBL1200814,CHEMBL3242,INHIBITOR,Carbonic anhydrase XII inhibitor,4,True,True,True
930,CHEMBL1561,CHEMBL2608,INHIBITOR,Lysosomal alpha-glucosidase inhibitor,4,True,True,True
931,CHEMBL1201733,CHEMBL2742,INHIBITOR,Fibroblast growth factor receptor 3 inhibitor,4,True,True,True
932,CHEMBL1372,CHEMBL2755,OTHER,Glutathione reductase other,4,True,True,True
933,CHEMBL513,CHEMBL2755,INHIBITOR,Glutathione reductase inhibitor,4,True,True,True
934,CHEMBL1795071,CHEMBL2835,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,4,True,True,True
935,CHEMBL2105741,CHEMBL2964,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,4,True,True,True
936,CHEMBL1795071,CHEMBL2971,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,4,True,True,True
937,CHEMBL1201775,CHEMBL3076,ACTIVATOR,Phenylalanine-4-hydroxylase activator,4,True,True,True
938,CHEMBL2095222,CHEMBL3810,PROTEOLYTIC ENZYME,Fibronectin proteolytic enzyme,4,True,True,True
939,CHEMBL4594217,CHEMBL3884,INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,4,True,True,True
940,CHEMBL288441,CHEMBL3905,INHIBITOR,Tyrosine-protein kinase Lyn inhibitor,4,True,True,True
941,CHEMBL6067980,CHEMBL3295,INHIBITOR,Pepsin A inhibitor,4,True,True,True
942,CHEMBL256087,CHEMBL1075319,OPENER,Transient receptor potential cation channel subfamily M member 8 opener,4,True,True,True
943,CHEMBL222813,CHEMBL3377,INHIBITOR,Neuraminidase inhibitor,4,True,True,True
944,CHEMBL1200340,CHEMBL3377,INHIBITOR,Neuraminidase inhibitor,4,True,True,True
945,CHEMBL204656,CHEMBL3471,INHIBITOR,Human immunodeficiency virus type 1 integrase inhibitor,4,True,True,True
946,CHEMBL518520,CHEMBL3471,INHIBITOR,Human immunodeficiency virus type 1 integrase inhibitor,4,True,True,True
947,CHEMBL271227,CHEMBL3522,INHIBITOR,Cytochrome P450 17A1 inhibitor,4,True,True,True
948,CHEMBL2105741,CHEMBL3587,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,4,True,True,True
949,CHEMBL2109065,CHEMBL3618,INHIBITOR,Coagulation factor V inhibitor,4,True,True,True
950,CHEMBL1201733,CHEMBL3650,INHIBITOR,Fibroblast growth factor receptor 1 inhibitor,4,True,True,True
951,CHEMBL1946170,CHEMBL3650,INHIBITOR,Fibroblast growth factor receptor 1 inhibitor,4,True,True,True
952,CHEMBL1200907,CHEMBL3670,INHIBITOR,3-beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type II inhibitor,4,True,True,True
953,CHEMBL606,CHEMBL3710,AGONIST,Prostanoid EP3 receptor agonist,4,True,True,True
954,CHEMBL2103868,CHEMBL3717,INHIBITOR,Hepatocyte growth factor receptor inhibitor,4,True,True,True
955,CHEMBL601719,CHEMBL3717,INHIBITOR,Hepatocyte growth factor receptor inhibitor,4,True,True,True
956,CHEMBL17,CHEMBL3729,INHIBITOR,Carbonic anhydrase IV inhibitor,4,True,True,True
957,CHEMBL19,CHEMBL3729,INHIBITOR,Carbonic anhydrase IV inhibitor,4,True,True,True
958,CHEMBL220492,CHEMBL3729,INHIBITOR,Carbonic anhydrase IV inhibitor,4,True,True,True
959,CHEMBL20,CHEMBL3729,INHIBITOR,Carbonic anhydrase IV inhibitor,4,True,True,True
960,CHEMBL1200814,CHEMBL3729,INHIBITOR,Carbonic anhydrase IV inhibitor,4,True,True,True
961,CHEMBL2095212,CHEMBL246,AGONIST,Beta-3 adrenergic receptor agonist,4,True,True,True
962,CHEMBL1946170,CHEMBL3961,INHIBITOR,MAP kinase p38 beta inhibitor,4,True,True,True
963,CHEMBL2360464,CHEMBL3972,INHIBITOR,GAR transformylase inhibitor,4,True,True,True
964,CHEMBL2108184,CHEMBL4051,INHIBITOR,Cystic fibrosis transmembrane conductance regulator inhibitor,4,True,True,True
965,CHEMBL2010601,CHEMBL4051,POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator,4,True,True,True
966,CHEMBL1200699,CHEMBL4073,INHIBITOR,Matrix metalloproteinase 7 inhibitor,4,True,True,True
967,CHEMBL2364574,CHEMBL4073,INHIBITOR,Matrix metalloproteinase 7 inhibitor,4,True,True,True
968,CHEMBL3989740,CHEMBL4073,INHIBITOR,Matrix metalloproteinase 7 inhibitor,4,True,True,True
969,CHEMBL1201821,CHEMBL4142,AGONIST,Fibroblast growth factor receptor 2 agonist,4,True,True,True
970,CHEMBL1946170,CHEMBL4142,INHIBITOR,Fibroblast growth factor receptor 2 inhibitor,4,True,True,True
972,CHEMBL1946170,CHEMBL4223,INHIBITOR,Tyrosine-protein kinase FRK inhibitor,4,True,True,True
973,CHEMBL601719,CHEMBL4247,INHIBITOR,ALK tyrosine kinase receptor inhibitor,4,True,True,True
974,CHEMBL1371,CHEMBL4305,OPENER,Intermediate conductance calcium-activated potassium channel protein 4 opener,4,True,True,True
975,CHEMBL1463,CHEMBL4665,INHIBITOR,Thymidylate synthase inhibitor,4,True,True,True
976,CHEMBL1795072,CHEMBL4478,BLOCKER,Voltage-gated N-type calcium channel alpha-1B subunit blocker,4,True,True,True
978,CHEMBL1200699,CHEMBL4588,INHIBITOR,Matrix metalloproteinase 8 inhibitor,4,True,True,True
979,CHEMBL2364574,CHEMBL4588,INHIBITOR,Matrix metalloproteinase 8 inhibitor,4,True,True,True
980,CHEMBL3989740,CHEMBL4588,INHIBITOR,Matrix metalloproteinase 8 inhibitor,4,True,True,True
981,CHEMBL1200699,CHEMBL280,INHIBITOR,Matrix metalloproteinase 13 inhibitor,4,True,True,True
982,CHEMBL2364574,CHEMBL280,INHIBITOR,Matrix metalloproteinase 13 inhibitor,4,True,True,True
983,CHEMBL3989740,CHEMBL280,INHIBITOR,Matrix metalloproteinase 13 inhibitor,4,True,True,True
984,CHEMBL24828,CHEMBL4601,INHIBITOR,Tyrosine-protein kinase BRK inhibitor,4,True,True,True
985,CHEMBL181,CHEMBL4770,OPENER,"Potassium channel, inwardly rectifying, subfamily J, member 8 opener",4,True,True,True
986,CHEMBL294199,CHEMBL4794,OPENER,Vanilloid receptor opener,4,True,True,True
987,CHEMBL1200699,CHEMBL332,INHIBITOR,Matrix metalloproteinase-1 inhibitor,4,True,True,True
988,CHEMBL3989740,CHEMBL332,INHIBITOR,Matrix metalloproteinase-1 inhibitor,4,True,True,True
989,CHEMBL2364574,CHEMBL332,INHIBITOR,Matrix metalloproteinase-1 inhibitor,4,True,True,True
990,CHEMBL1286,CHEMBL4478,BLOCKER,Voltage-gated N-type calcium channel alpha-1B subunit blocker,4,True,True,True
991,CHEMBL1946170,CHEMBL5122,INHIBITOR,Discoidin domain-containing receptor 2 inhibitor,4,True,True,True
992,CHEMBL2105729,CHEMBL5145,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,4,True,True,True
993,CHEMBL1946170,CHEMBL5145,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,4,True,True,True
994,CHEMBL1200485,CHEMBL5145,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,4,True,True,True
995,CHEMBL1229517,CHEMBL5145,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,4,True,True,True
997,CHEMBL535650,CHEMBL613897,INHIBITOR,Ferriprotoporphyrin IX inhibitor,4,True,True,True
998,CHEMBL1200901,CHEMBL613897,INHIBITOR,Ferriprotoporphyrin IX inhibitor,4,True,True,True
999,CHEMBL1357648,CHEMBL613897,INHIBITOR,Ferriprotoporphyrin IX inhibitor,4,True,True,True
1000,CHEMBL58510,CHEMBL613897,INHIBITOR,Ferriprotoporphyrin IX inhibitor,4,True,True,True
1001,CHEMBL566534,CHEMBL613897,INHIBITOR,Ferriprotoporphyrin IX inhibitor,4,True,True,True
1002,CHEMBL2359966,CHEMBL613897,INHIBITOR,Ferriprotoporphyrin IX inhibitor,4,True,True,True
1003,CHEMBL4297165,CHEMBL613897,BINDING AGENT,Ferriprotoporphyrin IX binding agent,4,True,True,True
1004,CHEMBL38827,CHEMBL613897,INHIBITOR,Ferriprotoporphyrin IX inhibitor,4,True,True,True
1005,CHEMBL1690,CHEMBL613897,INHIBITOR,Ferriprotoporphyrin IX inhibitor,4,True,True,True
1006,CHEMBL1643,CHEMBL4296320,INHIBITOR,RNA-directed RNA polymerase inhibitor,4,True,True,True
1007,CHEMBL1200612,CHEMBL5451,BLOCKER,Sodium channel protein type X alpha subunit blocker,4,True,True,True
1008,CHEMBL2104987,CHEMBL5844,AGONIST,Glucagon-like peptide 2 receptor agonist,4,True,True,True
1009,CHEMBL1201134,CHEMBL1628478,OPENER,Chloride channel protein 2 opener,4,True,True,True
1010,CHEMBL1387,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1011,CHEMBL1531,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1012,CHEMBL1201139,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1013,CHEMBL1201146,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1014,CHEMBL717,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1015,CHEMBL1162,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1016,CHEMBL1200848,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1017,CHEMBL1200853,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1018,CHEMBL103,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1019,CHEMBL2107797,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1020,CHEMBL1200934,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1021,CHEMBL1389,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1022,CHEMBL1533,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1023,CHEMBL260538,CHEMBL208,MODULATOR,Progesterone receptor modulator,4,True,True,True
1024,CHEMBL1200807,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1025,CHEMBL1200624,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1026,CHEMBL1276308,CHEMBL208,ANTAGONIST,Progesterone receptor antagonist,4,True,True,True
1027,CHEMBL1509,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1028,CHEMBL1479,CHEMBL208,AGONIST,Progesterone receptor agonist,4,True,True,True
1030,CHEMBL473417,CHEMBL5971,INHIBITOR,Smoothened homolog inhibitor,4,True,True,True
1031,CHEMBL256087,CHEMBL6007,OPENER,Transient receptor potential cation channel subfamily A member 1 opener,4,True,True,True
1032,CHEMBL832,CHEMBL6120,INHIBITOR,Solute carrier family 22 member 12 inhibitor,4,True,True,True
1033,CHEMBL1946170,CHEMBL4128,INHIBITOR,Tyrosine-protein kinase TIE-2 inhibitor,4,True,True,True
1034,CHEMBL24828,CHEMBL4128,INHIBITOR,Tyrosine-protein kinase TIE-2 inhibitor,4,True,True,True
1035,CHEMBL1742982,CHEMBL1697671,INHIBITOR,Placenta growth factor inhibitor,4,True,True,True
1036,CHEMBL897,CHEMBL1641347,INHIBITOR,Solute carrier family 22 member 6 inhibitor,4,True,True,True
1037,CHEMBL897,CHEMBL1641348,INHIBITOR,Solute carrier family 22 member 8 inhibitor,4,True,True,True
1038,CHEMBL1214124,CHEMBL2096670,ANTAGONIST,Glutamate receptor ionotropic AMPA antagonist,4,True,True,True
1039,CHEMBL220492,CHEMBL2096670,ANTAGONIST,Glutamate receptor ionotropic AMPA antagonist,4,True,True,True
1040,CHEMBL957,CHEMBL2096678,ANTAGONIST,"Endothelin receptor, ET-A/ET-B antagonist",4,True,True,True
1041,CHEMBL1111,CHEMBL2096678,ANTAGONIST,"Endothelin receptor, ET-A/ET-B antagonist",4,True,True,True
1042,CHEMBL897,CHEMBL2073677,INHIBITOR,Solute carrier family 22 member 11 inhibitor,4,True,True,True
1043,CHEMBL1201536,CHEMBL1907589,AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 agonist,4,True,True,True
1044,CHEMBL3,CHEMBL1907589,AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 agonist,4,True,True,True
1045,CHEMBL6067972,CHEMBL1907589,AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 agonist,4,True,True,True
1046,CHEMBL3301675,CHEMBL1795197,AGONIST,Heat-stable enterotoxin receptor agonist,4,True,True,True
1047,CHEMBL675,CHEMBL1782,INHIBITOR,Farnesyl diphosphate synthase inhibitor,4,True,True,True
1048,CHEMBL1654,CHEMBL1782,INHIBITOR,Farnesyl diphosphate synthase inhibitor,4,True,True,True
1049,CHEMBL4303669,CHEMBL1782,INHIBITOR,Farnesyl diphosphate synthase inhibitor,4,True,True,True
1050,CHEMBL3989569,CHEMBL1782,INHIBITOR,Farnesyl diphosphate synthase inhibitor,4,True,True,True
1051,CHEMBL3989401,CHEMBL1782,INHIBITOR,Farnesyl diphosphate synthase inhibitor,4,True,True,True
1052,CHEMBL503,CHEMBL402,INHIBITOR,HMG-CoA reductase inhibitor,4,True,True,True
1053,CHEMBL1200563,CHEMBL402,INHIBITOR,HMG-CoA reductase inhibitor,4,True,True,True
1054,CHEMBL1237061,CHEMBL402,INHIBITOR,HMG-CoA reductase inhibitor,4,True,True,True
1055,CHEMBL2218894,CHEMBL402,INHIBITOR,HMG-CoA reductase inhibitor,4,True,True,True
1056,CHEMBL1744447,CHEMBL402,INHIBITOR,HMG-CoA reductase inhibitor,4,True,True,True
1057,CHEMBL690,CHEMBL402,INHIBITOR,HMG-CoA reductase inhibitor,4,True,True,True
1058,CHEMBL393220,CHEMBL402,INHIBITOR,HMG-CoA reductase inhibitor,4,True,True,True
1059,CHEMBL1064,CHEMBL402,INHIBITOR,HMG-CoA reductase inhibitor,4,True,True,True
1060,CHEMBL1096,CHEMBL2093863,INHIBITOR,Phosphodiesterase 4 inhibitor,4,True,True,True
1061,CHEMBL1752,CHEMBL2093863,INHIBITOR,Phosphodiesterase 4 inhibitor,4,True,True,True
1062,CHEMBL193240,CHEMBL2093863,INHIBITOR,Phosphodiesterase 4 inhibitor,4,True,True,True
1063,CHEMBL1355736,CHEMBL2093863,INHIBITOR,Phosphodiesterase 4 inhibitor,4,True,True,True
1064,CHEMBL1200578,CHEMBL2093863,INHIBITOR,Phosphodiesterase 4 inhibitor,4,True,True,True
1065,CHEMBL1200875,CHEMBL2093863,INHIBITOR,Phosphodiesterase 4 inhibitor,4,True,True,True
1066,CHEMBL1370561,CHEMBL2093863,INHIBITOR,Phosphodiesterase 4 inhibitor,4,True,True,True
1067,CHEMBL343448,CHEMBL2093865,INHIBITOR,Histone deacetylase inhibitor,4,True,True,True
1068,CHEMBL1201468,CHEMBL2093866,AGONIST,Estrogen receptor agonist,4,True,True,True
1069,CHEMBL1201466,CHEMBL2093866,AGONIST,Estrogen receptor agonist,4,True,True,True
1070,CHEMBL1201649,CHEMBL2093866,AGONIST,Estrogen receptor agonist,4,True,True,True
1071,CHEMBL1201467,CHEMBL2093866,AGONIST,Estrogen receptor agonist,4,True,True,True
1072,CHEMBL2105395,CHEMBL2093866,MODULATOR,Estrogen receptor modulator,4,True,True,True
1073,CHEMBL1200598,CHEMBL2093866,AGONIST,Estrogen receptor agonist,4,True,True,True
1074,CHEMBL1201165,CHEMBL2093866,AGONIST,Estrogen receptor agonist,4,True,True,True
1075,CHEMBL1358,CHEMBL206,ANTAGONIST,Estrogen receptor alpha antagonist,4,True,True,True
1076,CHEMBL1200675,CHEMBL2093866,MODULATOR,Estrogen receptor modulator,4,True,True,True
1077,CHEMBL1201584,CHEMBL2093869,INHIBITOR,Integrin alpha-IIb/beta-3 inhibitor,4,True,True,True
1078,CHEMBL1174,CHEMBL2093869,INHIBITOR,Integrin alpha-IIb/beta-3 inhibitor,4,True,True,True
1079,CHEMBL3189072,CHEMBL2093869,INHIBITOR,Integrin alpha-IIb/beta-3 inhibitor,4,True,True,True
1080,CHEMBL1503,CHEMBL2095173,INHIBITOR,Potassium-transporting ATPase inhibitor,4,True,True,True
1081,CHEMBL1201863,CHEMBL2095173,INHIBITOR,Potassium-transporting ATPase inhibitor,4,True,True,True
1082,CHEMBL1567328,CHEMBL2095173,INHIBITOR,Potassium-transporting ATPase inhibitor,4,True,True,True
1083,CHEMBL1200930,CHEMBL2095173,INHIBITOR,Potassium-transporting ATPase inhibitor,4,True,True,True
1084,CHEMBL3989559,CHEMBL2095173,INHIBITOR,Potassium-transporting ATPase inhibitor,4,True,True,True
1085,CHEMBL480,CHEMBL2095173,INHIBITOR,Potassium-transporting ATPase inhibitor,4,True,True,True
1086,CHEMBL1200470,CHEMBL2095173,INHIBITOR,Potassium-transporting ATPase inhibitor,4,True,True,True
1087,CHEMBL5314366,CHEMBL2095173,INHIBITOR,Potassium-transporting ATPase inhibitor,4,True,True,True
1088,CHEMBL18,CHEMBL2095180,INHIBITOR,Carbonic anhydrase inhibitor,4,True,True,True
1089,CHEMBL1201470,CHEMBL2095181,AGONIST,Opioid receptors; mu/kappa/delta agonist,4,True,True,True
1090,CHEMBL1201463,CHEMBL2095181,AGONIST,Opioid receptors; mu/kappa/delta agonist,4,True,True,True
1091,CHEMBL1200794,CHEMBL2095181,AGONIST,Opioid receptors; mu/kappa/delta agonist,4,True,True,True
1092,CHEMBL19019,CHEMBL2095181,ANTAGONIST,Opioid receptors; mu/kappa/delta antagonist,4,True,True,True
1093,CHEMBL6067642,CHEMBL2095181,AGONIST,Opioid receptors; mu/kappa/delta agonist,4,True,True,True
1094,CHEMBL4297091,CHEMBL2095181,AGONIST,Opioid receptors; mu/kappa/delta agonist,4,True,True,True
1095,CHEMBL1201149,CHEMBL2095181,ANTAGONIST,Opioid receptors; mu/kappa/delta antagonist,4,True,True,True
1096,CHEMBL1201132,CHEMBL2095181,AGONIST,Opioid receptors; mu/kappa/delta agonist,4,True,True,True
1098,CHEMBL1718,CHEMBL2095181,ANTAGONIST,Opioid receptors; mu/kappa/delta antagonist,4,True,True,True
1099,CHEMBL3989677,CHEMBL2095181,AGONIST,Opioid receptors; mu/kappa/delta agonist,4,True,True,True
1100,CHEMBL1743082,CHEMBL2095182,INHIBITOR,Tubulin inhibitor,4,True,True,True
1101,CHEMBL1742994,CHEMBL2095182,INHIBITOR,Tubulin inhibitor,4,True,True,True
1102,CHEMBL428647,CHEMBL2095182,INHIBITOR,Tubulin inhibitor,4,True,True,True
1103,CHEMBL3545252,CHEMBL2095182,INHIBITOR,Tubulin inhibitor,4,True,True,True
1104,CHEMBL1683544,CHEMBL2095182,INHIBITOR,Tubulin inhibitor,4,True,True,True
1105,CHEMBL1201748,CHEMBL2095182,INHIBITOR,Tubulin inhibitor,4,True,True,True
1106,CHEMBL107,CHEMBL2095182,INHIBITOR,Tubulin inhibitor,4,True,True,True
1107,CHEMBL1201752,CHEMBL2095182,INHIBITOR,Tubulin inhibitor,4,True,True,True
1108,CHEMBL501867,CHEMBL2095182,INHIBITOR,Tubulin inhibitor,4,True,True,True
1109,CHEMBL538943,CHEMBL2095182,INHIBITOR,Tubulin inhibitor,4,True,True,True
1110,CHEMBL378544,CHEMBL2095182,INHIBITOR,Tubulin inhibitor,4,True,True,True
1112,CHEMBL1201607,CHEMBL2095184,INHIBITOR,Integrin alpha-4/beta-7 inhibitor,4,True,True,True
1113,CHEMBL1200826,CHEMBL2095188,INHIBITOR,Glycogen synthase kinase-3 inhibitor,4,True,True,True
1114,CHEMBL2103738,CHEMBL2095188,INHIBITOR,Glycogen synthase kinase-3 inhibitor,4,True,True,True
1115,CHEMBL1201556,CHEMBL2095189,AGONIST,Platelet-derived growth factor receptor agonist,4,True,True,True
1116,CHEMBL1201733,CHEMBL2095189,INHIBITOR,Platelet-derived growth factor receptor inhibitor,4,True,True,True
1117,CHEMBL1946170,CHEMBL2095189,INHIBITOR,Platelet-derived growth factor receptor inhibitor,4,True,True,True
1118,CHEMBL1567,CHEMBL2095189,INHIBITOR,Platelet-derived growth factor receptor inhibitor,4,True,True,True
1119,CHEMBL2105708,CHEMBL2096618,INHIBITOR,Bcr/Abl fusion protein inhibitor,4,True,True,True
