target_chembl_id
CHEMBL2326
CHEMBL261
CHEMBL1777
CHEMBL245
CHEMBL1781
CHEMBL1783
CHEMBL1784
CHEMBL1786
CHEMBL1790
CHEMBL1792
CHEMBL1793
CHEMBL1796
CHEMBL1798
CHEMBL204
CHEMBL1873
CHEMBL1801
CHEMBL3286
CHEMBL205
CHEMBL1804
CHEMBL1805
CHEMBL1806
CHEMBL1808
CHEMBL1810
CHEMBL1811
CHEMBL325
CHEMBL1812
CHEMBL1817
CHEMBL1822
CHEMBL1824
CHEMBL231
CHEMBL1825
CHEMBL1827
CHEMBL1829
CHEMBL217
CHEMBL1832
CHEMBL227
CHEMBL1833
CHEMBL1834
CHEMBL1839
CHEMBL1842
CHEMBL1843
CHEMBL1844
CHEMBL229
CHEMBL203
CHEMBL234
CHEMBL1846
CHEMBL1849
CHEMBL1854
CHEMBL1855
CHEMBL1856
CHEMBL215
CHEMBL216
CHEMBL1862
CHEMBL1864
CHEMBL1865
CHEMBL213
CHEMBL287
CHEMBL1874
CHEMBL1876
CHEMBL1877
CHEMBL1878
CHEMBL1881
CHEMBL1884
CHEMBL1886
CHEMBL1889
CHEMBL1898
CHEMBL1899
CHEMBL1901
CHEMBL1902
CHEMBL1906
CHEMBL1910
CHEMBL1911
CHEMBL228
CHEMBL1913
CHEMBL1917
CHEMBL1921
CHEMBL235
CHEMBL1925
CHEMBL239
CHEMBL1927
CHEMBL1929
CHEMBL1930
CHEMBL1935
CHEMBL1936
CHEMBL274
CHEMBL1939
CHEMBL1941
CHEMBL284
CHEMBL214
CHEMBL1949
CHEMBL1950
CHEMBL1952
CHEMBL1957
CHEMBL1959
CHEMBL1963
CHEMBL1965
CHEMBL1966
CHEMBL1969
CHEMBL240
CHEMBL1972
CHEMBL1973
CHEMBL1974
CHEMBL1976
CHEMBL1977
CHEMBL1978
CHEMBL1980
CHEMBL1981
CHEMBL1982
CHEMBL1983
CHEMBL224
CHEMBL225
CHEMBL1984
CHEMBL1985
CHEMBL286
CHEMBL1987
CHEMBL242
CHEMBL1988
CHEMBL1989
CHEMBL1992
CHEMBL1993
CHEMBL1994
CHEMBL1995
CHEMBL251
CHEMBL1996
CHEMBL1997
CHEMBL1998
CHEMBL2000
CHEMBL2363069
CHEMBL2011
CHEMBL2012
CHEMBL2013
CHEMBL267
CHEMBL238
CHEMBL233
CHEMBL2023
CHEMBL220
CHEMBL2024
CHEMBL279
CHEMBL2028
CHEMBL2030
CHEMBL2032
CHEMBL2033
CHEMBL2034
CHEMBL247
CHEMBL2039
CHEMBL2040
CHEMBL258
CHEMBL2045
CHEMBL2047
CHEMBL2049
CHEMBL2051
CHEMBL2052
CHEMBL202
CHEMBL2056
CHEMBL2063
CHEMBL2068
CHEMBL206
CHEMBL2072
CHEMBL2074
CHEMBL222
CHEMBL2107
CHEMBL3143
CHEMBL3157
CHEMBL3234
CHEMBL3242
CHEMBL2608
CHEMBL2742
CHEMBL2755
CHEMBL2835
CHEMBL2964
CHEMBL2971
CHEMBL3076
CHEMBL3810
CHEMBL3884
CHEMBL3905
CHEMBL3295
CHEMBL1075319
CHEMBL3377
CHEMBL3471
CHEMBL3522
CHEMBL3587
CHEMBL3618
CHEMBL3650
CHEMBL3670
CHEMBL3710
CHEMBL3717
CHEMBL3729
CHEMBL246
CHEMBL3961
CHEMBL3972
CHEMBL4051
CHEMBL4073
CHEMBL4142
CHEMBL4223
CHEMBL4247
CHEMBL4305
CHEMBL4665
CHEMBL4478
CHEMBL4588
CHEMBL280
CHEMBL4601
CHEMBL4770
CHEMBL4794
CHEMBL332
CHEMBL5122
CHEMBL5145
CHEMBL613897
CHEMBL4296320
CHEMBL5451
CHEMBL5844
CHEMBL1628478
CHEMBL208
CHEMBL5971
CHEMBL6007
CHEMBL6120
CHEMBL4128
CHEMBL1697671
CHEMBL1641347
CHEMBL1641348
CHEMBL2096670
CHEMBL2096678
CHEMBL2073677
CHEMBL1907589
CHEMBL1795197
CHEMBL1782
CHEMBL402
CHEMBL2093863
CHEMBL2093865
CHEMBL2093866
CHEMBL2093869
CHEMBL2095173
CHEMBL2095180
CHEMBL2095181
CHEMBL2095182
CHEMBL2095184
CHEMBL2095188
CHEMBL2095189
CHEMBL2096618
CHEMBL2094118
CHEMBL2094124
CHEMBL2094125
CHEMBL2094268
CHEMBL2095158
CHEMBL2096905
CHEMBL2109241
CHEMBL2111189
CHEMBL2111190
CHEMBL2094251
CHEMBL2094253
CHEMBL2094255
CHEMBL2094257
CHEMBL2111329
CHEMBL2111348
CHEMBL2111369
CHEMBL2111411
CHEMBL2111436
CHEMBL2095198
CHEMBL2095203
CHEMBL2095205
CHEMBL2096972
CHEMBL2107836
CHEMBL1795108
CHEMBL2095215
CHEMBL2095227
CHEMBL2095229
CHEMBL2095231
CHEMBL2095233
CHEMBL1909490
CHEMBL1932894
CHEMBL1907594
CHEMBL1907598
CHEMBL1907599
CHEMBL2069156
CHEMBL2062
CHEMBL2111462
CHEMBL2111463
CHEMBL1861
CHEMBL237
CHEMBL1869
CHEMBL1871
CHEMBL1875
CHEMBL210
CHEMBL1903
CHEMBL1908
CHEMBL1912
CHEMBL249
CHEMBL244
CHEMBL2019
CHEMBL2027
CHEMBL2031
CHEMBL241
CHEMBL2044
CHEMBL2050
CHEMBL2364672
CHEMBL2364673
CHEMBL2364674
CHEMBL2364675
CHEMBL2364676
CHEMBL2364677
CHEMBL2364678
CHEMBL2364679
CHEMBL2364680
CHEMBL2364681
CHEMBL2364682
CHEMBL2364683
CHEMBL2364696
CHEMBL2364156
CHEMBL2364157
CHEMBL2364158
CHEMBL2364159
CHEMBL2364160
CHEMBL2364161
CHEMBL2364162
CHEMBL2364163
CHEMBL2364164
CHEMBL2364165
CHEMBL2363020
CHEMBL2363021
CHEMBL2364187
CHEMBL2364188
CHEMBL2364701
CHEMBL2364702
CHEMBL2364703
CHEMBL2364704
CHEMBL2364705
CHEMBL5936
CHEMBL1780
CHEMBL230
CHEMBL218
CHEMBL1872
CHEMBL1893
CHEMBL1926
CHEMBL1937
CHEMBL243
CHEMBL2001
CHEMBL211
CHEMBL2041
CHEMBL2058
CHEMBL2959
CHEMBL2362973
CHEMBL2362997
CHEMBL2363043
CHEMBL2363044
CHEMBL2363048
CHEMBL2363046
CHEMBL2363047
CHEMBL2363049
CHEMBL2363050
CHEMBL2363051
CHEMBL2363052
CHEMBL2363053
CHEMBL2363054
CHEMBL2363055
CHEMBL2363056
CHEMBL2363057
CHEMBL2363058
CHEMBL2363062
CHEMBL2363064
CHEMBL2363065
CHEMBL2363066
CHEMBL2363067
CHEMBL2363068
CHEMBL2363070
CHEMBL2363071
CHEMBL2363073
CHEMBL2364023
CHEMBL5804
CHEMBL2095186
CHEMBL2093872
CHEMBL2111392
CHEMBL2363074
CHEMBL2363075
CHEMBL2363076
CHEMBL2363077
CHEMBL2363078
CHEMBL2364668
CHEMBL2364669
CHEMBL2364670
CHEMBL2364671
CHEMBL2366037
CHEMBL2364183
CHEMBL2366039
CHEMBL2354204
CHEMBL2354313
CHEMBL2362972
CHEMBL2362984
CHEMBL2362985
CHEMBL2362986
CHEMBL2362987
CHEMBL2362988
CHEMBL2362990
CHEMBL2362992
CHEMBL2362993
CHEMBL2363079
CHEMBL2363080
CHEMBL2363135
CHEMBL2364167
CHEMBL2364168
CHEMBL2364169
CHEMBL2364170
CHEMBL2364171
CHEMBL2364028
CHEMBL2364029
CHEMBL2364030
CHEMBL2364031
CHEMBL2364032
CHEMBL2364033
CHEMBL2364035
CHEMBL2364036
CHEMBL2364039
CHEMBL2364041
CHEMBL2364096
CHEMBL2364103
CHEMBL2364153
CHEMBL2364154
CHEMBL2364155
CHEMBL2364166
CHEMBL2311221
CHEMBL2311222
CHEMBL2311224
CHEMBL2311225
CHEMBL2311244
CHEMBL2363041
CHEMBL2363042
CHEMBL2363032
CHEMBL2362994
CHEMBL2366040
CHEMBL2366041
CHEMBL2366042
CHEMBL2366043
CHEMBL2366044
